Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,0.10146678678912,0.10146678678912
S1_128373,1,128373,0,1,1.44407758821742,1.44407758821742
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,0.952245922278256,1.27279621772876
S1_985248,1,985248,0,1,0.223327717657711,0.223327717657711
S1_1000282,1,1000282,0,1,0.308873867005054,0.546071130904323
S1_1001511,1,1001511,0,1,0.385759125298269,0.738702853097999
S1_1167803,1,1167803,0,1,0.625517421233526,0.625517421233526
S1_1195312,1,1195312,0,1,0.853486996802553,0.853486996802553
S1_1568364,1,1568364,0,1,0.445912988864461,0.445912988864461
S1_1665404,1,1665404,0,1,0.498155273409833,0.498155273409833
S1_1665418,1,1665418,0,1,0.625517421233526,0.625517421233526
S1_1665430,1,1665430,0,1,0.396944628972001,0.396944628972001
S1_1686778,1,1686778,0,1,0.229666468728248,0.437416225678129
S1_1763337,1,1763337,0,1,1.15376021660161,1.15376021660161
S1_1763359,1,1763359,0,1,0.532015222593804,0.452486796200334
S1_1763421,1,1763421,0,1,0.11946536819391,0.0320463134585096
S1_1780412,1,1780412,0,1,0.705151827936159,0.705151827936159
S1_1787870,1,1787870,0,1,0.025691648239765,0.025691648239765
S1_1787892,1,1787892,0,1,0.583880875012095,0.583880875012095
S1_1792012,1,1792012,0,1,2.42424417181349,2.82545687904172
S1_1804228,1,1804228,0,1,0.669834136344687,0.669834136344687
S1_1804237,1,1804237,0,1,0.343048859946729,0.343048859946729
S1_1957407,1,1957407,0,1,0.341979239662277,0.627398722911384
S1_2032165,1,2032165,0,1,0.924587302899644,1.28048504292484
S1_2089532,1,2089532,0,1,0.192060843112581,0.192060843112581
S1_2089585,1,2089585,0,1,0.169428299995163,0.169428299995163
S1_2091448,1,2091448,0,1,0.42198373340832,0.42198373340832
S1_2091497,1,2091497,0,1,0.0594747652526201,0.0594747652526201
S1_2304094,1,2304094,0,1,1.02856970908115,1.02856970908115
S1_2306736,1,2306736,0,1,1.64242648219563,1.64242648219563
S1_2306739,1,2306739,0,1,1.64242648219563,1.64242648219563
S1_2307001,1,2307001,0,1,0.0846408800231295,0.0846408800231295
S1_2307011,1,2307011,0,1,0.24890604123491,0.24890604123491
S1_2307071,1,2307071,0,1,0.284769005811614,0.284769005811614
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,3.25362170558608,3.25362170558608
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,0.119992876613079,0.3397764475306
S1_2336405,1,2336405,0,1,0.385678336533314,0.385678336533314
S1_2431751,1,2431751,0,1,0.287198209382031,0.287198209382031
S1_2466885,1,2466885,0,1,0.412214546938043,0.412214546938043
S1_2467289,1,2467289,0,1,0.398165318538381,0.398165318538381
S1_2467298,1,2467298,0,1,0.00849089203307499,0.00849089203307499
S1_2467316,1,2467316,0,1,0.466096718078715,0.743963668143092
S1_2467319,1,2467319,0,1,1.8057918180762,1.8057918180762
S1_2467326,1,2467326,0,1,0.307408519903682,0.307408519903682
S1_2467328,1,2467328,0,1,0.133222235553648,0.325870843575667
S1_2467352,1,2467352,0,1,2.17763935143111,2.17763935143111
S1_2468221,1,2468221,0,1,0.428728425556818,0.790575810475274
S1_2469048,1,2469048,0,1,0.671437683459183,0.671437683459183
S1_2469056,1,2469056,0,1,3.25362170558608,3.25362170558608
S1_2469093,1,2469093,0,1,0.189033528455591,0.351221704688536
S1_2470205,1,2470205,0,1,0.593957896350254,0.593957896350254
S1_2537494,1,2537494,0,1,0.531125655598615,0.531125655598615
S1_2540555,1,2540555,0,1,2.59059196726727,2.87494819643806
S1_2544068,1,2544068,0,1,3.25362170558608,3.25362170558608
S1_2657797,1,2657797,0,1,0.143320953700287,0.143320953700287
S1_2685989,1,2685989,0,1,0.0195383029651957,0.0883128442184305
S1_2686010,1,2686010,0,1,0.767021473789448,0.886017923823008
S1_2691832,1,2691832,0,1,0.604767733814085,1.0212651113485
S1_2691875,1,2691875,0,1,0.666869638097211,1.04403958236511
S1_2691904,1,2691904,0,1,0.495706498048226,0.843010742386167
S1_2693911,1,2693911,0,1,0.131197752507097,0.131197752507097
S1_2693968,1,2693968,0,1,0.103374199747287,0.132666876548484
S1_2693969,1,2693969,0,1,0.139450500656573,0.207407357729264
S1_2693995,1,2693995,0,1,1.78694118765881,1.98608401812334
S1_2693998,1,2693998,0,1,0.354024450714598,0.331078642143329
S1_2727652,1,2727652,0,1,0.187513116694453,0.187513116694453
S1_2730433,1,2730433,0,1,0.191908873914332,0.191908873914332
S1_2730435,1,2730435,0,1,0.35520073652778,0.35520073652778
S1_2739890,1,2739890,0,1,0.705151827936159,0.705151827936159
S1_2740904,1,2740904,0,1,0.606104893023135,0.606104893023135
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,0.366501278377912,0.366501278377912
S1_2740925,1,2740925,0,1,0.143552707929023,0.143552707929023
S1_2745817,1,2745817,0,1,0.463827036146641,0.463827036146641
S1_2746546,1,2746546,0,1,2.25402864163107,2.25402864163107
S1_2747010,1,2747010,0,1,0.193477916114538,0.193477916114538
S1_2748931,1,2748931,0,1,0.0341407371931798,0.0341407371931798
S1_2753170,1,2753170,0,1,0.155199803330426,0.155199803330426
S1_2753256,1,2753256,0,1,0.0157769428845107,0.0157769428845107
S1_2753385,1,2753385,0,1,0.00490281011874415,0.00490281011874415
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,0.0414927145704938,0.0414927145704938
S1_2754198,1,2754198,0,1,0.705151827936159,0.705151827936159
S1_2754503,1,2754503,0,1,0.461874911888821,0.461874911888821
S1_2784031,1,2784031,0,1,0.0167484408861561,0.0285162413274612
S1_2784065,1,2784065,0,1,1.00363884670502,1.00363884670502
S1_2784178,1,2784178,0,1,1.30903664778427,1.796553687435
S1_2784215,1,2784215,0,1,1.04631718464437,1.49243909891407
S1_2794443,1,2794443,0,1,0.0341407371931798,0.0341407371931798
S1_2794651,1,2794651,0,1,0.0566413046187316,0.199735173733868
S1_2794670,1,2794670,0,1,0.0395025757109959,0.153723574785156
S1_2801538,1,2801538,0,1,0.216992627391993,0.414988558848991
S1_2801547,1,2801547,0,1,0.230103108272281,0.388004819251151
S1_2803636,1,2803636,0,1,0.271725455095255,0.575763651750504
S1_2803659,1,2803659,0,1,0.381586361794053,0.688849624478778
S1_2803686,1,2803686,0,1,1.02350076352842,1.02350076352842
S1_2842393,1,2842393,0,1,0.612473967342286,0.612473967342286
S1_2842395,1,2842395,0,1,0.111069974370107,0.111069974370107
S1_2842612,1,2842612,0,1,2.19535782814423,0.094921156990867
S1_2858812,1,2858812,0,1,0.466051473835399,0.466051473835399
S1_2858936,1,2858936,0,1,0.401195222506351,0.401195222506351
S1_2872305,1,2872305,0,1,0.115810470837929,0.115810470837929
S1_2872340,1,2872340,0,1,0.0280558776283734,0.141776597643784
S1_2937746,1,2937746,0,1,0.182963813562456,0.182963813562456
S1_2940981,1,2940981,0,1,0.819292671874776,0.819292671874776
S1_2942391,1,2942391,0,1,0.0917661643295308,0.0917661643295308
S1_2942412,1,2942412,0,1,0.0425436860518765,0.0425436860518765
S1_2942413,1,2942413,0,1,0.297599662804,0.297599662804
S1_2956835,1,2956835,0,1,0.376790085041762,0.376790085041762
S1_2957197,1,2957197,0,1,0.019889214019436,0.019889214019436
S1_2957263,1,2957263,0,1,0.630078658638904,0.630078658638904
S1_2957286,1,2957286,0,1,0.61805968394324,0.61805968394324
S1_2957312,1,2957312,0,1,0.500676118860768,0.864605712787552
S1_3000657,1,3000657,0,1,1.05230083190288,1.05230083190288
S1_3000668,1,3000668,0,1,1.05230083190288,1.05230083190288
S1_3000812,1,3000812,0,1,0.79579685751251,0.79579685751251
S1_3000850,1,3000850,0,1,0.223730725804087,0.223730725804087
S1_3001062,1,3001062,0,1,0.579472861395349,0.579472861395349
S1_3010423,1,3010423,0,1,0.283400700783168,0.411013698471335
S1_3022795,1,3022795,0,1,0.686251694343516,0.686251694343516
S1_3028475,1,3028475,0,1,0.417198938118718,0.417198938118718
S1_3028503,1,3028503,0,1,0.28579683041249,0.28579683041249
S1_3029136,1,3029136,0,1,0.377346984668891,0.658476247660789
S1_3029139,1,3029139,0,1,0.406512572964723,0.689937488674101
S1_3029205,1,3029205,0,1,0.354900041360901,0.354900041360901
S1_3078487,1,3078487,0,1,0.0545980390193286,0.198377029320678
S1_3078874,1,3078874,0,1,0.380501294288582,0.380501294288582
S1_3079131,1,3079131,0,1,0.396259228406274,0.0054961443185279
S1_3079287,1,3079287,0,1,0.632861675067207,0.981686191470166
S1_3079325,1,3079325,0,1,0.803098412027791,1.20028396407951
S1_3079994,1,3079994,0,1,1.39275196302088,1.95445628707103
S1_3080098,1,3080098,0,1,0.166648321775071,0.166648321775071
S1_3081447,1,3081447,0,1,0.28741222058493,0.596386911057165
S1_3081458,1,3081458,0,1,0.300146094482571,0.614374001695638
S1_3081692,1,3081692,0,1,0.333923310843999,0.632052919214149
S1_3131760,1,3131760,0,1,0.0765812965340321,0.0765812965340321
S1_3136255,1,3136255,0,1,0.625517421233526,0.625517421233526
S1_3136329,1,3136329,0,1,0.173747231848819,0.173747231848819
S1_3179303,1,3179303,0,1,0.129401085607484,0.129401085607484
S1_3179376,1,3179376,0,1,0.213713537919861,0.213713537919861
S1_3190637,1,3190637,0,1,0.812220312851524,0.812220312851524
S1_3190712,1,3190712,0,1,2.73931602126294,2.73931602126294
S1_3197122,1,3197122,0,1,1.63035973340819,1.63035973340819
S1_3197144,1,3197144,0,1,1.45176815584323,1.45176815584323
S1_3197156,1,3197156,0,1,0.777467530809697,0.777467530809697
S1_3197160,1,3197160,0,1,0.0635248179018201,0.0635248179018201
S1_3197186,1,3197186,0,1,0.26695102558794,0.26695102558794
S1_3197225,1,3197225,0,1,0.979801620943629,1.24855940425806
S1_3197228,1,3197228,0,1,0.625517421233526,0.625517421233526
S1_3197312,1,3197312,0,1,0.00300204733590906,0.0425887952949967
S1_3199277,1,3199277,0,1,1.07146607531837,1.07146607531837
S1_3199279,1,3199279,0,1,0.078553212535307,0.0169651478347634
S1_3199533,1,3199533,0,1,0.458663673580613,0.458663673580613
S1_3200233,1,3200233,0,1,0.617405666963126,0.617405666963126
S1_3200355,1,3200355,0,1,0.0950276675382035,0.0884359530956636
S1_3269837,1,3269837,0,1,0.473540402671464,0.473540402671464
S1_3274469,1,3274469,0,1,0.300305472441363,0.300305472441363
S1_3276118,1,3276118,0,1,0.0502765770618785,0.0502765770618785
S1_3279302,1,3279302,0,1,1.86429250787685,1.86429250787685
S1_3280221,1,3280221,0,1,0.478748355715047,0.811170293577497
S1_3280248,1,3280248,0,1,0.074636496403624,0.243370472561812
S1_3286633,1,3286633,0,1,0.0338938225010993,0.0338938225010993
S1_3354800,1,3354800,0,1,0.0577521559821403,0.0577521559821403
S1_3355474,1,3355474,0,1,2.25402864163107,2.25402864163107
S1_3356400,1,3356400,0,1,0.52102676177317,0.52102676177317
S1_3359309,1,3359309,0,1,0.0476768851468526,0.0476768851468526
S1_3365546,1,3365546,0,1,0.313455736648995,0.530335412201495
S1_3365613,1,3365613,0,1,0.0146102198600626,0.0146102198600626
S1_3365984,1,3365984,0,1,2.09596181816403,2.09596181816403
S1_3404081,1,3404081,0,1,0.625517421233526,0.625517421233526
S1_3405270,1,3405270,0,1,0.990262177012988,0.957957924260155
S1_3405286,1,3405286,0,1,0.538982990948749,0.441492177611627
S1_3408430,1,3408430,0,1,1.03012779586462,1.03012779586462
S1_3409249,1,3409249,0,1,0.350955324632553,0.681223621485716
S1_3409255,1,3409255,0,1,0.139325260014036,0.37119649721873
S1_3409290,1,3409290,0,1,4.12333153355445,4.12333153355445
S1_3409322,1,3409322,0,1,0.316775239228659,0.642072851914583
S1_3409331,1,3409331,0,1,0.152512583651559,0.338564914373106
S1_3409375,1,3409375,0,1,1.88052002110232,2.2065656263221
S1_3439048,1,3439048,0,1,0.434960699000299,0.180553677364074
S1_3440091,1,3440091,0,1,0.3404164287824,0.3404164287824
S1_3474893,1,3474893,0,1,0.865902737492321,1.11734212042171
S1_3474940,1,3474940,0,1,1.03793063438962,1.54595372949744
S1_3647399,1,3647399,0,1,3.25362170558608,3.25362170558608
S1_3649734,1,3649734,0,1,0.011542469554706,0.0392299732589094
S1_3649844,1,3649844,0,1,0.1389940795618,0.1389940795618
S1_3650405,1,3650405,0,1,0.604445074100154,0.91860302922723
S1_3650848,1,3650848,0,1,0.472469723299107,0.82804072922305
S1_3650875,1,3650875,0,1,0.467445532316486,0.467445532316486
S1_3665201,1,3665201,0,1,0.861724161106532,0.861724161106532
S1_3665219,1,3665219,0,1,0.56580771092067,0.272559349885955
S1_3701096,1,3701096,0,1,0.0306377797861398,0.0306377797861398
S1_3702509,1,3702509,0,1,0.0925593182698369,0.268098623169584
S1_3702520,1,3702520,0,1,0.436489870639482,0.717134157030004
S1_3703088,1,3703088,0,1,0.113186410206503,0.0378611257707544
S1_3703141,1,3703141,0,1,0.266109124359969,0.503019085661401
S1_3703225,1,3703225,0,1,0.113464190351672,0.113464190351672
S1_3703561,1,3703561,0,1,0.147219862776446,0.147219862776446
S1_3703701,1,3703701,0,1,0.0544546897039077,0.0544546897039077
S1_3703855,1,3703855,0,1,1.12859010158309,1.12859010158309
S1_3703856,1,3703856,0,1,0.625517421233526,0.625517421233526
S1_3703891,1,3703891,0,1,0.342841904875573,0.342841904875573
S1_3703921,1,3703921,0,1,0.342841904875573,0.342841904875573
S1_3703960,1,3703960,0,1,0.0755500463322595,0.0755500463322595
S1_3703996,1,3703996,0,1,0.171862518741233,0.171862518741233
S1_3704064,1,3704064,0,1,0.0715939992948048,0.0715939992948048
S1_3704074,1,3704074,0,1,1.13827626436184,1.13827626436184
S1_3715240,1,3715240,0,1,0.130462102306521,0.0606260973812103
S1_3715269,1,3715269,0,1,0.690885610651085,0.690885610651085
S1_3731400,1,3731400,0,1,0.146553768613876,0.146553768613876
S1_3731407,1,3731407,0,1,0.146553768613876,0.146553768613876
S1_3734685,1,3734685,0,1,0.176449576534647,0.176449576534647
S1_3734702,1,3734702,0,1,0.266668974946305,0.266668974946305
S1_3734910,1,3734910,0,1,0.430423968540877,0.430423968540877
S1_3736125,1,3736125,0,1,2.14664003188686,2.71014139221616
S1_3736132,1,3736132,0,1,0.576143510193728,0.786227331420629
S1_3736785,1,3736785,0,1,0.284033964230341,0.284033964230341
S1_3739508,1,3739508,0,1,0.467445532316486,0.467445532316486
S1_3739658,1,3739658,0,1,0.788596615360112,0.788596615360112
S1_3739861,1,3739861,0,1,0.18010885334716,0.18010885334716
S1_3739939,1,3739939,0,1,0.279234186262376,0.279234186262376
S1_3739948,1,3739948,0,1,0.279234186262376,0.279234186262376
S1_3741759,1,3741759,0,1,0.205427036209489,0.205427036209489
S1_3742006,1,3742006,0,1,0.700257273679588,0.700257273679588
S1_3742010,1,3742010,0,1,0.700257273679588,0.700257273679588
S1_3742398,1,3742398,0,1,0.219737817880074,0.503759018078201
S1_3878392,1,3878392,0,1,0.975463289416239,0.580635095346245
S1_3878526,1,3878526,0,1,2.23760700763169,2.23760700763169
S1_3886280,1,3886280,0,1,0.235842158946708,0.189075208694086
S1_3887491,1,3887491,0,1,2.02567444795866,1.12264955575482
S1_3889306,1,3889306,0,1,0.145216006500874,0.359601393067068
S1_3889317,1,3889317,0,1,0.27314360124,0.579277302357194
S1_4018295,1,4018295,0,1,2.73931602126294,2.73931602126294
S1_4018470,1,4018470,0,1,0.133051330252396,0.133051330252396
S1_4018519,1,4018519,0,1,2.54630316153793,2.54630316153793
S1_4022585,1,4022585,0,1,0.0495624490293908,0.143641535457399
S1_4040233,1,4040233,0,1,0.916972726949855,0.955376048343301
S1_4040251,1,4040251,0,1,1.16020809944577,1.16020809944577
S1_4040654,1,4040654,0,1,0.810385914655632,0.810385914655632
S1_4041107,1,4041107,0,1,0.950924949550297,0.950924949550297
S1_4042967,1,4042967,0,1,0.060864600436465,0.060864600436465
S1_4042975,1,4042975,0,1,0.749981829756677,0.749981829756677
S1_4051463,1,4051463,0,1,0.806182759403307,0.806182759403307
S1_4054150,1,4054150,0,1,1.71838954783346,1.71838954783346
S1_4055044,1,4055044,0,1,2.17231881643201,2.17231881643201
S1_4055146,1,4055146,0,1,1.36043269913174,1.79960625058859
S1_4055200,1,4055200,0,1,3.71373783699107,3.71373783699107
S1_4055218,1,4055218,0,1,2.01454347808427,2.01454347808427
S1_4055521,1,4055521,0,1,1.27951568392697,1.82299113522405
S1_4056057,1,4056057,0,1,0.060864600436465,0.060864600436465
S1_4056065,1,4056065,0,1,1.02370052930362,1.02370052930362
S1_4056115,1,4056115,0,1,0.0204827104285752,0.107428437430014
S1_4056657,1,4056657,0,1,NA,NA
S1_4057454,1,4057454,0,1,0.491572570516816,0.491572570516816
S1_4057959,1,4057959,0,1,0.396448980721038,0.680525639242176
S1_4069263,1,4069263,0,1,0.264418009082326,0.264418009082326
S1_4150350,1,4150350,0,1,0.106919396677083,0.11589667048203
S1_4150361,1,4150361,0,1,1.18249675305436,1.68305097819585
S1_4163141,1,4163141,0,1,1.45047496216797,1.76022277527723
S1_4173199,1,4173199,0,1,0.14621724132097,0.14621724132097
S1_4187089,1,4187089,0,1,0.310303964405305,0.310303964405305
S1_4187467,1,4187467,0,1,0.313609986327649,0.313609986327649
S1_4241885,1,4241885,0,1,1.09190345606402,1.5887222578322
S1_4241933,1,4241933,0,1,0.180630397964143,0.283394874784577
S1_4242027,1,4242027,0,1,1.27704153963347,1.27704153963347
S1_4242035,1,4242035,0,1,1.44740156061871,1.44740156061871
S1_4242047,1,4242047,0,1,0.526421648686348,0.526421648686348
S1_4246336,1,4246336,0,1,0.812623105254228,0.812623105254228
S1_4246347,1,4246347,0,1,1.75559882986051,1.75559882986051
S1_4251025,1,4251025,0,1,0.288179094012514,0.288179094012514
S1_4292194,1,4292194,0,1,0.0377476326874983,0.0377476326874983
S1_4306819,1,4306819,0,1,0.125902744607387,0.125902744607387
S1_4309213,1,4309213,0,1,1.18545568334107,1.18545568334107
S1_4356991,1,4356991,0,1,0.0477831328008478,0.189523786467791
S1_4358623,1,4358623,0,1,0.502777768456445,0.888251885821778
