Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,0.0676811227117853
S1_2091448,1,2091448,0,1,0.182896742894017
S1_2307029,1,2307029,0,1,1.91527684548555
S1_2307053,1,2307053,0,1,0.789810594805066
S1_2307134,1,2307134,0,1,0.17477322823712
S1_2467316,1,2467316,0,1,0.622211053275043
S1_2469048,1,2469048,0,1,0.488125028436086
S1_2469056,1,2469056,0,1,0.151425534351915
S1_2469082,1,2469082,0,1,0.488125028436086
S1_2469093,1,2469093,0,1,0.0862100598164411
S1_2544060,1,2544060,0,1,1.47930699178556
S1_2691904,1,2691904,0,1,0.468258356911301
S1_2691906,1,2691906,0,1,0.468258356911301
S1_2693670,1,2693670,0,1,0.495707311811397
S1_2693676,1,2693676,0,1,0.274579706914785
S1_2693869,1,2693869,0,1,0.211994616546177
S1_2693911,1,2693911,0,1,0.625290446891052
S1_2693995,1,2693995,0,1,0.61652607659047
S1_2694004,1,2694004,0,1,0.267645480721073
S1_2740925,1,2740925,0,1,1.27235693375465
S1_2753153,1,2753153,0,1,0.770165347197971
S1_2753327,1,2753327,0,1,0.702913439901653
S1_2753420,1,2753420,0,1,1.06926886311856
S1_2784213,1,2784213,0,1,0.330150968115375
S1_2784215,1,2784215,0,1,0.267440365834743
S1_2801538,1,2801538,0,1,0.599737449247907
S1_2803659,1,2803659,0,1,0.16017713460119
S1_2803686,1,2803686,0,1,0.329036550063194
S1_2937746,1,2937746,0,1,0.0845764672773152
S1_3010418,1,3010418,0,1,0.629649944346077
S1_3010423,1,3010423,0,1,0.629649944346077
S1_3010424,1,3010424,0,1,0.629649944346077
S1_3010434,1,3010434,0,1,0.629649944346077
S1_3010439,1,3010439,0,1,0.922992395415689
S1_3010445,1,3010445,0,1,0.605215082105041
S1_3010447,1,3010447,0,1,0.63307483011667
S1_3029136,1,3029136,0,1,0.235062452691002
S1_3029139,1,3029139,0,1,0.270352592958382
S1_3135749,1,3135749,0,1,0.138648250316178
S1_3135753,1,3135753,0,1,2.19339151257928
S1_3197144,1,3197144,0,1,0.0889078224563641
S1_3197156,1,3197156,0,1,0.718284252581272
S1_3197160,1,3197160,0,1,1.52098953419541
S1_3197164,1,3197164,0,1,0.907262738175023
S1_3269687,1,3269687,0,1,0.0778594061668082
S1_3279302,1,3279302,0,1,0.813857728813423
S1_3282170,1,3282170,0,1,0.533030745037228
S1_3405322,1,3405322,0,1,0.0987245892973179
S1_3405346,1,3405346,0,1,0.0987245892973179
S1_3405632,1,3405632,0,1,0.102838060858221
S1_3650455,1,3650455,0,1,0.421471871853433
S1_3703741,1,3703741,0,1,1.12497169572183
S1_3703762,1,3703762,0,1,0.0694363699587398
S1_3739861,1,3739861,0,1,0.902213663105705
S1_4018295,1,4018295,0,1,0.395018699046311
S1_4040233,1,4040233,0,1,1.24182651836422
S1_4040251,1,4040251,0,1,1.20608399341466
S1_4452378,1,4452378,0,1,0.123288685233523
S1_4519154,1,4519154,0,1,0.683061352599197
S1_4548845,1,4548845,0,1,1.09718295588665
S1_4979298,1,4979298,0,1,0.273854418244623
S1_4994210,1,4994210,0,1,0.273349083544136
S1_5006696,1,5006696,0,1,0.145970580524279
S1_5091849,1,5091849,0,1,0.956780917830881
S1_5745185,1,5745185,0,1,0.725115468137267
S1_5745195,1,5745195,0,1,0.523932127481327
S1_5745514,1,5745514,0,1,0.236620750896484
S1_5745520,1,5745520,0,1,0.327201259680829
S1_6220288,1,6220288,0,1,0.0155864095986974
S1_6220289,1,6220289,0,1,0.0155864095986974
S1_6234773,1,6234773,0,1,0.0508060095712043
S1_6234790,1,6234790,0,1,0.0687706073422468
S1_6234801,1,6234801,0,1,0.520197670318187
S1_6425499,1,6425499,0,1,0.613897720504326
S1_6425509,1,6425509,0,1,0.324623206034156
S1_6431158,1,6431158,0,1,0.0360404320888474
S1_6431197,1,6431197,0,1,0.076853549570928
S1_6431227,1,6431227,0,1,0.081062103744718
S1_6433450,1,6433450,0,1,1.10202385863202
S1_6549984,1,6549984,0,1,0.0693716124250036
S1_6850821,1,6850821,0,1,0.00337098806777289
S1_6921570,1,6921570,0,1,1.0525609978161
S1_6922850,1,6922850,0,1,0.215501481309663
S1_6923719,1,6923719,0,1,0.493589887267585
S1_6923804,1,6923804,0,1,0.286852751220584
S1_7079762,1,7079762,0,1,1.20863541942445
S1_7091205,1,7091205,0,1,1.11822375555698
S1_7161470,1,7161470,0,1,0.867432451259308
S1_7161473,1,7161473,0,1,0.867432451259308
S1_7299841,1,7299841,0,1,0.495503928302134
S1_7355728,1,7355728,0,1,0.274064692169567
S1_7355735,1,7355735,0,1,0.598120031344124
S1_7355739,1,7355739,0,1,0.555944712985008
S1_7389879,1,7389879,0,1,0.0878092883387032
S1_7390282,1,7390282,0,1,0.165975319745759
S1_7390746,1,7390746,0,1,0.137519742423412
S1_7390758,1,7390758,0,1,0.386370393211168
S1_7390769,1,7390769,0,1,2.29355660080167
S1_7390776,1,7390776,0,1,0.343150737469632
S1_7391420,1,7391420,0,1,0.340618137115908
S1_7397625,1,7397625,0,1,0.463284715498753
S1_8038925,1,8038925,0,1,0.309000994060052
S1_8271524,1,8271524,0,1,0.0936609196882517
S1_8355740,1,8355740,0,1,1.08480003227644
S1_8450316,1,8450316,0,1,0.468964294085808
S1_8538065,1,8538065,0,1,0.10265345174481
S1_8538275,1,8538275,0,1,0.319206391762452
S1_8541287,1,8541287,0,1,0.0694391650630049
S1_8637215,1,8637215,0,1,0.0664674695896854
S1_8656801,1,8656801,0,1,0.572680791587555
S1_8656813,1,8656813,0,1,0.663856095781443
S1_9058898,1,9058898,0,1,1.91402915295516
S1_9058931,1,9058931,0,1,0.990480596378834
S1_9123511,1,9123511,0,1,1.78001098734564
S1_9216202,1,9216202,0,1,0.0355960535499919
S1_9301439,1,9301439,0,1,0.70129472505411
S1_9396313,1,9396313,0,1,0.435089561758275
S1_9396331,1,9396331,0,1,0.156956158397829
S1_9437011,1,9437011,0,1,0.0566449185180152
S1_9526267,1,9526267,0,1,0.0964670854523574
S1_9581609,1,9581609,0,1,0.0458385043053143
S1_9581620,1,9581620,0,1,0.0106709567526749
S1_9956400,1,9956400,0,1,1.84590696763895
S1_9956412,1,9956412,0,1,1.72170125608784
S1_9957099,1,9957099,0,1,0.497080961599637
S1_10096289,1,10096289,0,1,0.156487954246576
S1_10436215,1,10436215,0,1,0.136800493697236
S1_10436225,1,10436225,0,1,0.158012394102685
S1_10436226,1,10436226,0,1,0.312303389912517
S1_10436233,1,10436233,0,1,0.312303389912517
S1_10584075,1,10584075,0,1,0.0457589736482061
S1_10584085,1,10584085,0,1,0.038548904079723
S1_10584153,1,10584153,0,1,0.387684916716764
S1_10826196,1,10826196,0,1,0.230378180945859
S1_10826945,1,10826945,0,1,0.0710558006334463
S1_10826970,1,10826970,0,1,0.171720776469423
S1_10899900,1,10899900,0,1,0.642899643159629
S1_10960784,1,10960784,0,1,0.288686693150376
S1_10960811,1,10960811,0,1,0.776299983298267
S1_10960976,1,10960976,0,1,0.834745008641714
S1_11476884,1,11476884,0,1,0.00293683509773568
S1_11533071,1,11533071,0,1,0.17929110112651
S1_11793062,1,11793062,0,1,0.0137003956818948
S1_11910984,1,11910984,0,1,1.32617731505589
S1_11911006,1,11911006,0,1,0.438884064985892
S1_11944909,1,11944909,0,1,0.196711199694087
S1_11949055,1,11949055,0,1,1.10220181074347
S1_11949092,1,11949092,0,1,1.00569865102418
S1_11949102,1,11949102,0,1,1.10220181074347
S1_11949112,1,11949112,0,1,0.79713688233051
S1_11951941,1,11951941,0,1,0.194229614479831
S1_11951944,1,11951944,0,1,0.158543076403932
S1_11992906,1,11992906,0,1,0.180548863672672
S1_12146738,1,12146738,0,1,0.0309184967721366
S1_12169653,1,12169653,0,1,0.807911071260475
S1_12176349,1,12176349,0,1,0.197643851312994
