Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,0.122274903959935
S1_128373,1,128373,0,1,NA,0.111538753737468
S1_222471,1,222471,0,1,NA,0.670963524688963
S1_267769,1,267769,0,1,NA,0.276061713856719
S1_985248,1,985248,0,1,NA,-0.231425291172368
S1_1000282,1,1000282,0,1,NA,-0.0440202976893526
S1_1001511,1,1001511,0,1,NA,-0.367880034191425
S1_1167803,1,1167803,0,1,NA,-0.910362919930895
S1_1195312,1,1195312,0,1,NA,0.42478118455176
S1_1568364,1,1568364,0,1,NA,-0.191899414264476
S1_1665404,1,1665404,0,1,NA,0.0055237911196421
S1_1665418,1,1665418,0,1,NA,0.139124321117673
S1_1665430,1,1665430,0,1,NA,-0.296660159575634
S1_1686778,1,1686778,0,1,NA,0.0989416765697573
S1_1763337,1,1763337,0,1,NA,0.109113781094683
S1_1763359,1,1763359,0,1,NA,-0.505402920242873
S1_1763421,1,1763421,0,1,NA,0.275495441423333
S1_1780412,1,1780412,0,1,NA,-0.861704833037928
S1_1787870,1,1787870,0,1,NA,0.0186399264419902
S1_1787892,1,1787892,0,1,NA,0.198505438045202
S1_1792012,1,1792012,0,1,NA,-0.277129954501172
S1_1804228,1,1804228,0,1,NA,-0.127441240462041
S1_1804237,1,1804237,0,1,NA,0.0563976890487262
S1_1957407,1,1957407,0,1,NA,-0.302252407480808
S1_2032165,1,2032165,0,1,NA,0.192535063894346
S1_2089532,1,2089532,0,1,NA,-0.0688017405676838
S1_2089585,1,2089585,0,1,NA,-0.422669345976735
S1_2091448,1,2091448,0,1,NA,0.0713852924202499
S1_2091497,1,2091497,0,1,NA,0.595917181629236
S1_2304094,1,2304094,0,1,NA,-0.0600606706687604
S1_2306736,1,2306736,0,1,NA,-0.102600801502823
S1_2306739,1,2306739,0,1,NA,-0.277813405577573
S1_2307001,1,2307001,0,1,NA,-0.491112094751762
S1_2307011,1,2307011,0,1,NA,-0.346114339421717
S1_2307071,1,2307071,0,1,NA,-0.0633103081107779
S1_2307256,1,2307256,0,1,NA,0.14164135936564
S1_2307287,1,2307287,0,1,NA,0.0662961191674975
S1_2307305,1,2307305,0,1,NA,-0.744199604290204
S1_2307776,1,2307776,0,1,NA,-0.0159091807872255
S1_2336405,1,2336405,0,1,NA,-0.224493133540035
