Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,0.18910405906292
S1_128373,1,128373,0,1,NA,0.393964884329431
S1_222471,1,222471,0,1,NA,1.19583197576507
S1_267769,1,267769,0,1,NA,-0.859345665350822
S1_985248,1,985248,0,1,NA,-0.0189380486932124
S1_1000282,1,1000282,0,1,NA,-0.161005775153796
S1_1001511,1,1001511,0,1,NA,-2.26580911662722
S1_1167803,1,1167803,0,1,NA,-1.13256350968469
S1_1195312,1,1195312,0,1,NA,0.711194277663187
S1_1568364,1,1568364,0,1,NA,-0.696089225970857
S1_1665404,1,1665404,0,1,NA,-0.852490127086388
S1_1665418,1,1665418,0,1,NA,-1.11361106617538
S1_1665430,1,1665430,0,1,NA,-0.0859450627240619
S1_1686778,1,1686778,0,1,NA,-0.296494988628703
S1_1763337,1,1763337,0,1,NA,0.242374399634542
S1_1763359,1,1763359,0,1,NA,0.188101105744731
S1_1763421,1,1763421,0,1,NA,-0.258463018419713
S1_1780412,1,1780412,0,1,NA,-2.00197053704284
S1_1787870,1,1787870,0,1,NA,0.0820855228400569
S1_1787892,1,1787892,0,1,NA,0.0461856935101221
S1_1792012,1,1792012,0,1,NA,0.414468076923494
S1_1804228,1,1804228,0,1,NA,-0.358603757863565
S1_1804237,1,1804237,0,1,NA,0.0191367515479475
S1_1957407,1,1957407,0,1,NA,-0.221900053532518
S1_2032165,1,2032165,0,1,NA,0.0227533159940346
S1_2089532,1,2089532,0,1,NA,-0.103136302231066
S1_2089585,1,2089585,0,1,NA,0.130952173713243
S1_2091448,1,2091448,0,1,NA,-0.797850265855192
S1_2091497,1,2091497,0,1,NA,-0.191980912325301
S1_2304094,1,2304094,0,1,NA,0.73150692086116
S1_2306736,1,2306736,0,1,NA,-0.218607041535544
S1_2306739,1,2306739,0,1,NA,-0.439436379260434
S1_2307001,1,2307001,0,1,NA,-0.423160132254674
S1_2307011,1,2307011,0,1,NA,-0.259941855144912
S1_2307071,1,2307071,0,1,NA,-0.146385480016913
S1_2307256,1,2307256,0,1,NA,-1.16528874305255
S1_2307287,1,2307287,0,1,NA,-0.604636941617855
S1_2307305,1,2307305,0,1,NA,-1.43033592741823
S1_2307776,1,2307776,0,1,NA,-0.163141527598469
S1_2336405,1,2336405,0,1,NA,-0.590115465286081
S1_2431751,1,2431751,0,1,NA,-0.467241227261863
S1_2466885,1,2466885,0,1,NA,-0.194610722919581
S1_2467289,1,2467289,0,1,NA,-0.00750540513972142
S1_2467298,1,2467298,0,1,NA,0.231405443768982
S1_2467316,1,2467316,0,1,NA,0.30088745042532
S1_2467319,1,2467319,0,1,NA,0.588170033224906
S1_2467326,1,2467326,0,1,NA,0.0986846079819059
S1_2467328,1,2467328,0,1,NA,-0.277436742240988
S1_2467352,1,2467352,0,1,NA,0.47176097469394
S1_2468221,1,2468221,0,1,NA,0.0547831943405913
