Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,0.0544977857909876,0.0544977857909876
S1_128373,1,128373,0,1,0.526503990605324,0.526503990605324
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,0.329422179496003,0.0489311762029803
S1_985248,1,985248,0,1,0.208667753473894,0.208667753473894
S1_1000282,1,1000282,0,1,0.0180016149109788,0.108008029968015
S1_1001511,1,1001511,0,1,0.065427538481796,0.0215212264553889
S1_1167803,1,1167803,0,1,0.22485631856078,0.22485631856078
S1_1195312,1,1195312,0,1,0.534667777971853,0.534667777971853
S1_1568364,1,1568364,0,1,0.531376852366775,0.531376852366775
S1_1665404,1,1665404,0,1,0.063117723660266,0.063117723660266
S1_1665418,1,1665418,0,1,0.22485631856078,0.22485631856078
S1_1665430,1,1665430,0,1,0.503969961595398,0.503969961595398
S1_1686778,1,1686778,0,1,0.0447901347327808,0.166345884937339
S1_1763337,1,1763337,0,1,0.233750008249817,0.233750008249817
S1_1763359,1,1763359,0,1,0.322063145427518,0.640569862699252
S1_1763421,1,1763421,0,1,0.0260911893415379,0.0711060870686728
S1_1780412,1,1780412,0,1,0.0447594227054566,0.0447594227054566
S1_1787870,1,1787870,0,1,0.864197555485441,0.864197555485441
S1_1787892,1,1787892,0,1,0.447666081784331,0.447666081784331
S1_1792012,1,1792012,0,1,0.946387653608003,1.43445594874561
S1_1804228,1,1804228,0,1,0.676499569747525,0.676499569747525
S1_1804237,1,1804237,0,1,0.723541389869274,0.723541389869274
S1_1957407,1,1957407,0,1,0.64758113574689,0.565107500432239
S1_2032165,1,2032165,0,1,0.0628578984959233,0.225186408494554
S1_2089532,1,2089532,0,1,0.320421341109403,0.320421341109403
S1_2089585,1,2089585,0,1,0.272299035805451,0.272299035805451
S1_2091448,1,2091448,0,1,0.30796325615277,0.30796325615277
S1_2091497,1,2091497,0,1,0.0187570312015309,0.0187570312015309
S1_2304094,1,2304094,0,1,0.669052981534006,0.669052981534006
S1_2306736,1,2306736,0,1,1.02347168463452,1.02347168463452
S1_2306739,1,2306739,0,1,1.02347168463452,1.02347168463452
S1_2307001,1,2307001,0,1,0.718639401888326,0.718639401888326
S1_2307011,1,2307011,0,1,0.76095522318261,0.76095522318261
S1_2307071,1,2307071,0,1,0.629432220633792,0.629432220633792
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,1.30562887584252,1.30562887584252
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,0.295686596560362,0.222808233602026
S1_2336405,1,2336405,0,1,0.837952275266976,0.837952275266976
S1_2431751,1,2431751,0,1,0.766332656247758,0.766332656247758
S1_2466885,1,2466885,0,1,0.227173237874354,0.227173237874354
S1_2467289,1,2467289,0,1,0.95549439917382,0.95549439917382
S1_2467298,1,2467298,0,1,0.540140674047184,0.540140674047184
S1_2467316,1,2467316,0,1,0.505259733107712,0.648420786022117
S1_2467319,1,2467319,0,1,1.1626124070059,1.1626124070059
S1_2467326,1,2467326,0,1,0.147462919723488,0.147462919723488
S1_2467328,1,2467328,0,1,0.0535902930141961,0.0469668678963659
S1_2467352,1,2467352,0,1,1.82668697159462,1.82668697159462
S1_2468221,1,2468221,0,1,0.371282281076442,0.198019879869354
S1_2469048,1,2469048,0,1,0.594908472650036,0.594908472650036
S1_2469056,1,2469056,0,1,1.30562887584252,1.30562887584252
S1_2469093,1,2469093,0,1,0.244407117336594,0.541324507140889
S1_2470205,1,2470205,0,1,0.14908757267862,0.14908757267862
S1_2537494,1,2537494,0,1,1.03987263979162,1.03987263979162
S1_2540555,1,2540555,0,1,2.75509184415383,2.68234445511597
S1_2544068,1,2544068,0,1,1.30562887584252,1.30562887584252
S1_2657797,1,2657797,0,1,0.886615695288078,0.886615695288078
S1_2685989,1,2685989,0,1,0.633908494704281,0.54136973901711
S1_2686010,1,2686010,0,1,0.0602703847878648,0.223740554551935
S1_2691832,1,2691832,0,1,0.232164576124674,0.445434600773557
S1_2691875,1,2691875,0,1,0.197826056582669,0.470264539827549
S1_2691904,1,2691904,0,1,0.246287757920765,0.399190167254397
S1_2693911,1,2693911,0,1,0.0374931767885981,0.0374931767885981
S1_2693968,1,2693968,0,1,0.146501754727775,0.346301470866547
S1_2693969,1,2693969,0,1,0.236382706999687,0.487319165628353
S1_2693995,1,2693995,0,1,1.04925814844344,1.32139351094792
S1_2693998,1,2693998,0,1,0.169827920250243,0.0759989413467341
S1_2727652,1,2727652,0,1,0.0270317028703652,0.0270317028703652
S1_2730433,1,2730433,0,1,1.33156478377995,1.33156478377995
S1_2730435,1,2730435,0,1,0.0912808879059864,0.0912808879059864
S1_2739890,1,2739890,0,1,0.0447594227054566,0.0447594227054566
S1_2740904,1,2740904,0,1,0.388671980734057,0.388671980734057
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,0.140225068219126,0.140225068219126
S1_2740925,1,2740925,0,1,0.132572900244766,0.132572900244766
S1_2745817,1,2745817,0,1,1.32349418069987,1.32349418069987
S1_2746546,1,2746546,0,1,0.565520739606025,0.565520739606025
S1_2747010,1,2747010,0,1,0.272377733726456,0.272377733726456
S1_2748931,1,2748931,0,1,0.0351347972056225,0.0351347972056225
S1_2753170,1,2753170,0,1,0.0515402747178119,0.0515402747178119
S1_2753256,1,2753256,0,1,0.476305275244118,0.476305275244118
S1_2753385,1,2753385,0,1,0.0353409658365149,0.0353409658365149
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,0.13087083396445,0.13087083396445
S1_2754198,1,2754198,0,1,0.0447594227054566,0.0447594227054566
S1_2754503,1,2754503,0,1,0.826387902166578,0.826387902166578
S1_2784031,1,2784031,0,1,0.0629577775002438,0.103904374313117
S1_2784065,1,2784065,0,1,0.536892827788257,0.536892827788257
S1_2784178,1,2784178,0,1,2.00211227481501,2.61628919559088
S1_2784215,1,2784215,0,1,1.10977254051983,1.61930353513988
S1_2794443,1,2794443,0,1,0.0351347972056225,0.0351347972056225
S1_2794651,1,2794651,0,1,0.286274572536942,0.0207934317577139
S1_2794670,1,2794670,0,1,0.281811232932118,0.00301415617158032
S1_2801538,1,2801538,0,1,0.107408904867838,0.317861650027613
S1_2801547,1,2801547,0,1,0.281820189132396,0.211143622510763
S1_2803636,1,2803636,0,1,0.30653067786332,0.09852739421709
S1_2803659,1,2803659,0,1,0.165908686344882,0.247313710497792
S1_2803686,1,2803686,0,1,0.32598337311359,0.32598337311359
S1_2842393,1,2842393,0,1,0.0208201892127457,0.0208201892127457
S1_2842395,1,2842395,0,1,0.149742309956455,0.149742309956455
S1_2842612,1,2842612,0,1,2.81106925199188,1.13469313552503
S1_2858812,1,2858812,0,1,0.208175979607022,0.208175979607022
S1_2858936,1,2858936,0,1,0.147222999684718,0.147222999684718
S1_2872305,1,2872305,0,1,0.509630880457233,0.509630880457233
S1_2872340,1,2872340,0,1,0.200412703552106,0.410422248999797
S1_2937746,1,2937746,0,1,0.0485202106967851,0.0485202106967851
S1_2940981,1,2940981,0,1,0.346784299811161,0.346784299811161
S1_2942391,1,2942391,0,1,0.0692552540353495,0.0692552540353495
S1_2942412,1,2942412,0,1,0.135126123950643,0.135126123950643
S1_2942413,1,2942413,0,1,1.32456777714076,1.32456777714076
S1_2956835,1,2956835,0,1,0.181204151688075,0.181204151688075
S1_2957197,1,2957197,0,1,0.36233286908728,0.36233286908728
S1_2957263,1,2957263,0,1,0.318439841388486,0.318439841388486
S1_2957286,1,2957286,0,1,1.22515655068781,1.22515655068781
S1_2957312,1,2957312,0,1,0.195831197839461,0.466323822334444
S1_3000657,1,3000657,0,1,0.618443700380489,0.618443700380489
S1_3000668,1,3000668,0,1,0.618443700380489,0.618443700380489
S1_3000812,1,3000812,0,1,1.51771544016892,1.51771544016892
S1_3000850,1,3000850,0,1,0.68069466368583,0.68069466368583
S1_3001062,1,3001062,0,1,0.0662773534686099,0.0662773534686099
S1_3010423,1,3010423,0,1,0.302967347830791,0.51746884670722
S1_3022795,1,3022795,0,1,0.0241838782978286,0.0241838782978286
S1_3028475,1,3028475,0,1,0.397063765772359,0.397063765772359
S1_3028503,1,3028503,0,1,0.0370271745690482,0.0370271745690482
S1_3029136,1,3029136,0,1,0.121456411591026,0.34355843353355
S1_3029139,1,3029139,0,1,0.429463257926316,0.799682631084936
S1_3029205,1,3029205,0,1,0.31929435482059,0.31929435482059
S1_3078487,1,3078487,0,1,0.0972482735135315,0.0192920314983137
S1_3078874,1,3078874,0,1,0.0918243367926076,0.0918243367926076
S1_3079131,1,3079131,0,1,0.424231993903542,0.15907438144995
S1_3079287,1,3079287,0,1,0.125258869350745,0.350118373741186
S1_3079325,1,3079325,0,1,0.229973861421423,0.519847085067174
S1_3079994,1,3079994,0,1,0.922866516018112,1.04218209533248
S1_3080098,1,3080098,0,1,0.202784525746657,0.202784525746657
S1_3081447,1,3081447,0,1,0.303305116658824,0.159617495712711
S1_3081458,1,3081458,0,1,0.280927445627028,0.0514678305143305
