Marker,Chrom,Position,Ref,Alt,general
S1_10638,1,10638,0,1,0.207619974870083
S1_128373,1,128373,0,1,0.306970369749094
S1_222471,1,222471,0,1,0.431485306261423
S1_267769,1,267769,0,1,0.794570099583176
S1_985248,1,985248,0,1,0.0487218403324832
S1_1000282,1,1000282,0,1,0.125985956032702
S1_1001511,1,1001511,0,1,2.768771072444
S1_1167803,1,1167803,0,1,0.502787390592786
S1_1195312,1,1195312,0,1,1.49328162671915
S1_1568364,1,1568364,0,1,0.214350405440348
S1_1665404,1,1665404,0,1,1.23509327200099
S1_1665418,1,1665418,0,1,1.38235443812911
S1_1665430,1,1665430,0,1,0.0985121746732254
S1_1686778,1,1686778,0,1,0.469819367346154
S1_1763337,1,1763337,0,1,0.204240739505301
S1_1763359,1,1763359,0,1,0.0165482300802263
S1_1763421,1,1763421,0,1,0.25360948151196
S1_1780412,1,1780412,0,1,0.909217037876579
S1_1787870,1,1787870,0,1,0.0629829760711801
S1_1787892,1,1787892,0,1,0.32524221963939
S1_1792012,1,1792012,0,1,0.508787446288509
S1_1804228,1,1804228,0,1,0.142313278327612
S1_1804237,1,1804237,0,1,0.283902942856565
S1_1957407,1,1957407,0,1,0.401113172966911
S1_2032165,1,2032165,0,1,0.0209279198630326
S1_2089532,1,2089532,0,1,0.247234964077318
S1_2089585,1,2089585,0,1,0.138177145087218
S1_2091448,1,2091448,0,1,0.939184518106156
S1_2091497,1,2091497,0,1,0.208267678687746
S1_2304094,1,2304094,0,1,0.624632438483913
S1_2306736,1,2306736,0,1,0.0224331717737954
S1_2306739,1,2306739,0,1,0.0760136104379142
S1_2307001,1,2307001,0,1,0.179803628247062
S1_2307011,1,2307011,0,1,0.0431635567997164
S1_2307071,1,2307071,0,1,0.0507262410894398
S1_2307256,1,2307256,0,1,0.73279781281134
S1_2307287,1,2307287,0,1,0.32134461425514
S1_2307305,1,2307305,0,1,0.704518829328776
S1_2307776,1,2307776,0,1,0.0108823357823145
S1_2336405,1,2336405,0,1,1.37182550874174
S1_2431751,1,2431751,0,1,0.312480515382497
S1_2466885,1,2466885,0,1,0.155815096299734
S1_2467289,1,2467289,0,1,0.0738682383134418
S1_2467298,1,2467298,0,1,0.0642823264927218
S1_2467316,1,2467316,0,1,0.190838071857411
S1_2467319,1,2467319,0,1,0.163724370791965
S1_2467326,1,2467326,0,1,0.135748113026707
S1_2467328,1,2467328,0,1,0.440759296462968
S1_2467352,1,2467352,0,1,0.0977094386653635
S1_2468221,1,2468221,0,1,0.355903675575831
S1_2469048,1,2469048,0,1,1.57384028419166
S1_2469056,1,2469056,0,1,0.541170401382554
S1_2469093,1,2469093,0,1,0.0401321830141345
S1_2470205,1,2470205,0,1,0.771294838484934
S1_2537494,1,2537494,0,1,0.0953516653645857
S1_2540555,1,2540555,0,1,0.555416757898885
S1_2544068,1,2544068,0,1,0.358929274263572
S1_2657797,1,2657797,0,1,0.586718177730233
S1_2685989,1,2685989,0,1,1.32807264066408
S1_2686010,1,2686010,0,1,0.782259642647342
S1_2691832,1,2691832,0,1,0.119361474421296
S1_2691875,1,2691875,0,1,0.115096658472432
S1_2691904,1,2691904,0,1,1.20262496093034
S1_2693911,1,2693911,0,1,0.214601597946642
S1_2693968,1,2693968,0,1,1.78415861775369
S1_2693969,1,2693969,0,1,0.00606180167263351
S1_2693995,1,2693995,0,1,0.103848480826585
S1_2693998,1,2693998,0,1,0.41140074067673
S1_2727652,1,2727652,0,1,0.124188032473807
S1_2730433,1,2730433,0,1,1.10141289986224
S1_2730435,1,2730435,0,1,0.28091361106668
S1_2739890,1,2739890,0,1,0.637005565988651
S1_2740904,1,2740904,0,1,0.281930906279112
S1_2740913,1,2740913,0,1,0.0101635460312733
S1_2740924,1,2740924,0,1,0.0703005929275481
S1_2740925,1,2740925,0,1,0.308467145563584
S1_2745817,1,2745817,0,1,0.0880026882174525
S1_2746546,1,2746546,0,1,0.622592295507661
S1_2747010,1,2747010,0,1,0.4378295842458
S1_2748931,1,2748931,0,1,0.48428309910353
S1_2753170,1,2753170,0,1,0.344164037345423
S1_2753256,1,2753256,0,1,0.87054785403743
S1_2753385,1,2753385,0,1,0.158451772153496
S1_2753437,1,2753437,0,1,0.344497824429497
S1_2753738,1,2753738,0,1,0.376990000083689
S1_2754198,1,2754198,0,1,0.28507773197554
S1_2754503,1,2754503,0,1,0.480440556295485
S1_2784031,1,2784031,0,1,0.185949490864785
S1_2784065,1,2784065,0,1,0.41167061843897
S1_2784178,1,2784178,0,1,0.150880374356785
S1_2784215,1,2784215,0,1,0.783246774440437
S1_2794443,1,2794443,0,1,0.340604864703736
S1_2794651,1,2794651,0,1,2.03356962394346
S1_2794670,1,2794670,0,1,2.14806305231267
S1_2801538,1,2801538,0,1,0.0361763290555892
S1_2801547,1,2801547,0,1,0.01788068032096
S1_2803636,1,2803636,0,1,1.33691290682505
S1_2803659,1,2803659,0,1,0.0318619106829133
S1_2803686,1,2803686,0,1,0.399703371988827
S1_2842393,1,2842393,0,1,0.1976855091009
S1_2842395,1,2842395,0,1,0.58985245846886
S1_2842612,1,2842612,0,1,0.539696095242813
S1_2858812,1,2858812,0,1,0.128198152769788
S1_2858936,1,2858936,0,1,0.350893465456534
S1_2872305,1,2872305,0,1,0.0951311630331569
S1_2872340,1,2872340,0,1,0.644835552099586
S1_2937746,1,2937746,0,1,0.158398381313582
S1_2940981,1,2940981,0,1,1.22756760171858
S1_2942391,1,2942391,0,1,0.349991268428826
S1_2942412,1,2942412,0,1,0.386691659668683
S1_2942413,1,2942413,0,1,0.536715781810266
S1_2956835,1,2956835,0,1,0.157484001019257
S1_2957197,1,2957197,0,1,0.0846034862966189
S1_2957263,1,2957263,0,1,0.0233490975399694
S1_2957286,1,2957286,0,1,0.153043912291546
S1_2957312,1,2957312,0,1,0.334966169291482
S1_3000657,1,3000657,0,1,0.805143721693416
S1_3000668,1,3000668,0,1,0.561355592268315
S1_3000812,1,3000812,0,1,0.484159532791476
S1_3000850,1,3000850,0,1,0.0761632516860083
S1_3001062,1,3001062,0,1,0.85838044458505
S1_3010423,1,3010423,0,1,0.20299262506579
S1_3022795,1,3022795,0,1,0.351611586922657
S1_3028475,1,3028475,0,1,0.279915778659472
