Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,0.139336646648628
S1_128373,1,128373,0,1,NA,0.497961935339847
S1_222471,1,222471,0,1,NA,0.437403161234605
S1_267769,1,267769,0,1,NA,-0.399251302090276
S1_985248,1,985248,0,1,NA,0.32906607777689
S1_1000282,1,1000282,0,1,NA,-0.382034826811247
S1_1001511,1,1001511,0,1,NA,-1.52574527441733
S1_1167803,1,1167803,0,1,NA,-0.640065768762036
S1_1195312,1,1195312,0,1,NA,0.231040669103709
S1_1568364,1,1568364,0,1,NA,-0.506455116741681
S1_1665404,1,1665404,0,1,NA,-0.398376048525246
S1_1665418,1,1665418,0,1,NA,-0.893329862310147
S1_1665430,1,1665430,0,1,NA,-0.370671856884488
S1_1686778,1,1686778,0,1,NA,-0.955435704464724
S1_1763337,1,1763337,0,1,NA,0.183743401086971
S1_1763359,1,1763359,0,1,NA,-0.325815945811027
S1_1763421,1,1763421,0,1,NA,-0.331275730925827
S1_1780412,1,1780412,0,1,NA,-1.19748987489291
S1_1787870,1,1787870,0,1,NA,0.0468308745852777
S1_1787892,1,1787892,0,1,NA,0.129091239004832
S1_1792012,1,1792012,0,1,NA,0.86768902800151
S1_1804228,1,1804228,0,1,NA,-0.212631243631615
S1_1804237,1,1804237,0,1,NA,-0.0287280688837744
S1_1957407,1,1957407,0,1,NA,0.292645245424589
S1_2032165,1,2032165,0,1,NA,-0.0708969577496665
S1_2089532,1,2089532,0,1,NA,-0.324618066142197
S1_2089585,1,2089585,0,1,NA,0.639921717363495
S1_2091448,1,2091448,0,1,NA,-0.577539164203385
S1_2091497,1,2091497,0,1,NA,-0.645957990788808
S1_2304094,1,2304094,0,1,NA,1.39977348167126
S1_2306736,1,2306736,0,1,NA,0.00382683379146032
S1_2306739,1,2306739,0,1,NA,0.0255030447144259
S1_2307001,1,2307001,0,1,NA,0.063240919876711
S1_2307011,1,2307011,0,1,NA,-0.206643711130466
S1_2307071,1,2307071,0,1,NA,-0.207544700426409
S1_2307256,1,2307256,0,1,NA,-1.294704912039
S1_2307287,1,2307287,0,1,NA,-0.629925045996779
S1_2307305,1,2307305,0,1,NA,-0.605418547984505
S1_2307776,1,2307776,0,1,NA,0.240031287633865
