Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,0.0101678237305044
S1_128373,1,128373,0,1,NA,-0.0134937800692298
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,0.102806470267142
S1_985248,1,985248,0,1,NA,-0.018504517268525
S1_1000282,1,1000282,0,1,NA,0.00597339056206699
S1_1001511,1,1001511,0,1,NA,NA
S1_1167803,1,1167803,0,1,NA,NA
S1_1195312,1,1195312,0,1,NA,-0.0854261802141534
S1_1568364,1,1568364,0,1,NA,0.0278259193577182
S1_1665404,1,1665404,0,1,NA,0.0904028703919587
S1_1665418,1,1665418,0,1,NA,0.114686238084966
S1_1665430,1,1665430,0,1,NA,0.0520024444253853
S1_1686778,1,1686778,0,1,NA,0.0330571098848032
S1_1763337,1,1763337,0,1,NA,0.00463537095307847
S1_1763359,1,1763359,0,1,NA,-0.0411768054914473
S1_1763421,1,1763421,0,1,NA,0.0298456520422808
S1_1780412,1,1780412,0,1,NA,NA
S1_1787870,1,1787870,0,1,NA,-0.0217576114830098
S1_1787892,1,1787892,0,1,NA,-0.00963509660638198
S1_1792012,1,1792012,0,1,NA,0.0298760895245674
S1_1804228,1,1804228,0,1,NA,-0.0133649246321304
S1_1804237,1,1804237,0,1,NA,-0.0580015261578795
S1_1957407,1,1957407,0,1,NA,0.0303614972239294
S1_2032165,1,2032165,0,1,NA,-0.018342181478507
S1_2089532,1,2089532,0,1,NA,0.0870079861824345
S1_2089585,1,2089585,0,1,NA,0.0467213096793684
S1_2091448,1,2091448,0,1,NA,0.0866010767427214
S1_2091497,1,2091497,0,1,NA,-0.0593949982916658
S1_2304094,1,2304094,0,1,NA,-0.01599158331126
S1_2306736,1,2306736,0,1,NA,0.035503284855974
S1_2306739,1,2306739,0,1,NA,0.0575899575602928
S1_2307001,1,2307001,0,1,NA,0.0973969980056126
S1_2307011,1,2307011,0,1,NA,0.00275505441124926
S1_2307071,1,2307071,0,1,NA,0.00747643232492525
S1_2307256,1,2307256,0,1,NA,0.116242892221746
S1_2307287,1,2307287,0,1,NA,0.0788719948504847
S1_2307305,1,2307305,0,1,NA,0.265505634668598
S1_2307776,1,2307776,0,1,NA,-0.0375202981565303
S1_2336405,1,2336405,0,1,NA,0.0921349098425929
S1_2431751,1,2431751,0,1,NA,0.0806918078092379
S1_2466885,1,2466885,0,1,NA,NA
S1_2467289,1,2467289,0,1,NA,0.0242670768350978
S1_2467298,1,2467298,0,1,NA,0.0544613249272339
S1_2467316,1,2467316,0,1,NA,0.0235884773524885
S1_2467319,1,2467319,0,1,NA,0.088176813668077
S1_2467326,1,2467326,0,1,NA,0.0864020081724615
S1_2467328,1,2467328,0,1,NA,NA
S1_2467352,1,2467352,0,1,NA,0.0585261207349829
S1_2468221,1,2468221,0,1,NA,0.00071619478397085
S1_2469048,1,2469048,0,1,NA,0.152610422119472
S1_2469056,1,2469056,0,1,NA,-0.0324551060610307
S1_2469093,1,2469093,0,1,NA,0.0231277101955177
S1_2470205,1,2470205,0,1,NA,0.102003951771699
S1_2537494,1,2537494,0,1,NA,0.0514786586496539
S1_2540555,1,2540555,0,1,NA,NA
S1_2544068,1,2544068,0,1,NA,NA
S1_2657797,1,2657797,0,1,NA,0.0518356883054353
S1_2685989,1,2685989,0,1,NA,0.185175949752536
S1_2686010,1,2686010,0,1,NA,-0.0113420087528711
S1_2691832,1,2691832,0,1,NA,0.095973425055017
S1_2691875,1,2691875,0,1,NA,0.0649517112880059
S1_2691904,1,2691904,0,1,NA,0.0570725080681053
S1_2693911,1,2693911,0,1,NA,0.0814530082060125
S1_2693968,1,2693968,0,1,NA,0.058624183730627
S1_2693969,1,2693969,0,1,NA,NA
S1_2693995,1,2693995,0,1,NA,0.0180581270104005
S1_2693998,1,2693998,0,1,NA,0.0825331757055869
S1_2727652,1,2727652,0,1,NA,-0.0634751090628847
S1_2730433,1,2730433,0,1,NA,0.0467678604146979
S1_2730435,1,2730435,0,1,NA,-0.0223591946557022
S1_2739890,1,2739890,0,1,NA,NA
S1_2740904,1,2740904,0,1,NA,0.0405429989993928
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,NA,0.0302926102691978
S1_2740925,1,2740925,0,1,NA,0.0522271699104893
S1_2745817,1,2745817,0,1,NA,-0.00735958224115193
S1_2746546,1,2746546,0,1,NA,NA
S1_2747010,1,2747010,0,1,NA,0.136334804434717
S1_2748931,1,2748931,0,1,NA,NA
S1_2753170,1,2753170,0,1,NA,-0.0226595071309657
S1_2753256,1,2753256,0,1,NA,0.0744463629832843
S1_2753385,1,2753385,0,1,NA,-0.0123830280554071
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,NA,0.0672299666521236
S1_2754198,1,2754198,0,1,NA,0.129499423353235
S1_2754503,1,2754503,0,1,NA,0.0209992583890931
S1_2784031,1,2784031,0,1,NA,-0.0407516612985957
S1_2784065,1,2784065,0,1,NA,-0.023563675161845
S1_2784178,1,2784178,0,1,NA,-0.00477471527396622
S1_2784215,1,2784215,0,1,NA,0.0627158425716869
S1_2794443,1,2794443,0,1,NA,-0.0872875001833006
S1_2794651,1,2794651,0,1,NA,0.108365451246175
S1_2794670,1,2794670,0,1,NA,0.0912495333448894
S1_2801538,1,2801538,0,1,NA,0.0551567883619741
S1_2801547,1,2801547,0,1,NA,0.0517830526051248
S1_2803636,1,2803636,0,1,NA,0.0852883026647226
S1_2803659,1,2803659,0,1,NA,0.0607156881993874
S1_2803686,1,2803686,0,1,NA,0.0267904390543126
S1_2842393,1,2842393,0,1,NA,0.022185530247992
S1_2842395,1,2842395,0,1,NA,0.109334975421327
S1_2842612,1,2842612,0,1,NA,0.00307260033825592
S1_2858812,1,2858812,0,1,NA,NA
S1_2858936,1,2858936,0,1,NA,NA
S1_2872305,1,2872305,0,1,NA,-0.00775597253875725
S1_2872340,1,2872340,0,1,NA,0.00724232376716291
S1_2937746,1,2937746,0,1,NA,-0.0431513776406089
S1_2940981,1,2940981,0,1,NA,0.0689819739439195
S1_2942391,1,2942391,0,1,NA,-0.0412859451754598
S1_2942412,1,2942412,0,1,NA,-1.43879271581708e-05
S1_2942413,1,2942413,0,1,NA,-0.0331609402099901
S1_2956835,1,2956835,0,1,NA,0.0164680464439244
S1_2957197,1,2957197,0,1,NA,0.0583245626018231
S1_2957263,1,2957263,0,1,NA,-0.0191461292216482
S1_2957286,1,2957286,0,1,NA,-0.0023214735367934
S1_2957312,1,2957312,0,1,NA,0.00843106771653006
S1_3000657,1,3000657,0,1,NA,-0.164951117637753
S1_3000668,1,3000668,0,1,NA,-0.157875115216218
S1_3000812,1,3000812,0,1,NA,0.00831916414713146
S1_3000850,1,3000850,0,1,NA,0.0412153258765451
S1_3001062,1,3001062,0,1,NA,0.0485250151350916
S1_3010423,1,3010423,0,1,NA,0.0302180222659555
S1_3022795,1,3022795,0,1,NA,-0.0771741105661724
S1_3028475,1,3028475,0,1,NA,-0.12677716109412
S1_3028503,1,3028503,0,1,NA,-0.102225395649993
S1_3029136,1,3029136,0,1,NA,0.0881712058411057
S1_3029139,1,3029139,0,1,NA,0.0324557651603239
S1_3029205,1,3029205,0,1,NA,-0.0358277869081434
S1_3078487,1,3078487,0,1,NA,-0.0588731619843555
S1_3078874,1,3078874,0,1,NA,0.0895128117044093
S1_3079131,1,3079131,0,1,NA,-0.128990968574815
S1_3079287,1,3079287,0,1,NA,0.0236047321626612
S1_3079325,1,3079325,0,1,NA,0.0403165072795922
S1_3079994,1,3079994,0,1,NA,0.0979370357129488
S1_3080098,1,3080098,0,1,NA,0.0583834151918269
S1_3081447,1,3081447,0,1,NA,0.0966848506058507
S1_3081458,1,3081458,0,1,NA,0.0919157750681564
S1_3081692,1,3081692,0,1,NA,0.0488716061273627
S1_3131760,1,3131760,0,1,NA,0.0579891378727989
S1_3136255,1,3136255,0,1,NA,0.0452739138606064
S1_3136329,1,3136329,0,1,NA,-0.0216751747544498
S1_3179303,1,3179303,0,1,NA,-0.0414312363100608
S1_3179376,1,3179376,0,1,NA,-0.0669021696827972
S1_3190637,1,3190637,0,1,NA,0.106708930981431
S1_3190712,1,3190712,0,1,NA,-0.0582124091805196
S1_3197122,1,3197122,0,1,NA,0.0182531047049012
S1_3197144,1,3197144,0,1,NA,0.0994466956853327
S1_3197156,1,3197156,0,1,NA,0.0320122296152993
S1_3197160,1,3197160,0,1,NA,0.0139532428681661
S1_3197186,1,3197186,0,1,NA,0.089285421639503
S1_3197225,1,3197225,0,1,NA,0.0804299207734385
S1_3197228,1,3197228,0,1,NA,NA
