Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,0.533372415000826,0.533372415000826
S1_128373,1,128373,0,1,0.498050058538077,0.498050058538077
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,1.25476615032866,1.40977175715489
S1_985248,1,985248,0,1,1.23351145877312,1.23351145877312
S1_1000282,1,1000282,0,1,1.12462817590728,1.52921856110812
S1_1001511,1,1001511,0,1,0.406981091660759,0.757591164681453
S1_1167803,1,1167803,0,1,0.470935947322311,0.470935947322311
S1_1195312,1,1195312,0,1,0.695037543805364,0.695037543805364
S1_1568364,1,1568364,0,1,1.5841355466296,1.5841355466296
S1_1665404,1,1665404,0,1,0.250721652906978,0.250721652906978
S1_1665418,1,1665418,0,1,0.470935947322311,0.470935947322311
S1_1665430,1,1665430,0,1,0.207935580395293,0.207935580395293
S1_1686778,1,1686778,0,1,0.820548788419445,1.27035994521116
S1_1763337,1,1763337,0,1,0.284504812494618,0.284504812494618
S1_1763359,1,1763359,0,1,0.131998150388196,0.000399842627282098
S1_1763421,1,1763421,0,1,0.173232648818252,0.191488462470329
S1_1780412,1,1780412,0,1,0.661930790423601,0.661930790423601
S1_1787870,1,1787870,0,1,0.672687624650608,0.707731485717029
S1_1787892,1,1787892,0,1,0.0924711286028149,0.0924711286028149
S1_1792012,1,1792012,0,1,1.77046221782226,1.96911088605387
S1_1804228,1,1804228,0,1,0.686396101861978,0.686396101861978
S1_1804237,1,1804237,0,1,0.364043909724254,0.364043909724254
S1_1957407,1,1957407,0,1,0.778621495584668,0.985807261947904
S1_2032165,1,2032165,0,1,0.0568505359267383,0.159398505875405
S1_2089532,1,2089532,0,1,0.0340021537102987,0.0340021537102987
S1_2089585,1,2089585,0,1,0.995856773276587,0.995856773276587
S1_2091448,1,2091448,0,1,0.448803817856545,0.448803817856545
S1_2091497,1,2091497,0,1,0.212835961798266,0.212835961798266
S1_2304094,1,2304094,0,1,1.80869779868842,1.80869779868842
S1_2306736,1,2306736,0,1,0.854540365942859,0.854540365942859
S1_2306739,1,2306739,0,1,0.854540365942859,0.854540365942859
S1_2307001,1,2307001,0,1,0.432327291294018,0.432327291294018
S1_2307011,1,2307011,0,1,0.400996137756524,0.400996137756524
S1_2307071,1,2307071,0,1,0.340615916977594,0.350610710883061
S1_2307256,1,2307256,0,1,0.702414949925154,0.702414949925154
S1_2307287,1,2307287,0,1,1.87587049177835,1.87587049177835
S1_2307305,1,2307305,0,1,0.702414949925154,0.702414949925154
S1_2307776,1,2307776,0,1,0.164768870325394,0.169600697562991
S1_2336405,1,2336405,0,1,0.0295501990292764,0.0295501990292764
S1_2431751,1,2431751,0,1,2.43763363644505,1.2662640074631
S1_2466885,1,2466885,0,1,0.633225157564307,0.633225157564307
S1_2467289,1,2467289,0,1,0.384437678041747,0.384437678041747
S1_2467298,1,2467298,0,1,0.170206506163138,0.170206506163138
S1_2467316,1,2467316,0,1,0.171683773610304,0.166306465784423
S1_2467319,1,2467319,0,1,1.81323671024652,1.81323671024652
S1_2467326,1,2467326,0,1,0.397213913038455,0.397213913038455
S1_2467328,1,2467328,0,1,0.497267535201034,0.638279710693273
S1_2467352,1,2467352,0,1,0.480028230344206,0.480028230344206
S1_2468221,1,2468221,0,1,0.0221933611321378,0.00473912548935543
S1_2469048,1,2469048,0,1,0.177092770974306,0.177092770974306
S1_2469056,1,2469056,0,1,1.48976104706529,1.48976104706529
S1_2469093,1,2469093,0,1,0.0992162879161211,0.17262115226868
S1_2470205,1,2470205,0,1,0.321986267536376,0.321986267536376
S1_2537494,1,2537494,0,1,0.761687133156439,0.761687133156439
S1_2540555,1,2540555,0,1,1.0885186048,0.928605783847912
S1_2544068,1,2544068,0,1,1.48976104706529,1.48976104706529
S1_2657797,1,2657797,0,1,0.00443453604567608,0.00443453604567608
S1_2685989,1,2685989,0,1,0.140433092440128,0.247877171678149
S1_2686010,1,2686010,0,1,0.88629669812611,0.869387566982536
