Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,0.125084986523679
S1_128373,1,128373,0,1,NA,0.142626738687365
S1_222471,1,222471,0,1,NA,0.946647773745202
S1_267769,1,267769,0,1,NA,-1.80982624177477
S1_985248,1,985248,0,1,NA,-0.00100371582661435
S1_1000282,1,1000282,0,1,NA,-0.0218714906803754
S1_1001511,1,1001511,0,1,NA,-2.6164811200042
S1_1167803,1,1167803,0,1,NA,-1.37423610822244
S1_1195312,1,1195312,0,1,NA,0.711532589711812
S1_1568364,1,1568364,0,1,NA,-1.19828107415254
S1_1665404,1,1665404,0,1,NA,-0.350952797406525
S1_1665418,1,1665418,0,1,NA,-0.838803458234803
S1_1665430,1,1665430,0,1,NA,-0.0690747200907577
S1_1686778,1,1686778,0,1,NA,-0.0538482209285928
S1_1763337,1,1763337,0,1,NA,0.140594077359064
S1_1763359,1,1763359,0,1,NA,0.02215602558446
S1_1763421,1,1763421,0,1,NA,-0.154524740292383
S1_1780412,1,1780412,0,1,NA,-2.7455033405139
S1_1787870,1,1787870,0,1,NA,0.160954980227385
S1_1787892,1,1787892,0,1,NA,0.141349774762669
S1_1792012,1,1792012,0,1,NA,0.359423493976854
S1_1804228,1,1804228,0,1,NA,-0.142528970863062
S1_1804237,1,1804237,0,1,NA,0.232378110690186
S1_1957407,1,1957407,0,1,NA,-0.0867365127421366
S1_2032165,1,2032165,0,1,NA,0.0975626249065518
S1_2089532,1,2089532,0,1,NA,-0.546490983916865
S1_2089585,1,2089585,0,1,NA,0.0265893091446581
S1_2091448,1,2091448,0,1,NA,-0.534771340246531
S1_2091497,1,2091497,0,1,NA,0.624605553248754
S1_2304094,1,2304094,0,1,NA,0.512543317504723
S1_2306736,1,2306736,0,1,NA,-0.151061747544982
S1_2306739,1,2306739,0,1,NA,-0.192459039360248
S1_2307001,1,2307001,0,1,NA,-0.341541313589896
S1_2307011,1,2307011,0,1,NA,-0.0581586363617197
S1_2307071,1,2307071,0,1,NA,-0.0593588544249531
S1_2307256,1,2307256,0,1,NA,-0.843258916001304
S1_2307287,1,2307287,0,1,NA,-0.427231465472532
S1_2307305,1,2307305,0,1,NA,-1.51631399960822
S1_2307776,1,2307776,0,1,NA,0.0438343080484074
S1_2336405,1,2336405,0,1,NA,-0.493726507667679
S1_2431751,1,2431751,0,1,NA,-0.552293532964497
S1_2466885,1,2466885,0,1,NA,-0.41178621596864
S1_2467289,1,2467289,0,1,NA,-0.0848339787745009
S1_2467298,1,2467298,0,1,NA,-0.0559151027578123
S1_2467316,1,2467316,0,1,NA,0.180838247881678
S1_2467319,1,2467319,0,1,NA,0.0128413748539456
S1_2467326,1,2467326,0,1,NA,-0.33222868026883
S1_2467328,1,2467328,0,1,NA,-0.966024725564246
S1_2467352,1,2467352,0,1,NA,-0.0242941758997212
S1_2468221,1,2468221,0,1,NA,-0.0669339956675548
S1_2469048,1,2469048,0,1,NA,-0.876250796642884
S1_2469056,1,2469056,0,1,NA,0.572070481027119
S1_2469093,1,2469093,0,1,NA,-0.165458974909734
S1_2470205,1,2470205,0,1,NA,-0.324829869190733
S1_2537494,1,2537494,0,1,NA,0.0798735900366867
S1_2540555,1,2540555,0,1,NA,1.04032597335657
S1_2544068,1,2544068,0,1,NA,0.742216283053722
S1_2657797,1,2657797,0,1,NA,-0.626703813908309
S1_2685989,1,2685989,0,1,NA,-0.973604351051612
S1_2686010,1,2686010,0,1,NA,-0.664734310118439
S1_2691832,1,2691832,0,1,NA,-0.345394978218974
S1_2691875,1,2691875,0,1,NA,-0.361504318070745
S1_2691904,1,2691904,0,1,NA,-0.671567193619368
S1_2693911,1,2693911,0,1,NA,-0.401251165641166
