Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,-0.000516135953780777
S1_128373,1,128373,0,1,NA,-0.240002904463667
S1_222471,1,222471,0,1,NA,-0.35779249553419
S1_267769,1,267769,0,1,NA,-0.123911081317926
S1_985248,1,985248,0,1,NA,0.0613559657490652
S1_1000282,1,1000282,0,1,NA,0.200522299394707
S1_1001511,1,1001511,0,1,NA,1.37692281681852
S1_1167803,1,1167803,0,1,NA,0.180902405908836
S1_1195312,1,1195312,0,1,NA,-0.231966518326688
S1_1568364,1,1568364,0,1,NA,-0.267110832635686
S1_1665404,1,1665404,0,1,NA,0.725647790139866
S1_1665418,1,1665418,0,1,NA,1.00576725563393
S1_1665430,1,1665430,0,1,NA,-0.0039339401098088
S1_1686778,1,1686778,0,1,NA,0.395774580389165
S1_1763337,1,1763337,0,1,NA,-0.0678394052336693
S1_1763359,1,1763359,0,1,NA,-0.171440185987332
S1_1763421,1,1763421,0,1,NA,0.192666062276151
S1_1780412,1,1780412,0,1,NA,0.848932757751445
S1_1787870,1,1787870,0,1,NA,0.119650123149318
S1_1787892,1,1787892,0,1,NA,0.168113809253117
S1_1792012,1,1792012,0,1,NA,-0.496084613076757
S1_1804228,1,1804228,0,1,NA,0.318777237886751
S1_1804237,1,1804237,0,1,NA,0.172625666652425
S1_1957407,1,1957407,0,1,NA,-0.347748671977058
S1_2032165,1,2032165,0,1,NA,-0.0651658520369628
S1_2089532,1,2089532,0,1,NA,0.0163355655142201
S1_2089585,1,2089585,0,1,NA,-0.090750853904969
S1_2091448,1,2091448,0,1,NA,0.355218235160113
S1_2091497,1,2091497,0,1,NA,0.677127466675395
S1_2304094,1,2304094,0,1,NA,-0.5454498116281
S1_2306736,1,2306736,0,1,NA,-0.108503749540757
S1_2306739,1,2306739,0,1,NA,-0.0886198003757858
S1_2307001,1,2307001,0,1,NA,0.0677674802017542
S1_2307011,1,2307011,0,1,NA,0.212282158681336
S1_2307071,1,2307071,0,1,NA,0.129574653414609
S1_2307256,1,2307256,0,1,NA,0.630671988556157
S1_2307287,1,2307287,0,1,NA,0.297652783937722
S1_2307305,1,2307305,0,1,NA,0.27744540133038
S1_2307776,1,2307776,0,1,NA,-0.0170486236363073
S1_2336405,1,2336405,0,1,NA,0.218072507563835
S1_2431751,1,2431751,0,1,NA,-0.744852231267721
S1_2466885,1,2466885,0,1,NA,-0.0113754404430511
S1_2467289,1,2467289,0,1,NA,0.0668975206393682
S1_2467298,1,2467298,0,1,NA,-0.272889867277642
S1_2467316,1,2467316,0,1,NA,-0.122847341362274
S1_2467319,1,2467319,0,1,NA,-0.709015970162093
S1_2467326,1,2467326,0,1,NA,-0.173557591263323
S1_2467328,1,2467328,0,1,NA,-0.135236816596547
S1_2467352,1,2467352,0,1,NA,-0.576405657658865
S1_2468221,1,2468221,0,1,NA,-0.270214586698193
S1_2469048,1,2469048,0,1,NA,0.485176885871206
S1_2469056,1,2469056,0,1,NA,-1.02944763494962
S1_2469093,1,2469093,0,1,NA,-0.0581822551130724
S1_2470205,1,2470205,0,1,NA,0.399710816681977
S1_2537494,1,2537494,0,1,NA,0.0211882321523905
S1_2540555,1,2540555,0,1,NA,-1.52850773573451
S1_2544068,1,2544068,0,1,NA,-0.924381751660974
S1_2657797,1,2657797,0,1,NA,0.165012105353817
S1_2685989,1,2685989,0,1,NA,0.327813607483878
S1_2686010,1,2686010,0,1,NA,-0.218822786535774
S1_2691832,1,2691832,0,1,NA,-0.14621768533802
S1_2691875,1,2691875,0,1,NA,0.22979052730417
S1_2691904,1,2691904,0,1,NA,0.440341520539304
S1_2693911,1,2693911,0,1,NA,0.0438157128708945
S1_2693968,1,2693968,0,1,NA,0.31422989669546
S1_2693969,1,2693969,0,1,NA,-0.38833343955213
S1_2693995,1,2693995,0,1,NA,-0.149151291171358
S1_2693998,1,2693998,0,1,NA,0.0341201696072264
S1_2727652,1,2727652,0,1,NA,0.0364457584997654
S1_2730433,1,2730433,0,1,NA,0.296287136581254
S1_2730435,1,2730435,0,1,NA,0.0488426747499702
S1_2739890,1,2739890,0,1,NA,1.44282857393302
S1_2740904,1,2740904,0,1,NA,0.324430346884692
S1_2740913,1,2740913,0,1,NA,0.401839861224923
S1_2740924,1,2740924,0,1,NA,0.251893222577467
S1_2740925,1,2740925,0,1,NA,0.407513227458661
S1_2745817,1,2745817,0,1,NA,-0.17689308119681
S1_2746546,1,2746546,0,1,NA,-0.352518323353153
S1_2747010,1,2747010,0,1,NA,0.062777966629872
S1_2748931,1,2748931,0,1,NA,-0.275758285747953
S1_2753170,1,2753170,0,1,NA,-0.00112936956932708
S1_2753256,1,2753256,0,1,NA,0.416612416456058
S1_2753385,1,2753385,0,1,NA,-0.170523132801977
S1_2753437,1,2753437,0,1,NA,-0.479843675366502
S1_2753738,1,2753738,0,1,NA,0.348492558343271
S1_2754198,1,2754198,0,1,NA,0.574983258394715
S1_2754503,1,2754503,0,1,NA,0.13666843497837
S1_2784031,1,2784031,0,1,NA,-0.318166772162592
S1_2784065,1,2784065,0,1,NA,-0.186471729692831
S1_2784178,1,2784178,0,1,NA,-0.155765746319713
S1_2784215,1,2784215,0,1,NA,0.0573243882508507
S1_2794443,1,2794443,0,1,NA,0.315579153246874
S1_2794651,1,2794651,0,1,NA,0.395447729470995
S1_2794670,1,2794670,0,1,NA,0.346561915718961
S1_2801538,1,2801538,0,1,NA,-0.0588347209557866
S1_2801547,1,2801547,0,1,NA,-0.0526066692231084
S1_2803636,1,2803636,0,1,NA,0.364258576694374
S1_2803659,1,2803659,0,1,NA,0.0424328236552586
S1_2803686,1,2803686,0,1,NA,0.528935114284276
S1_2842393,1,2842393,0,1,NA,-0.0213875429242881
S1_2842395,1,2842395,0,1,NA,0.280985926660535
S1_2842612,1,2842612,0,1,NA,-0.0347135182351868
S1_2858812,1,2858812,0,1,NA,-0.382322572064877
S1_2858936,1,2858936,0,1,NA,-0.205315276259614
S1_2872305,1,2872305,0,1,NA,0.220504265361456
S1_2872340,1,2872340,0,1,NA,-0.0375736568813504
S1_2937746,1,2937746,0,1,NA,0.256778677162712
S1_2940981,1,2940981,0,1,NA,0.478558698942289
S1_2942391,1,2942391,0,1,NA,-0.107310654203
S1_2942412,1,2942412,0,1,NA,-0.113602022484028
S1_2942413,1,2942413,0,1,NA,-0.250552946463256
S1_2956835,1,2956835,0,1,NA,0.437655272919333
S1_2957197,1,2957197,0,1,NA,0.225998856842582
S1_2957263,1,2957263,0,1,NA,-0.0114838914714846
S1_2957286,1,2957286,0,1,NA,0.00736186598201954
S1_2957312,1,2957312,0,1,NA,-0.199897940955083
S1_3000657,1,3000657,0,1,NA,-0.308766602073998
S1_3000668,1,3000668,0,1,NA,-0.408464125662381
S1_3000812,1,3000812,0,1,NA,0.37921687054414
S1_3000850,1,3000850,0,1,NA,0.0580030694327662
S1_3001062,1,3001062,0,1,NA,0.343140810207779
S1_3010423,1,3010423,0,1,NA,-0.196379627988564
S1_3022795,1,3022795,0,1,NA,-0.312775426118926
S1_3028475,1,3028475,0,1,NA,-0.325577958171205
S1_3028503,1,3028503,0,1,NA,0.0899701861695899
S1_3029136,1,3029136,0,1,NA,-0.019354843589868
S1_3029139,1,3029139,0,1,NA,0.290431196414672
S1_3029205,1,3029205,0,1,NA,0.051459894350782
S1_3078487,1,3078487,0,1,NA,0.111479760078281
S1_3078874,1,3078874,0,1,NA,-0.00430436841802373
S1_3079131,1,3079131,0,1,NA,-0.309723372985069
S1_3079287,1,3079287,0,1,NA,-0.361064550034943
S1_3079325,1,3079325,0,1,NA,-0.284210870601876
S1_3079994,1,3079994,0,1,NA,-0.200054542411127
S1_3080098,1,3080098,0,1,NA,-0.155000902568171
S1_3081447,1,3081447,0,1,NA,-0.0165877121369068
S1_3081458,1,3081458,0,1,NA,-0.0463656487507441
S1_3081692,1,3081692,0,1,NA,-0.203139103654029
S1_3131760,1,3131760,0,1,NA,0.145763516592561
S1_3136255,1,3136255,0,1,NA,0.0799931397081279
S1_3136329,1,3136329,0,1,NA,-0.168387202260104
S1_3179303,1,3179303,0,1,NA,0.419416592231002
S1_3179376,1,3179376,0,1,NA,-0.0270342233072104
S1_3190637,1,3190637,0,1,NA,0.29081715283676
S1_3190712,1,3190712,0,1,NA,0.0643413536838817
S1_3197122,1,3197122,0,1,NA,-0.0798250617599346
S1_3197144,1,3197144,0,1,NA,0.138329018319934
S1_3197156,1,3197156,0,1,NA,-0.0827086867318209
S1_3197160,1,3197160,0,1,NA,-0.167840827970023
S1_3197186,1,3197186,0,1,NA,0.166331306633574
S1_3197225,1,3197225,0,1,NA,0.251123878600112
S1_3197228,1,3197228,0,1,NA,0.574270873631259
S1_3197312,1,3197312,0,1,NA,-0.0968627561347227
S1_3199277,1,3199277,0,1,NA,0.188092777029401
S1_3199279,1,3199279,0,1,NA,0.21872796827217
S1_3199533,1,3199533,0,1,NA,0.0184420651186378
S1_3200233,1,3200233,0,1,NA,0.203251566990397
S1_3200355,1,3200355,0,1,NA,0.123065209457224
S1_3269837,1,3269837,0,1,NA,0.315905480833358
S1_3274469,1,3274469,0,1,NA,-0.198793412365311
S1_3276118,1,3276118,0,1,NA,NA
S1_3279302,1,3279302,0,1,NA,0.254877650820593
S1_3280221,1,3280221,0,1,NA,0.186186309410262
