Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,1.13831574548708
S1_2091448,1,2091448,0,1,1.54060934236291
S1_2307029,1,2307029,0,1,0.958804153496936
S1_2307053,1,2307053,0,1,0.365155369511781
S1_2307134,1,2307134,0,1,NA
S1_2467316,1,2467316,0,1,0.40659835613025
S1_2469048,1,2469048,0,1,NA
S1_2469056,1,2469056,0,1,NA
S1_2469082,1,2469082,0,1,NA
S1_2469093,1,2469093,0,1,0.172260755947406
S1_2544060,1,2544060,0,1,0.736876987203008
S1_2691904,1,2691904,0,1,0.282346492874019
S1_2691906,1,2691906,0,1,0.282346492874019
S1_2693670,1,2693670,0,1,1.09393921320484
S1_2693676,1,2693676,0,1,0.466219207802392
S1_2693869,1,2693869,0,1,1.2097139758135
S1_2693911,1,2693911,0,1,0.586868896371804
S1_2693995,1,2693995,0,1,0.121395990178005
S1_2694004,1,2694004,0,1,1.07800242882962
S1_2740925,1,2740925,0,1,0.202279032747698
S1_2753153,1,2753153,0,1,1.16679086152173
S1_2753327,1,2753327,0,1,0.079733238290762
S1_2753420,1,2753420,0,1,1.03220746203479
S1_2784213,1,2784213,0,1,0.339823857778568
S1_2784215,1,2784215,0,1,0.397806337123567
S1_2801538,1,2801538,0,1,1.52183107641049
S1_2803659,1,2803659,0,1,1.45253799700904
S1_2803686,1,2803686,0,1,0.372586838766105
S1_2937746,1,2937746,0,1,0.146297246445751
S1_3010418,1,3010418,0,1,0.41059329866239
S1_3010423,1,3010423,0,1,0.41059329866239
S1_3010424,1,3010424,0,1,0.41059329866239
S1_3010434,1,3010434,0,1,0.41059329866239
S1_3010439,1,3010439,0,1,1.10899043826647
S1_3010445,1,3010445,0,1,0.410940341637581
S1_3010447,1,3010447,0,1,0.410940341637581
S1_3029136,1,3029136,0,1,0.6707085822633
S1_3029139,1,3029139,0,1,1.13133625755158
S1_3135749,1,3135749,0,1,0.430105194121531
S1_3135753,1,3135753,0,1,0.772152486177706
S1_3197144,1,3197144,0,1,0.470818858875357
S1_3197156,1,3197156,0,1,0.257285543037697
S1_3197160,1,3197160,0,1,0.253520063430999
S1_3197164,1,3197164,0,1,0.623157317034764
S1_3269687,1,3269687,0,1,1.16864413543546
S1_3279302,1,3279302,0,1,0.416954344417376
S1_3282170,1,3282170,0,1,0.57044472269996
S1_3405322,1,3405322,0,1,0.407722574851022
S1_3405346,1,3405346,0,1,0.407722574851022
S1_3405632,1,3405632,0,1,1.21663923889644
S1_3650455,1,3650455,0,1,0.312960780849817
S1_3703741,1,3703741,0,1,0.729087435286076
S1_3703762,1,3703762,0,1,0.351691021715791
S1_3739861,1,3739861,0,1,0.807583549986518
S1_4018295,1,4018295,0,1,2.21835519867676
S1_4040233,1,4040233,0,1,0.17711516784788
S1_4040251,1,4040251,0,1,0.767214247598855
S1_4452378,1,4452378,0,1,0.101232767672237
S1_4519154,1,4519154,0,1,0.325917107921007
S1_4548845,1,4548845,0,1,0.286048926956056
S1_4979298,1,4979298,0,1,0.921448522206035
S1_4994210,1,4994210,0,1,0.355779861597962
S1_5006696,1,5006696,0,1,2.14722398705252
S1_5091849,1,5091849,0,1,1.48609773242182
S1_5745185,1,5745185,0,1,1.50144228391691
S1_5745195,1,5745195,0,1,NA
S1_5745514,1,5745514,0,1,1.13678008319004
S1_5745520,1,5745520,0,1,0.297917038104579
S1_6220288,1,6220288,0,1,0.552219953809677
S1_6220289,1,6220289,0,1,0.552219953809677
S1_6234773,1,6234773,0,1,0.788977023283271
S1_6234790,1,6234790,0,1,0.802715813579201
S1_6234801,1,6234801,0,1,0.544420520985718
S1_6425499,1,6425499,0,1,0.243057427622526
S1_6425509,1,6425509,0,1,NA
S1_6431158,1,6431158,0,1,NA
S1_6431197,1,6431197,0,1,0.211511387481455
S1_6431227,1,6431227,0,1,0.19642808584634
S1_6433450,1,6433450,0,1,0.0953529742900896
S1_6549984,1,6549984,0,1,0.388866820783173
S1_6850821,1,6850821,0,1,NA
S1_6921570,1,6921570,0,1,0.0246793803494125
S1_6922850,1,6922850,0,1,0.388294664100517
S1_6923719,1,6923719,0,1,0.675764858879693
S1_6923804,1,6923804,0,1,0.017818314669091
S1_7079762,1,7079762,0,1,0.315130243641312
S1_7091205,1,7091205,0,1,0.669812193557506
S1_7161470,1,7161470,0,1,0.660969721487002
S1_7161473,1,7161473,0,1,0.660969721487002
S1_7299841,1,7299841,0,1,1.21882710163607
S1_7355728,1,7355728,0,1,0.711942661793191
S1_7355735,1,7355735,0,1,0.655922747285253
S1_7355739,1,7355739,0,1,0.386052410905956
S1_7389879,1,7389879,0,1,1.00349357565121
S1_7390282,1,7390282,0,1,0.0518403356658381
S1_7390746,1,7390746,0,1,0.640770008508308
S1_7390758,1,7390758,0,1,0.947105212902571
S1_7390769,1,7390769,0,1,0.383784818492267
S1_7390776,1,7390776,0,1,0.938359487226233
S1_7391420,1,7391420,0,1,0.00808681973527762
S1_7397625,1,7397625,0,1,0.19650176987688
S1_8038925,1,8038925,0,1,0.858523503116031
S1_8271524,1,8271524,0,1,0.164804170003064
S1_8355740,1,8355740,0,1,0.998368192609446
S1_8450316,1,8450316,0,1,0.305627235524642
S1_8538065,1,8538065,0,1,0.0390756199132873
S1_8538275,1,8538275,0,1,0.33217755995471
S1_8541287,1,8541287,0,1,NA
S1_8637215,1,8637215,0,1,NA
