Marker,Chrom,Position,Ref,Alt,additive,general
S1_1000282,1,1000282,0,1,-0.211147660870125,NA
S1_2091448,1,2091448,0,1,-0.280018529659401,NA
S1_2307029,1,2307029,0,1,0.432063902113789,NA
S1_2307053,1,2307053,0,1,0.601196710311825,NA
S1_2307134,1,2307134,0,1,NA,NA
S1_2467316,1,2467316,0,1,-0.0237717404901616,NA
S1_2469048,1,2469048,0,1,NA,NA
S1_2469056,1,2469056,0,1,NA,NA
S1_2469082,1,2469082,0,1,NA,NA
S1_2469093,1,2469093,0,1,-0.0670999341088319,NA
S1_2544060,1,2544060,0,1,-0.537846669579658,NA
S1_2691904,1,2691904,0,1,-1.02222399121894,NA
S1_2691906,1,2691906,0,1,-1.02222399121894,NA
S1_2693670,1,2693670,0,1,-0.861721093742212,NA
S1_2693676,1,2693676,0,1,-0.105327562433054,NA
S1_2693869,1,2693869,0,1,0.34866759768633,NA
S1_2693911,1,2693911,0,1,-0.0725684357288969,NA
S1_2693995,1,2693995,0,1,0.254352174496084,NA
S1_2694004,1,2694004,0,1,-0.259402145638362,NA
S1_2740925,1,2740925,0,1,-0.46001532856053,NA
S1_2753153,1,2753153,0,1,-0.401177507742851,NA
S1_2753327,1,2753327,0,1,-0.592006433241977,NA
S1_2753420,1,2753420,0,1,-0.0402997470462267,NA
S1_2784213,1,2784213,0,1,-0.292139361462134,NA
S1_2784215,1,2784215,0,1,-0.27079468141195,NA
S1_2801538,1,2801538,0,1,0.166244848924251,NA
S1_2803659,1,2803659,0,1,0.19990547157645,NA
S1_2803686,1,2803686,0,1,-0.556471174350186,NA
S1_2937746,1,2937746,0,1,-0.0791152470999279,NA
S1_3010418,1,3010418,0,1,-0.105263395880982,NA
S1_3010423,1,3010423,0,1,-0.105263395880982,NA
S1_3010424,1,3010424,0,1,-0.105263395880982,NA
S1_3010434,1,3010434,0,1,-0.105263395880982,NA
S1_3010439,1,3010439,0,1,-0.147426547776107,NA
S1_3010445,1,3010445,0,1,-0.123389092633005,NA
S1_3010447,1,3010447,0,1,-0.123389092633005,NA
S1_3029136,1,3029136,0,1,-0.461051274131329,NA
S1_3029139,1,3029139,0,1,-0.0277933426565227,NA
S1_3135749,1,3135749,0,1,0.279482885664976,NA
S1_3135753,1,3135753,0,1,-0.337907099918596,NA
S1_3197144,1,3197144,0,1,-0.745919485181808,NA
S1_3197156,1,3197156,0,1,-0.758803002637983,NA
S1_3197160,1,3197160,0,1,-0.703400610302495,NA
S1_3197164,1,3197164,0,1,-0.699466925392237,NA
S1_3269687,1,3269687,0,1,0.238389520155039,NA
S1_3279302,1,3279302,0,1,-0.203496490170821,NA
S1_3282170,1,3282170,0,1,-0.166963734551345,NA
S1_3405322,1,3405322,0,1,0.00199734991893763,NA
S1_3405346,1,3405346,0,1,0.00199734991893763,NA
S1_3405632,1,3405632,0,1,-0.136544877612245,NA
S1_3650455,1,3650455,0,1,0.533815375527794,NA
S1_3703741,1,3703741,0,1,-0.0336324089074935,NA
S1_3703762,1,3703762,0,1,0.515623107462282,NA
S1_3739861,1,3739861,0,1,0.0693383924510158,NA
S1_4018295,1,4018295,0,1,0.559055612749646,NA
S1_4040233,1,4040233,0,1,-0.0760507299499551,NA
S1_4040251,1,4040251,0,1,-0.219553400766898,NA
S1_4452378,1,4452378,0,1,0.544680869211966,NA
S1_4519154,1,4519154,0,1,-0.132171547381198,NA
S1_4548845,1,4548845,0,1,-0.00298504549647305,NA
S1_4979298,1,4979298,0,1,-0.0751137859967557,NA
S1_4994210,1,4994210,0,1,0.259523008878944,NA
S1_5006696,1,5006696,0,1,0.198206100393904,NA
S1_5091849,1,5091849,0,1,-0.129607979394379,NA
S1_5745185,1,5745185,0,1,-0.516998770833283,NA
S1_5745195,1,5745195,0,1,NA,NA
S1_5745514,1,5745514,0,1,-0.513728825373342,NA
S1_5745520,1,5745520,0,1,-0.505901286796629,NA
S1_6220288,1,6220288,0,1,0.00673915349464949,NA
S1_6220289,1,6220289,0,1,0.00673915349464949,NA
S1_6234773,1,6234773,0,1,0.293521840358913,NA
S1_6234790,1,6234790,0,1,0.179043880418341,NA
S1_6234801,1,6234801,0,1,0.103823274260137,NA
S1_6425499,1,6425499,0,1,-0.0620804267203781,NA
S1_6425509,1,6425509,0,1,NA,NA
S1_6431158,1,6431158,0,1,NA,NA
S1_6431197,1,6431197,0,1,-1.54187075997582,NA
S1_6431227,1,6431227,0,1,-0.574032385925229,NA
S1_6433450,1,6433450,0,1,-0.380141988821904,NA
S1_6549984,1,6549984,0,1,0.275271307631542,NA
S1_6850821,1,6850821,0,1,NA,NA
S1_6921570,1,6921570,0,1,-0.504416682460324,NA
S1_6922850,1,6922850,0,1,-0.977952260074346,NA
S1_6923719,1,6923719,0,1,0.165325744004377,NA
S1_6923804,1,6923804,0,1,-0.0955567410881528,NA
S1_7079762,1,7079762,0,1,0.0714334247172559,NA
S1_7091205,1,7091205,0,1,0.306116384356969,NA
S1_7161470,1,7161470,0,1,0.19557141391499,NA
S1_7161473,1,7161473,0,1,0.19557141391499,NA
S1_7299841,1,7299841,0,1,-0.475428008634509,NA
S1_7355728,1,7355728,0,1,-0.383832615933507,NA
S1_7355735,1,7355735,0,1,0.0724879562535534,NA
S1_7355739,1,7355739,0,1,-0.38488851309593,NA
S1_7389879,1,7389879,0,1,0.312316795175306,NA
S1_7390282,1,7390282,0,1,-0.478834224290281,NA
S1_7390746,1,7390746,0,1,-0.375517616017923,NA
S1_7390758,1,7390758,0,1,-0.337239104664121,NA
S1_7390769,1,7390769,0,1,-0.20669400715407,NA
S1_7390776,1,7390776,0,1,-0.205053655753936,NA
S1_7391420,1,7391420,0,1,-0.0845028056354593,NA
S1_7397625,1,7397625,0,1,0.0128073675058715,NA
S1_8038925,1,8038925,0,1,-0.199958693246856,NA
S1_8271524,1,8271524,0,1,-0.163487744522293,NA
S1_8355740,1,8355740,0,1,-0.271234895512009,NA
S1_8450316,1,8450316,0,1,-0.754263039807022,NA
S1_8538065,1,8538065,0,1,-0.190155149062022,NA
S1_8538275,1,8538275,0,1,0.0384673961113791,NA
S1_8541287,1,8541287,0,1,NA,NA
S1_8637215,1,8637215,0,1,NA,NA
S1_8656801,1,8656801,0,1,-0.436593573154639,NA
S1_8656813,1,8656813,0,1,-0.216999835651535,NA
S1_9058898,1,9058898,0,1,-0.252418488736971,NA
S1_9058931,1,9058931,0,1,-0.00774733933567973,NA
S1_9123511,1,9123511,0,1,-0.0641526530005549,NA
S1_9216202,1,9216202,0,1,0.00812089739255839,NA
S1_9301439,1,9301439,0,1,-0.132760480910363,NA
S1_9396313,1,9396313,0,1,-0.0136177307677698,NA
S1_9396331,1,9396331,0,1,0.101431071760445,NA
S1_9437011,1,9437011,0,1,NA,NA
S1_9526267,1,9526267,0,1,-0.249829310871647,NA
S1_9581609,1,9581609,0,1,0.52750316753945,NA
S1_9581620,1,9581620,0,1,0.412907241530874,NA
S1_9956400,1,9956400,0,1,-0.074683251607027,NA
S1_9956412,1,9956412,0,1,-0.0121630711959995,NA
S1_9957099,1,9957099,0,1,-0.144049258162298,NA
S1_10096289,1,10096289,0,1,NA,NA
S1_10436215,1,10436215,0,1,-0.0109195107341762,NA
S1_10436225,1,10436225,0,1,0.372917747093332,NA
S1_10436226,1,10436226,0,1,-0.0218762060575273,NA
S1_10436233,1,10436233,0,1,-0.0218762060575273,NA
S1_10584075,1,10584075,0,1,0.676539467724972,NA
S1_10584085,1,10584085,0,1,0.0309301034035343,NA
S1_10584153,1,10584153,0,1,NA,NA
S1_10826196,1,10826196,0,1,-0.107015004002371,NA
S1_10826945,1,10826945,0,1,0.0365318856956378,NA
S1_10826970,1,10826970,0,1,0.605768275502214,NA
S1_10899900,1,10899900,0,1,-0.382894670484724,NA
S1_10960784,1,10960784,0,1,0.447011628826104,NA
S1_10960811,1,10960811,0,1,0.0557166977438399,NA
S1_10960976,1,10960976,0,1,-0.501985205331657,NA
S1_11476884,1,11476884,0,1,1.01859155169615,NA
S1_11533071,1,11533071,0,1,-0.0642047416521905,NA
S1_11793062,1,11793062,0,1,-0.0671684352890765,NA
S1_11910984,1,11910984,0,1,-0.313752448507074,NA
S1_11911006,1,11911006,0,1,0.264867411612059,NA
S1_11944909,1,11944909,0,1,-0.1992661470331,NA
S1_11949055,1,11949055,0,1,0.542680230414334,NA
S1_11949092,1,11949092,0,1,0.448274168701118,NA
S1_11949102,1,11949102,0,1,0.542680230414334,NA
S1_11949112,1,11949112,0,1,NA,NA
S1_11951941,1,11951941,0,1,-0.209538764650446,NA
S1_11951944,1,11951944,0,1,-0.196025494510984,NA
S1_11992906,1,11992906,0,1,0.523271081165618,NA
S1_12146738,1,12146738,0,1,0.199829937231598,NA
S1_12169653,1,12169653,0,1,0.0573151014987019,NA
S1_12176349,1,12176349,0,1,0.233208830321871,NA
S1_12176352,1,12176352,0,1,-0.331858552861519,NA
S1_12209994,1,12209994,0,1,0.437959452777534,NA
S1_12256115,1,12256115,0,1,-0.273624786283868,NA
S1_12309541,1,12309541,0,1,-0.0334501795818483,NA
S1_12309645,1,12309645,0,1,0.0447147065387625,NA
S1_12309647,1,12309647,0,1,0.0935291050834337,NA
S1_12344369,1,12344369,0,1,-0.469229569530157,NA
S1_12344374,1,12344374,0,1,0.124416520538063,NA
S1_12344470,1,12344470,0,1,-0.00550313410464298,NA
S1_12357413,1,12357413,0,1,-0.368755458778452,NA
S1_12481563,1,12481563,0,1,0.0563850185737067,NA
S1_12481583,1,12481583,0,1,0.050302698462346,NA
S1_12521405,1,12521405,0,1,-0.044014893041151,NA
S1_12521523,1,12521523,0,1,-0.23617407845633,NA
S1_12521525,1,12521525,0,1,0.113441635071119,NA
S1_12521527,1,12521527,0,1,-0.23617407845633,NA
S1_12852920,1,12852920,0,1,0.309371898120503,NA
S1_12855584,1,12855584,0,1,-0.622649434725957,NA
S1_12855585,1,12855585,0,1,-0.622649434725957,NA
S1_13643091,1,13643091,0,1,-0.0471767564885752,NA
S1_14032166,1,14032166,0,1,0.0706881034795117,NA
S1_14032198,1,14032198,0,1,0.489628395728772,NA
S1_14033579,1,14033579,0,1,-0.354542642636318,NA
S1_14103918,1,14103918,0,1,0.320436698444652,NA
S1_14165553,1,14165553,0,1,-0.403174104228171,NA
S1_14165556,1,14165556,0,1,-0.289130638623256,NA
S1_14165569,1,14165569,0,1,-0.255444938182869,NA
S1_14169991,1,14169991,0,1,0.292201596405377,NA
S1_14449070,1,14449070,0,1,-0.125843032108698,NA
S1_14449371,1,14449371,0,1,0.0179383074733224,NA
S1_14449374,1,14449374,0,1,-0.0365177236552015,NA
S1_14449375,1,14449375,0,1,0.0155092854446437,NA
S1_14449382,1,14449382,0,1,0.0155092854446437,NA
S1_14510422,1,14510422,0,1,-0.238286435306748,NA
S1_14803790,1,14803790,0,1,-0.211958326157358,NA
S1_14852237,1,14852237,0,1,0.155632086302951,NA
S1_15075522,1,15075522,0,1,0.193042520619464,NA
S1_15134219,1,15134219,0,1,-0.191243363391571,NA
S1_15169935,1,15169935,0,1,-0.0596990001256614,NA
S1_15169946,1,15169946,0,1,0.0392806451433287,NA
S1_15353573,1,15353573,0,1,0.334910808015849,NA
S1_15353577,1,15353577,0,1,-0.291659825643961,NA
S1_15779598,1,15779598,0,1,0.251236826709615,NA
S1_15779616,1,15779616,0,1,0.176120148653609,NA
S1_15995473,1,15995473,0,1,-1.58969549558707,NA
S1_16698844,1,16698844,0,1,NA,NA
S1_16698847,1,16698847,0,1,0.147676229495389,NA
S1_16777521,1,16777521,0,1,-0.160154951311625,NA
S1_16783629,1,16783629,0,1,0.326501432287998,NA
S1_16783659,1,16783659,0,1,0.317886939025882,NA
S1_16825995,1,16825995,0,1,-0.010420383051688,NA
S1_16826035,1,16826035,0,1,-0.23666179853943,NA
S1_16826037,1,16826037,0,1,-0.23666179853943,NA
S1_17494066,1,17494066,0,1,-0.165906108337666,NA
S1_17494133,1,17494133,0,1,-0.249256792895267,NA
S1_17673474,1,17673474,0,1,-0.08491704218374,NA
S1_17679542,1,17679542,0,1,0.0548313627512869,NA
S1_17679543,1,17679543,0,1,0.0429807199612782,NA
S1_17680181,1,17680181,0,1,0.262577910171025,NA
S1_18128939,1,18128939,0,1,-0.186694852802525,NA
S1_18199313,1,18199313,0,1,0.00154098731998431,NA
S1_18199356,1,18199356,0,1,0.252050814871609,NA
S1_18199385,1,18199385,0,1,0.252050814871609,NA
S1_18199403,1,18199403,0,1,0.288708836218362,NA
S1_18200092,1,18200092,0,1,-0.127061238504297,NA
S1_19104390,1,19104390,0,1,0.389402975634717,NA
S1_19235831,1,19235831,0,1,-0.0202859497562713,NA
S1_19296025,1,19296025,0,1,NA,NA
S1_19641987,1,19641987,0,1,-0.384474683383239,NA
S1_19642471,1,19642471,0,1,0.335293888987103,NA
S1_19642472,1,19642472,0,1,-0.0601898650916866,NA
S1_20908061,1,20908061,0,1,NA,NA
S1_20908700,1,20908700,0,1,NA,NA
S1_21471998,1,21471998,0,1,-0.561409128081991,NA
S1_21472039,1,21472039,0,1,-0.375031597298545,NA
S1_21474433,1,21474433,0,1,0.62779142885622,NA
S1_22069444,1,22069444,0,1,NA,NA
S1_22069470,1,22069470,0,1,0.413971644042519,NA
S1_22069480,1,22069480,0,1,0.535701281013637,NA
S1_22656076,1,22656076,0,1,-0.0383657883685729,NA
S1_22889156,1,22889156,0,1,-0.0285744679579025,NA
S1_22889335,1,22889335,0,1,0.0303559761182157,NA
S1_23065763,1,23065763,0,1,-0.0302081082387815,NA
S1_23564478,1,23564478,0,1,-0.752241785430833,NA
S1_23566233,1,23566233,0,1,-0.606856418422282,NA
S1_23609916,1,23609916,0,1,-0.203456722201679,NA
S1_23937384,1,23937384,0,1,-0.347998990335071,NA
S1_24206867,1,24206867,0,1,0.506960804783361,NA
S1_24206891,1,24206891,0,1,0.187257191681987,NA
S1_24206895,1,24206895,0,1,0.511618461849054,NA
S1_24583378,1,24583378,0,1,0.0564075542292315,NA
S1_24677190,1,24677190,0,1,0.201268884102305,NA
S1_24744012,1,24744012,0,1,-0.605953844776266,NA
S1_24931653,1,24931653,0,1,0.0850423272194121,NA
S1_25104791,1,25104791,0,1,0.0652153037613488,NA
S1_25104823,1,25104823,0,1,0.543010609745181,NA
S1_25376989,1,25376989,0,1,0.228318119685213,NA
S1_25416030,1,25416030,0,1,0.270237347611818,NA
S1_25876183,1,25876183,0,1,-0.0447198631391501,NA
S1_25876187,1,25876187,0,1,-0.288777521996543,NA
S1_26037580,1,26037580,0,1,0.00831937529302706,NA
S1_26331735,1,26331735,0,1,-0.340034393739764,NA
S1_26577939,1,26577939,0,1,-0.264508966559582,NA
S1_26577948,1,26577948,0,1,-0.217024253482563,NA
S1_26577963,1,26577963,0,1,-0.264508966559582,NA
S1_26690896,1,26690896,0,1,-0.438089488280653,NA
S1_26690897,1,26690897,0,1,-0.360291296954728,NA
S1_26690898,1,26690898,0,1,NA,NA
S1_26693198,1,26693198,0,1,NA,NA
S1_26693215,1,26693215,0,1,-0.580033956309457,NA
S1_26826973,1,26826973,0,1,-0.091710915985054,NA
S1_26912617,1,26912617,0,1,-0.0570435286032023,NA
S1_27100391,1,27100391,0,1,0.139692564017096,NA
S1_27501695,1,27501695,0,1,0.164200926624432,NA
S1_28293011,1,28293011,0,1,-0.483840572247097,NA
S1_28610542,1,28610542,0,1,NA,NA
S1_28610548,1,28610548,0,1,NA,NA
S1_28765554,1,28765554,0,1,NA,NA
S1_28794001,1,28794001,0,1,0.635768914427914,NA
S1_28794056,1,28794056,0,1,0.621803183433954,NA
S1_29031673,1,29031673,0,1,-0.182782348996504,NA
S1_29191594,1,29191594,0,1,-0.0875756280108249,NA
S1_29191601,1,29191601,0,1,0.0207504811786237,NA
S1_29191607,1,29191607,0,1,0.0207504811786237,NA
S1_29399963,1,29399963,0,1,0.160996964190304,NA
S1_29399970,1,29399970,0,1,0.15918205384952,NA
S1_29788435,1,29788435,0,1,-0.0932575045529447,NA
S1_30256482,1,30256482,0,1,0.420962312256805,NA
S1_30804753,1,30804753,0,1,-0.130980042881902,NA
S1_31249625,1,31249625,0,1,0.150853872121488,NA
S1_31249631,1,31249631,0,1,0.297908948405734,NA
S1_31249632,1,31249632,0,1,0.268166254635162,NA
S1_31249633,1,31249633,0,1,0.375132639456908,NA
S1_31249634,1,31249634,0,1,NA,NA
S1_31249715,1,31249715,0,1,0.273390641790058,NA
S1_31535892,1,31535892,0,1,-0.071070114603657,NA
S1_31743256,1,31743256,0,1,0.187967520668003,NA
S1_31747010,1,31747010,0,1,0.112642937397389,NA
S1_32052125,1,32052125,0,1,NA,NA
S1_32091619,1,32091619,0,1,0.458633754031354,NA
S1_32091810,1,32091810,0,1,-0.216994797681487,NA
S1_32091829,1,32091829,0,1,0.484311054384456,NA
S1_32156693,1,32156693,0,1,0.505008329903532,NA
S1_32228326,1,32228326,0,1,0.537816311266781,NA
S1_32228690,1,32228690,0,1,0.49656513401348,NA
S1_32228718,1,32228718,0,1,0.49656513401348,NA
S1_32228736,1,32228736,0,1,-0.427807805248548,NA
S1_32308604,1,32308604,0,1,0.819151996107351,NA
S1_32308654,1,32308654,0,1,-0.575419814514106,NA
S1_32578077,1,32578077,0,1,-0.73928285476218,NA
S1_32579163,1,32579163,0,1,NA,NA
S1_32579175,1,32579175,0,1,0.284178578880429,NA
S1_32580250,1,32580250,0,1,0.0363360859313389,NA
S1_32580263,1,32580263,0,1,0.0226939291945172,NA
S1_32581217,1,32581217,0,1,0.0648698533870444,NA
S1_32836825,1,32836825,0,1,0.402495045273007,NA
S1_32836832,1,32836832,0,1,NA,NA
S1_32836833,1,32836833,0,1,-0.352134772908272,NA
S1_32870933,1,32870933,0,1,-0.254935147312757,NA
S1_32870946,1,32870946,0,1,NA,NA
S1_32870947,1,32870947,0,1,-0.121168564581588,NA
S1_33111464,1,33111464,0,1,0.527803089820253,NA
S1_33112238,1,33112238,0,1,-0.0244902981012913,NA
S1_33112259,1,33112259,0,1,-0.0244902981012913,NA
S1_33121953,1,33121953,0,1,-0.0816309433333089,NA
S1_33121961,1,33121961,0,1,0.833209793210187,NA
S1_33124580,1,33124580,0,1,-0.0566514444019077,NA
S1_33162243,1,33162243,0,1,-0.737484260096039,NA
S1_33215375,1,33215375,0,1,0.453634221998016,NA
S1_33317868,1,33317868,0,1,0.51191947225584,NA
S1_33415725,1,33415725,0,1,-0.0515059105656235,NA
S1_33423719,1,33423719,0,1,-0.625288086719458,NA
S1_34387071,1,34387071,0,1,0.12622538055377,NA
S1_34406567,1,34406567,0,1,0.537305064301059,NA
S1_34716591,1,34716591,0,1,0.0445933981549587,NA
S1_34947864,1,34947864,0,1,NA,NA
S1_35055205,1,35055205,0,1,0.342384362391044,NA
S1_35133649,1,35133649,0,1,0.64163577557639,NA
S1_35136546,1,35136546,0,1,0.481823299457567,NA
S1_35136571,1,35136571,0,1,0.275932793769883,NA
S1_35136637,1,35136637,0,1,NA,NA
S1_35136654,1,35136654,0,1,0.0169233192910383,NA
S1_35136660,1,35136660,0,1,0.337490808316822,NA
S1_35136685,1,35136685,0,1,0.197965949135899,NA
S1_35136687,1,35136687,0,1,NA,NA
S1_35214633,1,35214633,0,1,0.157477439586209,NA
S1_35217574,1,35217574,0,1,-0.110944397340042,NA
S1_35581743,1,35581743,0,1,0.158600064714626,NA
S1_35888648,1,35888648,0,1,-0.239740336432249,NA
S1_35936597,1,35936597,0,1,-0.070459123213837,NA
S1_36153317,1,36153317,0,1,-0.024487390038118,NA
S1_36154218,1,36154218,0,1,-0.0532738571110727,NA
S1_36154257,1,36154257,0,1,0.340849789224201,NA
S1_36154260,1,36154260,0,1,0.346096139199041,NA
S1_36214043,1,36214043,0,1,-0.359352579445385,NA
S1_36221140,1,36221140,0,1,NA,NA
S1_36222121,1,36222121,0,1,-0.0343570206634922,NA
