Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,0.0175088458166427
S1_128373,1,128373,0,1,NA,0.206763480263422
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,0.482423647429045
S1_985248,1,985248,0,1,NA,-0.0378286387674082
S1_1000282,1,1000282,0,1,NA,-0.0716557343642701
S1_1001511,1,1001511,0,1,NA,0.00325117802932051
S1_1167803,1,1167803,0,1,NA,-0.187389039906069
S1_1195312,1,1195312,0,1,NA,0.0840142868661985
S1_1568364,1,1568364,0,1,NA,0.584269777800666
S1_1665404,1,1665404,0,1,NA,-0.119370283530366
S1_1665418,1,1665418,0,1,NA,-0.187389039906069
S1_1665430,1,1665430,0,1,NA,0.226677854796594
S1_1686778,1,1686778,0,1,NA,-0.13162667194402
S1_1763337,1,1763337,0,1,NA,0.220217355077077
S1_1763359,1,1763359,0,1,NA,0.507702934186529
S1_1763421,1,1763421,0,1,NA,-0.0236528669021842
S1_1780412,1,1780412,0,1,NA,-0.0669547285846754
S1_1787870,1,1787870,0,1,NA,-0.271470265850034
S1_1787892,1,1787892,0,1,NA,0.217506356168004
S1_1792012,1,1792012,0,1,NA,0.898242591914288
S1_1804228,1,1804228,0,1,NA,-0.267286086266581
S1_1804237,1,1804237,0,1,NA,-0.299256161876691
S1_1957407,1,1957407,0,1,NA,0.280373354420856
S1_2032165,1,2032165,0,1,NA,0.25184016415995
S1_2089532,1,2089532,0,1,NA,0.223631584058197
S1_2089585,1,2089585,0,1,NA,0.120369143855017
S1_2091448,1,2091448,0,1,NA,-0.149860519096316
S1_2091497,1,2091497,0,1,NA,-0.132198000821062
S1_2304094,1,2304094,0,1,NA,0.600530799898369
S1_2306736,1,2306736,0,1,NA,1.15770454700898
S1_2306739,1,2306739,0,1,NA,1.15770454700898
S1_2307001,1,2307001,0,1,NA,0.387654440765939
S1_2307011,1,2307011,0,1,NA,0.483547413669044
S1_2307071,1,2307071,0,1,NA,0.425059764208443
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,NA,1.93669893849632
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,NA,-0.170098557521956
S1_2336405,1,2336405,0,1,NA,0.199769040494017
S1_2431751,1,2431751,0,1,NA,0.265583131982383
S1_2466885,1,2466885,0,1,NA,-0.0995586166747039
S1_2467289,1,2467289,0,1,NA,-0.28592233799694
S1_2467298,1,2467298,0,1,NA,-0.143260590064615
S1_2467316,1,2467316,0,1,NA,-0.228296865348241
S1_2467319,1,2467319,0,1,NA,0.889281089748809
S1_2467326,1,2467326,0,1,NA,-0.00107854770011276
S1_2467328,1,2467328,0,1,NA,-0.241734700086018
S1_2467352,1,2467352,0,1,NA,1.03443837130741
S1_2468221,1,2468221,0,1,NA,-0.0427685996772582
S1_2469048,1,2469048,0,1,NA,0.079941750648169
S1_2469056,1,2469056,0,1,NA,1.93669893849632
S1_2469093,1,2469093,0,1,NA,-0.113854824993734
S1_2470205,1,2470205,0,1,NA,-0.44340944809956
S1_2537494,1,2537494,0,1,NA,-0.246725768041552
S1_2540555,1,2540555,0,1,NA,2.33969548561452
S1_2544068,1,2544068,0,1,NA,1.93669893849632
S1_2657797,1,2657797,0,1,NA,0.694613609307523
S1_2685989,1,2685989,0,1,NA,0.130163131257329
S1_2686010,1,2686010,0,1,NA,0.118048312832442
S1_2691832,1,2691832,0,1,NA,-0.207940287151122
S1_2691875,1,2691875,0,1,NA,-0.174308422898922
S1_2691904,1,2691904,0,1,NA,-0.0376693238632371
S1_2693911,1,2693911,0,1,NA,-0.0567956584114968
S1_2693968,1,2693968,0,1,NA,0.0850167631395447
S1_2693969,1,2693969,0,1,NA,0.350593468712792
S1_2693995,1,2693995,0,1,NA,0.33134937100545
S1_2693998,1,2693998,0,1,NA,-0.0324459837962266
S1_2727652,1,2727652,0,1,NA,0.0568796556599875
S1_2730433,1,2730433,0,1,NA,0.474727907606406
S1_2730435,1,2730435,0,1,NA,0.260665315172576
S1_2739890,1,2739890,0,1,NA,-0.0669547285846754
S1_2740904,1,2740904,0,1,NA,0.290360876528533
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,NA,0.0667309195789666
S1_2740925,1,2740925,0,1,NA,1.71356558219538e-05
S1_2745817,1,2745817,0,1,NA,0.320982340597216
S1_2746546,1,2746546,0,1,NA,1.6125788460648
S1_2747010,1,2747010,0,1,NA,-0.22457937050365
S1_2748931,1,2748931,0,1,NA,0.156951119257281
S1_2753170,1,2753170,0,1,NA,0.0440398906803705
S1_2753256,1,2753256,0,1,NA,0.0631271773246022
S1_2753385,1,2753385,0,1,NA,0.0398090857536025
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,NA,0.0365415015717563
S1_2754198,1,2754198,0,1,NA,-0.0669547285846754
S1_2754503,1,2754503,0,1,NA,0.209618855068501
S1_2784031,1,2784031,0,1,NA,0.0245857588063305
S1_2784065,1,2784065,0,1,NA,-0.236418915807653
S1_2784178,1,2784178,0,1,NA,0.622883281974691
S1_2784215,1,2784215,0,1,NA,0.450863005866271
S1_2794443,1,2794443,0,1,NA,0.156951119257281
S1_2794651,1,2794651,0,1,NA,0.0596654641413771
S1_2794670,1,2794670,0,1,NA,0.0468388535780013
S1_2801538,1,2801538,0,1,NA,-0.174967463483985
S1_2801547,1,2801547,0,1,NA,-0.131325685509246
S1_2803636,1,2803636,0,1,NA,-0.00528851404815445
S1_2803659,1,2803659,0,1,NA,-0.140712435602826
S1_2803686,1,2803686,0,1,NA,0.603221181094844
S1_2842393,1,2842393,0,1,NA,-0.111705133191393
S1_2842395,1,2842395,0,1,NA,0.0160626490801739
S1_2842612,1,2842612,0,1,NA,-0.248368506712986
S1_2858812,1,2858812,0,1,NA,0.516569360832911
S1_2858936,1,2858936,0,1,NA,-0.0380794855227446
S1_2872305,1,2872305,0,1,NA,0.180133088553159
S1_2872340,1,2872340,0,1,NA,-0.103793835888759
S1_2937746,1,2937746,0,1,NA,-0.0603495592988108
S1_2940981,1,2940981,0,1,NA,-0.327468056565945
S1_2942391,1,2942391,0,1,NA,-0.00247716288358293
S1_2942412,1,2942412,0,1,NA,-0.0877621748909835
S1_2942413,1,2942413,0,1,NA,0.264829305737402
S1_2956835,1,2956835,0,1,NA,-0.164524296571338
S1_2957197,1,2957197,0,1,NA,0.296020996133646
S1_2957263,1,2957263,0,1,NA,0.16431136905618
S1_2957286,1,2957286,0,1,NA,0.276493224555239
S1_2957312,1,2957312,0,1,NA,-0.222357864875096
S1_3000657,1,3000657,0,1,NA,0.930146955834723
S1_3000668,1,3000668,0,1,NA,0.930146955834723
S1_3000812,1,3000812,0,1,NA,-0.390967303609141
S1_3000850,1,3000850,0,1,NA,-0.18751485178834
S1_3001062,1,3001062,0,1,NA,0.0468172219257
S1_3010423,1,3010423,0,1,NA,0.103116594501147
S1_3022795,1,3022795,0,1,NA,0.00852455942574952
