Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,0.10283698108998
S1_2091448,1,2091448,0,1,0.135551903370257
S1_2307029,1,2307029,0,1,1.53033276472208
S1_2307053,1,2307053,0,1,0.164425248187691
S1_2307134,1,2307134,0,1,NA
S1_2467316,1,2467316,0,1,0.150241714739771
S1_2469048,1,2469048,0,1,NA
S1_2469056,1,2469056,0,1,NA
S1_2469082,1,2469082,0,1,NA
S1_2469093,1,2469093,0,1,0.347341645292021
S1_2544060,1,2544060,0,1,0.304388759973477
S1_2691904,1,2691904,0,1,0.0199160532652571
S1_2691906,1,2691906,0,1,0.0199160532652571
S1_2693670,1,2693670,0,1,1.26535455457473
S1_2693676,1,2693676,0,1,0.900492092567348
S1_2693869,1,2693869,0,1,0.386255228541933
S1_2693911,1,2693911,0,1,0.645426272355145
S1_2693995,1,2693995,0,1,0.19491448466182
S1_2694004,1,2694004,0,1,0.586191032759123
S1_2740925,1,2740925,0,1,0.399679603220032
S1_2753153,1,2753153,0,1,0.129429892981892
S1_2753327,1,2753327,0,1,0.148725562731349
S1_2753420,1,2753420,0,1,0.29522032959005
S1_2784213,1,2784213,0,1,0.138842307859035
S1_2784215,1,2784215,0,1,0.210704580380543
S1_2801538,1,2801538,0,1,1.23640362145906
S1_2803659,1,2803659,0,1,0.532803167330528
S1_2803686,1,2803686,0,1,0.535241085171284
S1_2937746,1,2937746,0,1,0.0178732288350811
S1_3010418,1,3010418,0,1,0.0520118418334937
S1_3010423,1,3010423,0,1,0.0520118418334937
S1_3010424,1,3010424,0,1,0.0520118418334937
S1_3010434,1,3010434,0,1,0.0520118418334937
S1_3010439,1,3010439,0,1,0.267182771635751
S1_3010445,1,3010445,0,1,0.0518420257428907
S1_3010447,1,3010447,0,1,0.0518420257428907
S1_3029136,1,3029136,0,1,0.11701123793631
S1_3029139,1,3029139,0,1,0.0275291987642583
S1_3135749,1,3135749,0,1,0.0442959394529459
S1_3135753,1,3135753,0,1,0.172615188374102
S1_3197144,1,3197144,0,1,0.28217534417307
S1_3197156,1,3197156,0,1,0.418695152096109
S1_3197160,1,3197160,0,1,1.28375315595851
S1_3197164,1,3197164,0,1,0.678108648063179
S1_3269687,1,3269687,0,1,0.50630017582085
S1_3279302,1,3279302,0,1,0.334338949776875
S1_3282170,1,3282170,0,1,0.185119748914784
S1_3405322,1,3405322,0,1,0.101268601144446
S1_3405346,1,3405346,0,1,0.101268601144446
S1_3405632,1,3405632,0,1,0.137159318798607
S1_3650455,1,3650455,0,1,0.300898560802847
S1_3703741,1,3703741,0,1,0.267496768459216
S1_3703762,1,3703762,0,1,0.00811969473284096
S1_3739861,1,3739861,0,1,0.208112809148734
S1_4018295,1,4018295,0,1,0.27180611684781
S1_4040233,1,4040233,0,1,0.141150998252888
S1_4040251,1,4040251,0,1,0.734234060731049
S1_4452378,1,4452378,0,1,0.325675220821306
S1_4519154,1,4519154,0,1,0.308648847688505
S1_4548845,1,4548845,0,1,1.08722579008694
S1_4979298,1,4979298,0,1,0.182658916369257
S1_4994210,1,4994210,0,1,0.351211465551893
S1_5006696,1,5006696,0,1,0.811238538024714
S1_5091849,1,5091849,0,1,0.413092861610556
S1_5745185,1,5745185,0,1,0.214371472023524
S1_5745195,1,5745195,0,1,NA
S1_5745514,1,5745514,0,1,0.158580412017984
S1_5745520,1,5745520,0,1,0.162761563809826
S1_6220288,1,6220288,0,1,0.125454987678992
S1_6220289,1,6220289,0,1,0.125454987678992
S1_6234773,1,6234773,0,1,0.175850640895251
S1_6234790,1,6234790,0,1,0.207391536273674
S1_6234801,1,6234801,0,1,0.150006739367742
S1_6425499,1,6425499,0,1,0.406093673605127
S1_6425509,1,6425509,0,1,NA
S1_6431158,1,6431158,0,1,NA
S1_6431197,1,6431197,0,1,0.713350189619274
S1_6431227,1,6431227,0,1,0.139077081300385
S1_6433450,1,6433450,0,1,0.33819944211789
S1_6549984,1,6549984,0,1,0.150715475855929
S1_6850821,1,6850821,0,1,NA
S1_6921570,1,6921570,0,1,1.54016352703146
S1_6922850,1,6922850,0,1,0.984247376022548
S1_6923719,1,6923719,0,1,0.125883408927424
S1_6923804,1,6923804,0,1,0.373954617060794
S1_7079762,1,7079762,0,1,0.203297529444759
S1_7091205,1,7091205,0,1,0.898016282495425
S1_7161470,1,7161470,0,1,0.334553810719658
S1_7161473,1,7161473,0,1,0.334553810719658
S1_7299841,1,7299841,0,1,0.573038363466297
S1_7355728,1,7355728,0,1,0.140846978420346
S1_7355735,1,7355735,0,1,0.341420703848434
S1_7355739,1,7355739,0,1,0.39049265572673
S1_7389879,1,7389879,0,1,0.0636594589138858
S1_7390282,1,7390282,0,1,0.0661690353330966
S1_7390746,1,7390746,0,1,0.151876069143475
S1_7390758,1,7390758,0,1,0.104831037428604
S1_7390769,1,7390769,0,1,0.646230982832596
S1_7390776,1,7390776,0,1,0.128307002829083
S1_7391420,1,7391420,0,1,0.0154038073026229
S1_7397625,1,7397625,0,1,0.146391263608955
S1_8038925,1,8038925,0,1,0.327378123996043
S1_8271524,1,8271524,0,1,0.0245479389277713
S1_8355740,1,8355740,0,1,0.752224536861798
S1_8450316,1,8450316,0,1,0.951146771347885
S1_8538065,1,8538065,0,1,0.200592628387509
S1_8538275,1,8538275,0,1,0.0812893601557228
S1_8541287,1,8541287,0,1,NA
S1_8637215,1,8637215,0,1,NA
S1_8656801,1,8656801,0,1,0.0946442362211265
S1_8656813,1,8656813,0,1,0.0699362978531928
S1_9058898,1,9058898,0,1,0.134855327479283
S1_9058931,1,9058931,0,1,0.317548651971481
S1_9123511,1,9123511,0,1,0.190128946726639
S1_9216202,1,9216202,0,1,0.122459026140379
S1_9301439,1,9301439,0,1,0.33984037198486
S1_9396313,1,9396313,0,1,0.313918804240909
S1_9396331,1,9396331,0,1,0.026507318812191
S1_9437011,1,9437011,0,1,NA
S1_9526267,1,9526267,0,1,0.138124936158688
S1_9581609,1,9581609,0,1,0.250192170203748
S1_9581620,1,9581620,0,1,0.487456698610849
S1_9956400,1,9956400,0,1,1.08611803416887
S1_9956412,1,9956412,0,1,1.03336826944841
S1_9957099,1,9957099,0,1,0.105601344034703
S1_10096289,1,10096289,0,1,NA
S1_10436215,1,10436215,0,1,0.233835133847991
S1_10436225,1,10436225,0,1,0.311771368828762
S1_10436226,1,10436226,0,1,0.333809025830857
S1_10436233,1,10436233,0,1,0.333809025830857
S1_10584075,1,10584075,0,1,1.0109943099776
S1_10584085,1,10584085,0,1,0.420694127999171
S1_10584153,1,10584153,0,1,NA
S1_10826196,1,10826196,0,1,0.593394666409045
S1_10826945,1,10826945,0,1,1.1265014105523
S1_10826970,1,10826970,0,1,1.27671389750797
S1_10899900,1,10899900,0,1,0.456006608480877
S1_10960784,1,10960784,0,1,0.00130332312052639
S1_10960811,1,10960811,0,1,0.197064325594861
S1_10960976,1,10960976,0,1,0.3986163792336
S1_11476884,1,11476884,0,1,0.0985740541203616
S1_11533071,1,11533071,0,1,0.152560399228147
S1_11793062,1,11793062,0,1,0.265191235990941
S1_11910984,1,11910984,0,1,0.662127595846051
S1_11911006,1,11911006,0,1,0.125324555796092
S1_11944909,1,11944909,0,1,0.263819899464269
S1_11949055,1,11949055,0,1,0.382109571240351
S1_11949092,1,11949092,0,1,0.0630241987973557
S1_11949102,1,11949102,0,1,0.382109571240351
S1_11949112,1,11949112,0,1,NA
S1_11951941,1,11951941,0,1,0.10642105308032
S1_11951944,1,11951944,0,1,0.0179179702131484
S1_11992906,1,11992906,0,1,0.100145193139038
S1_12146738,1,12146738,0,1,0.0712765998621216
S1_12169653,1,12169653,0,1,0.471883510129498
S1_12176349,1,12176349,0,1,0.0811947028547216
S1_12176352,1,12176352,0,1,0.630677653421608
S1_12209994,1,12209994,0,1,0.81260632851803
S1_12256115,1,12256115,0,1,0.223961560070826
S1_12309541,1,12309541,0,1,0.596931871500502
S1_12309645,1,12309645,0,1,0.584789989779044
S1_12309647,1,12309647,0,1,0.00797728386630827
S1_12344369,1,12344369,0,1,0.276208466153317
S1_12344374,1,12344374,0,1,0.45323289782886
S1_12344470,1,12344470,0,1,0.129309739303243
S1_12357413,1,12357413,0,1,0.986209208690399
S1_12481563,1,12481563,0,1,0.0237279486766126
S1_12481583,1,12481583,0,1,0.362086359711531
S1_12521405,1,12521405,0,1,0.0158989343611389
S1_12521523,1,12521523,0,1,0.932773157504375
S1_12521525,1,12521525,0,1,0.225051162967207
S1_12521527,1,12521527,0,1,0.932773157504375
S1_12852920,1,12852920,0,1,0.0607863207035051
S1_12855584,1,12855584,0,1,0.100110220423476
S1_12855585,1,12855585,0,1,0.100110220423476
S1_13643091,1,13643091,0,1,0.108898514699703
S1_14032166,1,14032166,0,1,0.46150563314704
S1_14032198,1,14032198,0,1,0.621736078908804
S1_14033579,1,14033579,0,1,0.330090413402994
S1_14103918,1,14103918,0,1,0.121467100479769
S1_14165553,1,14165553,0,1,1.1064966715246
S1_14165556,1,14165556,0,1,0.306705547027252
S1_14165569,1,14165569,0,1,0.168881094667313
S1_14169991,1,14169991,0,1,0.249819281271608
S1_14449070,1,14449070,0,1,0.165866291820198
S1_14449371,1,14449371,0,1,0.118277636720679
S1_14449374,1,14449374,0,1,0.588861594266019
S1_14449375,1,14449375,0,1,0.159147304989609
S1_14449382,1,14449382,0,1,0.159147304989609
S1_14510422,1,14510422,0,1,0.220952773914567
S1_14803790,1,14803790,0,1,0.646434917096283
S1_14852237,1,14852237,0,1,0.119598409228795
S1_15075522,1,15075522,0,1,0.231939948150292
S1_15134219,1,15134219,0,1,0.168479696156665
S1_15169935,1,15169935,0,1,0.550278516445516
S1_15169946,1,15169946,0,1,0.291858075488041
S1_15353573,1,15353573,0,1,0.7688225195051
S1_15353577,1,15353577,0,1,0.3037703449151
S1_15779598,1,15779598,0,1,0.567124328375938
S1_15779616,1,15779616,0,1,0.655332035523609
S1_15995473,1,15995473,0,1,0.241517169551278
S1_16698844,1,16698844,0,1,NA
S1_16698847,1,16698847,0,1,0.942706308700356
S1_16777521,1,16777521,0,1,0.244479149494007
S1_16783629,1,16783629,0,1,0.840667388635767
S1_16783659,1,16783659,0,1,0.795346422864093
S1_16825995,1,16825995,0,1,0.382063259520475
S1_16826035,1,16826035,0,1,0.411155495417488
S1_16826037,1,16826037,0,1,0.411155495417488
S1_17494066,1,17494066,0,1,0.656610355195686
S1_17494133,1,17494133,0,1,0.214545636354356
S1_17673474,1,17673474,0,1,0.181225204373272
S1_17679542,1,17679542,0,1,0.327833857771833
