Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,-0.096280757739973
S1_128373,1,128373,0,1,NA,0.394301013039421
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,1.17878165857222
S1_985248,1,985248,0,1,NA,0.0481821701337602
S1_1000282,1,1000282,0,1,NA,-0.24076507072811
S1_1001511,1,1001511,0,1,NA,-0.696102028738041
S1_1167803,1,1167803,0,1,NA,-1.38548852688677
S1_1195312,1,1195312,0,1,NA,0.113887048143737
S1_1568364,1,1568364,0,1,NA,0.612424910133617
S1_1665404,1,1665404,0,1,NA,-0.33822846111312
S1_1665418,1,1665418,0,1,NA,-1.38548852688677
S1_1665430,1,1665430,0,1,NA,0.401547512149538
S1_1686778,1,1686778,0,1,NA,-0.330838627419982
S1_1763337,1,1763337,0,1,NA,0.466172934513965
S1_1763359,1,1763359,0,1,NA,0.827732840324801
S1_1763421,1,1763421,0,1,NA,-0.278928114390186
S1_1780412,1,1780412,0,1,NA,-0.783095727550715
S1_1787870,1,1787870,0,1,NA,-0.130108372174604
S1_1787892,1,1787892,0,1,NA,0.46767488476042
S1_1792012,1,1792012,0,1,NA,1.68393545262018
S1_1804228,1,1804228,0,1,NA,-0.366731153512116
S1_1804237,1,1804237,0,1,NA,-0.239295737956774
S1_1957407,1,1957407,0,1,NA,0.392234246412869
S1_2032165,1,2032165,0,1,NA,0.369154407674299
S1_2089532,1,2089532,0,1,NA,-0.0198263915645139
S1_2089585,1,2089585,0,1,NA,-0.25383863135838
S1_2091448,1,2091448,0,1,NA,-0.192493652412332
S1_2091497,1,2091497,0,1,NA,0.0424468128754985
S1_2304094,1,2304094,0,1,NA,1.06909409561916
S1_2306736,1,2306736,0,1,NA,1.75781211603618
S1_2306739,1,2306739,0,1,NA,1.75781211603618
S1_2307001,1,2307001,0,1,NA,0.163432392820441
S1_2307011,1,2307011,0,1,NA,0.33385764995311
