Marker,Chrom,Position,Ref,Alt,additive,general
S1_1000282,1,1000282,0,1,0.123173715911476,0.0335711793415837
S1_2091448,1,2091448,0,1,0.192768424370168,0.120267753617218
S1_2307029,1,2307029,0,1,0.949483404672231,1.5508402785281
S1_2307053,1,2307053,0,1,0.555910603701009,0.671787569910996
S1_2307134,1,2307134,0,1,NA,NA
S1_2467316,1,2467316,0,1,0.00709189158762859,0.211444871843697
S1_2469048,1,2469048,0,1,NA,NA
S1_2469056,1,2469056,0,1,NA,NA
S1_2469082,1,2469082,0,1,NA,NA
S1_2469093,1,2469093,0,1,0.207625856562737,0.0733592664316597
S1_2544060,1,2544060,0,1,0.255994610251534,0.861139650546961
S1_2691904,1,2691904,0,1,0.624047301293373,0.375045716209925
S1_2691906,1,2691906,0,1,0.624047301293373,0.375045716209925
S1_2693670,1,2693670,0,1,0.482519215532113,0.446715588726905
S1_2693676,1,2693676,0,1,0.00560146583673715,0.146468974660492
S1_2693869,1,2693869,0,1,0.253153759271942,0.088517342437977
S1_2693911,1,2693911,0,1,0.287652312086053,0.445533430434891
S1_2693995,1,2693995,0,1,0.312275071034801,0.279969619892478
S1_2694004,1,2694004,0,1,0.2281567496922,0.143996129500243
S1_2740925,1,2740925,0,1,0.700893947184079,0.739893949597353
S1_2753153,1,2753153,0,1,0.879642256039318,0.702023887732593
S1_2753327,1,2753327,0,1,0.804326216771888,0.596601785232725
S1_2753420,1,2753420,0,1,0.713238284405797,0.742423348594809
S1_2784213,1,2784213,0,1,0.372689870225062,0.157772966279995
S1_2784215,1,2784215,0,1,0.233791020723792,0.0852042081484097
S1_2801538,1,2801538,0,1,0.186472904404021,0.271571082726549
S1_2803659,1,2803659,0,1,0.00335949035596529,0.127218962163006
S1_2803686,1,2803686,0,1,0.300191864360311,0.212449994625228
S1_2937746,1,2937746,0,1,0.136324367519088,0.0781954854317038
S1_3010418,1,3010418,0,1,0.523388142940392,0.238723140106041
S1_3010423,1,3010423,0,1,0.523388142940392,0.238723140106041
S1_3010424,1,3010424,0,1,0.523388142940392,0.238723140106041
S1_3010434,1,3010434,0,1,0.523388142940392,0.238723140106041
S1_3010439,1,3010439,0,1,0.255574624360692,0.645843265040479
S1_3010445,1,3010445,0,1,0.547037414127648,0.254741206120773
S1_3010447,1,3010447,0,1,0.547037414127648,0.254741206120773
S1_3029136,1,3029136,0,1,0.545738000460205,0.398109380079162
S1_3029139,1,3029139,0,1,0.676675186724041,0.34074571715832
S1_3135749,1,3135749,0,1,0.0140348656488083,0.0559124872530183
S1_3135753,1,3135753,0,1,1.59321191698179,1.58661352987811
S1_3197144,1,3197144,0,1,0.00479083893081773,0.0156668881433771
S1_3197156,1,3197156,0,1,0.711328051050623,0.581411611877979
S1_3197160,1,3197160,0,1,0.740856613579439,1.35417910164352
S1_3197164,1,3197164,0,1,0.671917309048683,0.786652182451283
S1_3269687,1,3269687,0,1,0.133359921767521,0.104517980761976
S1_3279302,1,3279302,0,1,0.460761705240552,0.420902334305387
S1_3282170,1,3282170,0,1,0.385597227952041,0.548965932770881
S1_3405322,1,3405322,0,1,0.372081185875776,0.150767679395406
S1_3405346,1,3405346,0,1,0.372081185875776,0.150767679395406
S1_3405632,1,3405632,0,1,0.131962134179946,0.0315413409779444
S1_3650455,1,3650455,0,1,0.22995712641648,0.189820660649902
S1_3703741,1,3703741,0,1,0.0805309691110598,0.544586923608054
S1_3703762,1,3703762,0,1,0.449892036937395,0.225615896780325
S1_3739861,1,3739861,0,1,0.113927257911368,0.429695191053063
S1_4018295,1,4018295,0,1,0.558835222636782,0.345936894096845
S1_4040233,1,4040233,0,1,0.0610478289162343,0.0399520635852518
S1_4040251,1,4040251,0,1,0.279170495622937,0.610048563164053
S1_4452378,1,4452378,0,1,0.276416222747284,0.249137867291688
S1_4519154,1,4519154,0,1,0.31852966612861,0.399282136070755
S1_4548845,1,4548845,0,1,1.48259520854293,1.30628406894147
S1_4979298,1,4979298,0,1,0.0112227398420371,0.113041978670567
S1_4994210,1,4994210,0,1,0.0163410948361859,0.225804551524763
S1_5006696,1,5006696,0,1,0.41228330859577,0.163296528836498
S1_5091849,1,5091849,0,1,0.897333701422159,0.531275182125273
S1_5745185,1,5745185,0,1,0.776395362496836,0.753903794326788
S1_5745195,1,5745195,0,1,NA,NA
S1_5745514,1,5745514,0,1,0.348251789837899,0.124730799901038
S1_5745520,1,5745520,0,1,0.407740868715551,0.215602199673508
S1_6220288,1,6220288,0,1,0.12693211811753,0.0238578950910152
S1_6220289,1,6220289,0,1,0.12693211811753,0.0238578950910152
S1_6234773,1,6234773,0,1,0.0520638119747338,0.00597015763051494
S1_6234790,1,6234790,0,1,0.0188377259334613,0.00147235756619784
S1_6234801,1,6234801,0,1,0.616500400910457,0.298536315363152
S1_6425499,1,6425499,0,1,1.01457164037511,0.972352058553352
S1_6425509,1,6425509,0,1,NA,NA
S1_6431158,1,6431158,0,1,NA,NA
S1_6431197,1,6431197,0,1,0.506779736389625,0.244620804104737
S1_6431227,1,6431227,0,1,0.284299711538328,0.271503223227352
S1_6433450,1,6433450,0,1,0.756722208067237,1.25754035920432
S1_6549984,1,6549984,0,1,0.222294235172041,0.0603779706538197
S1_6850821,1,6850821,0,1,NA,NA
S1_6921570,1,6921570,0,1,0.648636037569859,0.652375216364522
S1_6922850,1,6922850,0,1,0.908891199665255,0.525761077468262
S1_6923719,1,6923719,0,1,0.681239764845906,0.411480970386038
S1_6923804,1,6923804,0,1,0.0321981359691797,0.335819940584167
S1_7079762,1,7079762,0,1,1.39545570100698,0.928129956835722
S1_7091205,1,7091205,0,1,0.106710120213484,0.737807101972463
S1_7161470,1,7161470,0,1,0.550216969613869,0.57029825589407
S1_7161473,1,7161473,0,1,0.550216969613869,0.57029825589407
S1_7299841,1,7299841,0,1,0.398767273336135,0.260299459509842
S1_7355728,1,7355728,0,1,0.470593647540007,0.248528001813959
S1_7355735,1,7355735,0,1,0.292776030586276,0.285126938989399
S1_7355739,1,7355739,0,1,1.3061771326224,0.89031690424832
S1_7389879,1,7389879,0,1,0.154312639699228,0.0481162122234299
S1_7390282,1,7390282,0,1,0.660810769011519,0.335093444834284
S1_7390746,1,7390746,0,1,0.000999324691670707,0.0176131719787441
S1_7390758,1,7390758,0,1,0.181926329796003,0.0916241801071934
S1_7390769,1,7390769,0,1,0.0140550160183843,1.6124656586535
S1_7390776,1,7390776,0,1,0.267426617069717,0.134528801548299
S1_7391420,1,7391420,0,1,0.318993599322221,0.176000193784259
S1_7397625,1,7397625,0,1,0.789882001003877,0.54625037960155
S1_8038925,1,8038925,0,1,0.121453584023413,0.160895904531623
S1_8271524,1,8271524,0,1,0.094077195733702,0.0135187495139151
