Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,-0.00108882588035752
S1_128373,1,128373,0,1,NA,-0.00525941119199856
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,-0.058340044289656
S1_985248,1,985248,0,1,NA,-0.000490152421899133
S1_1000282,1,1000282,0,1,NA,0.0112851865612974
S1_1001511,1,1001511,0,1,NA,0.0182482615454873
S1_1167803,1,1167803,0,1,NA,-0.000175071315932715
S1_1195312,1,1195312,0,1,NA,0.0237028832939633
S1_1568364,1,1568364,0,1,NA,-0.015928815936633
S1_1665404,1,1665404,0,1,NA,-0.0433977919161237
S1_1665418,1,1665418,0,1,NA,-0.000175071315932715
S1_1665430,1,1665430,0,1,NA,-0.0189477904356968
S1_1686778,1,1686778,0,1,NA,0.0330147274344297
S1_1763337,1,1763337,0,1,NA,0.00715087127392203
S1_1763359,1,1763359,0,1,NA,-0.0593021856671858
S1_1763421,1,1763421,0,1,NA,-0.00466079487671544
S1_1780412,1,1780412,0,1,NA,-0.0111548491794463
S1_1787870,1,1787870,0,1,NA,0.0449291131753971
S1_1787892,1,1787892,0,1,NA,-0.0606682563809132
S1_1792012,1,1792012,0,1,NA,-0.0821508159422248
S1_1804228,1,1804228,0,1,NA,0.0251251165005732
S1_1804237,1,1804237,0,1,NA,0.0321022467052285
S1_1957407,1,1957407,0,1,NA,-0.0424111422583474
S1_2032165,1,2032165,0,1,NA,-0.0106775516526846
S1_2089532,1,2089532,0,1,NA,0.0398090529806915
S1_2089585,1,2089585,0,1,NA,0.0350676865827095
S1_2091448,1,2091448,0,1,NA,0.0432946918951406
S1_2091497,1,2091497,0,1,NA,-0.086131860165981
S1_2304094,1,2304094,0,1,NA,-0.0367281692881286
S1_2306736,1,2306736,0,1,NA,-0.0858060293029277
S1_2306739,1,2306739,0,1,NA,-0.0858060293029277
S1_2307001,1,2307001,0,1,NA,-0.0465131727006966
S1_2307011,1,2307011,0,1,NA,-0.0557810110249405
S1_2307071,1,2307071,0,1,NA,-0.0286578239731909
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,NA,-0.0299827202539426
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,NA,-0.0601798618878117
S1_2336405,1,2336405,0,1,NA,0.00103785104792836
S1_2431751,1,2431751,0,1,NA,-0.0435809694217795
S1_2466885,1,2466885,0,1,NA,-0.0961937014074035
S1_2467289,1,2467289,0,1,NA,0.0491101430739415
S1_2467298,1,2467298,0,1,NA,0.0455836020452199
S1_2467316,1,2467316,0,1,NA,-0.018970885187383
S1_2467319,1,2467319,0,1,NA,0.0149880821857613
S1_2467326,1,2467326,0,1,NA,-0.00230873646043989
S1_2467328,1,2467328,0,1,NA,0.0743738094848586
S1_2467352,1,2467352,0,1,NA,0.0501255852159748
S1_2468221,1,2468221,0,1,NA,0.0290301434501963
S1_2469048,1,2469048,0,1,NA,0.0308342143383521
S1_2469056,1,2469056,0,1,NA,-0.0299827202539426
S1_2469093,1,2469093,0,1,NA,0.0300337834459369
S1_2470205,1,2470205,0,1,NA,0.0309973885339736
S1_2537494,1,2537494,0,1,NA,0.0223826625756641
S1_2540555,1,2540555,0,1,NA,-0.00753771812478582
S1_2544068,1,2544068,0,1,NA,-0.0299827202539426
S1_2657797,1,2657797,0,1,NA,-0.00327871198455836
S1_2685989,1,2685989,0,1,NA,0.0258816657086894
S1_2686010,1,2686010,0,1,NA,-0.0224811890715525
S1_2691832,1,2691832,0,1,NA,-0.0067673325663667
S1_2691875,1,2691875,0,1,NA,0.00355201023628721
S1_2691904,1,2691904,0,1,NA,0.0110469534662301
S1_2693911,1,2693911,0,1,NA,-0.0106883418951673
S1_2693968,1,2693968,0,1,NA,0.013508725367773
S1_2693969,1,2693969,0,1,NA,-0.0252342316683618
S1_2693995,1,2693995,0,1,NA,-0.0171762548524029
S1_2693998,1,2693998,0,1,NA,0.00067245719657863
S1_2727652,1,2727652,0,1,NA,-0.0423677327095184
S1_2730433,1,2730433,0,1,NA,-0.0117673426687273
S1_2730435,1,2730435,0,1,NA,0.0334796503936111
S1_2739890,1,2739890,0,1,NA,-0.0111548491794463
S1_2740904,1,2740904,0,1,NA,0.0181161458667023
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,NA,-0.0381007163313971
S1_2740925,1,2740925,0,1,NA,-0.0262144642929873
S1_2745817,1,2745817,0,1,NA,0.00990106681564638
S1_2746546,1,2746546,0,1,NA,0.0570981381235302
S1_2747010,1,2747010,0,1,NA,-0.0301612238082892
S1_2748931,1,2748931,0,1,NA,-0.125473513228904
S1_2753170,1,2753170,0,1,NA,-0.0850718016450294
S1_2753256,1,2753256,0,1,NA,-0.000105327712693355
S1_2753385,1,2753385,0,1,NA,0.0204957613563415
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,NA,-0.0357253953975802
S1_2754198,1,2754198,0,1,NA,-0.0111548491794463
S1_2754503,1,2754503,0,1,NA,0.0282198542725285
S1_2784031,1,2784031,0,1,NA,-0.0346160784484651
S1_2784065,1,2784065,0,1,NA,0.00901971715913261
S1_2784178,1,2784178,0,1,NA,0.0250188856769686
S1_2784215,1,2784215,0,1,NA,0.0352451257440001
S1_2794443,1,2794443,0,1,NA,-0.125473513228904
S1_2794651,1,2794651,0,1,NA,-0.0449891231651517
S1_2794670,1,2794670,0,1,NA,-0.0530630021404616
S1_2801538,1,2801538,0,1,NA,0.0170090535736475
S1_2801547,1,2801547,0,1,NA,0.00735257355975798
S1_2803636,1,2803636,0,1,NA,0.0104476859490211
S1_2803659,1,2803659,0,1,NA,0.032198041935569
S1_2803686,1,2803686,0,1,NA,-0.0794504312325318
S1_2842393,1,2842393,0,1,NA,0.0193692257327826
S1_2842395,1,2842395,0,1,NA,-0.000792679161979068
S1_2842612,1,2842612,0,1,NA,0.0176748556628269
