Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,-0.275915073713463
S1_128373,1,128373,0,1,NA,0.0535757659972091
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,0.154748263509191
S1_985248,1,985248,0,1,NA,0.00543897376809355
S1_1000282,1,1000282,0,1,NA,0.0775475973205744
S1_1001511,1,1001511,0,1,NA,NA
S1_1167803,1,1167803,0,1,NA,NA
S1_1195312,1,1195312,0,1,NA,0.20580438206116
S1_1568364,1,1568364,0,1,NA,0.209832263820999
S1_1665404,1,1665404,0,1,NA,0.162570192387193
S1_1665418,1,1665418,0,1,NA,1.1987509030285
S1_1665430,1,1665430,0,1,NA,-0.309634733726114
S1_1686778,1,1686778,0,1,NA,0.334847086728303
S1_1763337,1,1763337,0,1,NA,0.301900043266755
S1_1763359,1,1763359,0,1,NA,-0.665218868162526
S1_1763421,1,1763421,0,1,NA,0.189205513632487
S1_1780412,1,1780412,0,1,NA,NA
S1_1787870,1,1787870,0,1,NA,0.0138367642903745
S1_1787892,1,1787892,0,1,NA,-0.0898823580844237
S1_1792012,1,1792012,0,1,NA,-0.174913686660375
S1_1804228,1,1804228,0,1,NA,-0.00436406741852124
S1_1804237,1,1804237,0,1,NA,0.100417041283549
S1_1957407,1,1957407,0,1,NA,-0.577989116769231
S1_2032165,1,2032165,0,1,NA,-0.190711348193588
S1_2089532,1,2089532,0,1,NA,0.0613310454286875
S1_2089585,1,2089585,0,1,NA,-0.142779076821967
S1_2091448,1,2091448,0,1,NA,-0.236177435173772
S1_2091497,1,2091497,0,1,NA,-0.118558855347203
S1_2304094,1,2304094,0,1,NA,-0.343399094861866
S1_2306736,1,2306736,0,1,NA,-0.391021889420472
S1_2306739,1,2306739,0,1,NA,-0.743324513825769
S1_2307001,1,2307001,0,1,NA,-0.854288685234337
S1_2307011,1,2307011,0,1,NA,-0.717145875704205
S1_2307071,1,2307071,0,1,NA,-0.629064101313247
S1_2307256,1,2307256,0,1,NA,0.417796331199213
S1_2307287,1,2307287,0,1,NA,0.456605528017747
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,NA,0.23348398630543
S1_2336405,1,2336405,0,1,NA,-0.425960440470476
S1_2431751,1,2431751,0,1,NA,-0.889555784351671
S1_2466885,1,2466885,0,1,NA,NA
S1_2467289,1,2467289,0,1,NA,-0.652781029639357
S1_2467298,1,2467298,0,1,NA,-0.586752764233893
S1_2467316,1,2467316,0,1,NA,0.0899654339912104
S1_2467319,1,2467319,0,1,NA,-0.323588653324521
S1_2467326,1,2467326,0,1,NA,-0.607945131034
