Marker,Chrom,Position,Ref,Alt,general
S1_10638,1,10638,0,1,0.186320629597095
S1_128373,1,128373,0,1,0.2083391454992
S1_222471,1,222471,0,1,NA
S1_267769,1,267769,0,1,1.10877960144974
S1_985248,1,985248,0,1,0.252723351086754
S1_1000282,1,1000282,0,1,0.49831296789012
S1_1001511,1,1001511,0,1,0.0564157102770811
S1_1167803,1,1167803,0,1,0.342615064111692
S1_1195312,1,1195312,0,1,0.39836610004906
S1_1568364,1,1568364,0,1,1.19430290647198
S1_1665404,1,1665404,0,1,0.429776144870257
S1_1665418,1,1665418,0,1,0.342615064111692
S1_1665430,1,1665430,0,1,0.75320410276811
S1_1686778,1,1686778,0,1,0.252097192843889
S1_1763337,1,1763337,0,1,0.378229831558401
S1_1763359,1,1763359,0,1,0.480552762248046
S1_1763421,1,1763421,0,1,0.0298270497947222
S1_1780412,1,1780412,0,1,0.126662768496084
S1_1787870,1,1787870,0,1,0.493783046311365
S1_1787892,1,1787892,0,1,0.0539777311470515
S1_1792012,1,1792012,0,1,0.652197408378488
S1_1804228,1,1804228,0,1,0.334591664389435
S1_1804237,1,1804237,0,1,0.285246875524567
S1_1957407,1,1957407,0,1,0.91059317975996
S1_2032165,1,2032165,0,1,0.138966179848046
S1_2089532,1,2089532,0,1,0.0742111722206189
S1_2089585,1,2089585,0,1,0.343473098097535
S1_2091448,1,2091448,0,1,0.367138322580605
S1_2091497,1,2091497,0,1,0.163250694318438
S1_2304094,1,2304094,0,1,0.0101268679293516
S1_2306736,1,2306736,0,1,0.260282806210826
S1_2306739,1,2306739,0,1,0.260282806210826
S1_2307001,1,2307001,0,1,0.397318970062615
S1_2307011,1,2307011,0,1,0.647734529769358
S1_2307071,1,2307071,0,1,0.148496742152978
S1_2307256,1,2307256,0,1,0.0361404929989236
S1_2307287,1,2307287,0,1,0.781449327182161
S1_2307305,1,2307305,0,1,0.0361404929989236
S1_2307776,1,2307776,0,1,0.50745865344303
S1_2336405,1,2336405,0,1,0.147264524663448
S1_2431751,1,2431751,0,1,0.812831379957455
S1_2466885,1,2466885,0,1,0.456265570788718
S1_2467289,1,2467289,0,1,0.323979380025485
S1_2467298,1,2467298,0,1,0.193765488580511
S1_2467316,1,2467316,0,1,0.0287808302567772
S1_2467319,1,2467319,0,1,0.309130250599414
S1_2467326,1,2467326,0,1,0.0315331782317237
S1_2467328,1,2467328,0,1,0.000900719887187345
S1_2467352,1,2467352,0,1,1.05316919593113
S1_2468221,1,2468221,0,1,0.394726473339581
S1_2469048,1,2469048,0,1,0.237049037137059
S1_2469056,1,2469056,0,1,1.36300502114074
S1_2469093,1,2469093,0,1,0.00664921312648256
S1_2470205,1,2470205,0,1,0.615469021672486
S1_2537494,1,2537494,0,1,0.495560977774091
S1_2540555,1,2540555,0,1,2.36971709866758
S1_2544068,1,2544068,0,1,1.36300502114074
S1_2657797,1,2657797,0,1,0.0520381240713424
S1_2685989,1,2685989,0,1,0.560300225682957
S1_2686010,1,2686010,0,1,0.364802463208727
S1_2691832,1,2691832,0,1,0.212460971325191
S1_2691875,1,2691875,0,1,0.0024468818400619
S1_2691904,1,2691904,0,1,0.0404733069156505
S1_2693911,1,2693911,0,1,0.107449072639494
S1_2693968,1,2693968,0,1,0.174260891325537
S1_2693969,1,2693969,0,1,0.0810528540513395
S1_2693995,1,2693995,0,1,0.67078218659203
S1_2693998,1,2693998,0,1,0.071788808548076
S1_2727652,1,2727652,0,1,0.116582983814223
S1_2730433,1,2730433,0,1,1.07835784719779
S1_2730435,1,2730435,0,1,0.474621743396838
S1_2739890,1,2739890,0,1,0.126662768496084
