Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,0.0169568089713116
S1_128373,1,128373,0,1,NA,0.00524778656845387
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,-0.111755670126116
S1_985248,1,985248,0,1,NA,0.0485391283327426
S1_1000282,1,1000282,0,1,NA,0.017530373594075
S1_1001511,1,1001511,0,1,NA,0.0187185444440926
S1_1167803,1,1167803,0,1,NA,-0.0156403443611592
S1_1195312,1,1195312,0,1,NA,-0.0127835542318358
S1_1568364,1,1568364,0,1,NA,-0.0986588867995583
S1_1665404,1,1665404,0,1,NA,0.0265890191754819
S1_1665418,1,1665418,0,1,NA,-0.0156403443611592
S1_1665430,1,1665430,0,1,NA,0.00233590532869262
S1_1686778,1,1686778,0,1,NA,0.0550609922196475
S1_1763337,1,1763337,0,1,NA,0.0107955421709451
S1_1763359,1,1763359,0,1,NA,-0.00488834840161113
S1_1763421,1,1763421,0,1,NA,0.0178873075784058
S1_1780412,1,1780412,0,1,NA,0.0245711746055335
S1_1787870,1,1787870,0,1,NA,0.0716254573542806
S1_1787892,1,1787892,0,1,NA,-0.0196520033425414
S1_1792012,1,1792012,0,1,NA,-0.106379631678927
S1_1804228,1,1804228,0,1,NA,0.0245669652655527
S1_1804237,1,1804237,0,1,NA,0.0241407281684693
S1_1957407,1,1957407,0,1,NA,-0.0445149476962856
S1_2032165,1,2032165,0,1,NA,0.0139794032975295
S1_2089532,1,2089532,0,1,NA,-0.0139228817791118
S1_2089585,1,2089585,0,1,NA,-0.0642197146703964
S1_2091448,1,2091448,0,1,NA,-0.0177226478329337
S1_2091497,1,2091497,0,1,NA,-0.0420570615622062
S1_2304094,1,2304094,0,1,NA,-0.0489802736243788
S1_2306736,1,2306736,0,1,NA,-0.0644951574579978
S1_2306739,1,2306739,0,1,NA,-0.0644951574579978
S1_2307001,1,2307001,0,1,NA,-0.0580894568116816
S1_2307011,1,2307011,0,1,NA,-0.0671147481173661
S1_2307071,1,2307071,0,1,NA,-0.0443215987836429
S1_2307256,1,2307256,0,1,NA,-0.068206144194248
S1_2307287,1,2307287,0,1,NA,-0.0975176926501891
S1_2307305,1,2307305,0,1,NA,-0.068206144194248
S1_2307776,1,2307776,0,1,NA,-0.0272086916132796
S1_2336405,1,2336405,0,1,NA,-0.0410853416553746
S1_2431751,1,2431751,0,1,NA,-0.0758853349977877
S1_2466885,1,2466885,0,1,NA,0.0131098171857859
S1_2467289,1,2467289,0,1,NA,0.0253978527096815
S1_2467298,1,2467298,0,1,NA,0.00825242775834536
S1_2467316,1,2467316,0,1,NA,0.00133258518286242
S1_2467319,1,2467319,0,1,NA,-0.0754243844952278
S1_2467326,1,2467326,0,1,NA,-0.0129797213940337
S1_2467328,1,2467328,0,1,NA,-0.0568089152847592
S1_2467352,1,2467352,0,1,NA,-0.0785237639178067
S1_2468221,1,2468221,0,1,NA,-0.0268292118641375
S1_2469048,1,2469048,0,1,NA,-0.0209935804124654
S1_2469056,1,2469056,0,1,NA,-0.124527203932838
S1_2469093,1,2469093,0,1,NA,-0.0143276230929975
S1_2470205,1,2470205,0,1,NA,0.00707378498521211
S1_2537494,1,2537494,0,1,NA,0.0368305035529529
S1_2540555,1,2540555,0,1,NA,-0.159595324089213
S1_2544068,1,2544068,0,1,NA,-0.124527203932838
S1_2657797,1,2657797,0,1,NA,0.000751853650143399
S1_2685989,1,2685989,0,1,NA,-0.014646412337985
S1_2686010,1,2686010,0,1,NA,-0.114364115309728
S1_2691832,1,2691832,0,1,NA,0.0156983827531415
S1_2691875,1,2691875,0,1,NA,-0.0214263864254396
S1_2691904,1,2691904,0,1,NA,-0.00807737177114496
S1_2693911,1,2693911,0,1,NA,-0.0110381872041047
S1_2693968,1,2693968,0,1,NA,-0.0367514279251861
S1_2693969,1,2693969,0,1,NA,0.00337398847043125
