Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,0.0129959139770356
S1_128373,1,128373,0,1,NA,-0.281319538546465
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,-0.356186799604334
S1_985248,1,985248,0,1,NA,-0.0547814038022363
S1_1000282,1,1000282,0,1,NA,-0.0355010814093523
S1_1001511,1,1001511,0,1,NA,0.432466733846799
S1_1167803,1,1167803,0,1,NA,1.51724190754098
S1_1195312,1,1195312,0,1,NA,-0.330821809872001
S1_1568364,1,1568364,0,1,NA,-0.403953968891755
S1_1665404,1,1665404,0,1,NA,0.471347340266018
S1_1665418,1,1665418,0,1,NA,1.51724190754098
S1_1665430,1,1665430,0,1,NA,-0.0640371504549603
S1_1686778,1,1686778,0,1,NA,-0.0482075035963853
S1_1763337,1,1763337,0,1,NA,-0.170989315070581
S1_1763359,1,1763359,0,1,NA,-0.282560737175278
S1_1763421,1,1763421,0,1,NA,0.276104868935841
S1_1780412,1,1780412,0,1,NA,0.583879244045285
S1_1787870,1,1787870,0,1,NA,-0.0632540934371664
S1_1787892,1,1787892,0,1,NA,-0.330507914739115
S1_1792012,1,1792012,0,1,NA,-0.814324171035425
S1_1804228,1,1804228,0,1,NA,0.117477557433662
S1_1804237,1,1804237,0,1,NA,-0.00455705208158348
S1_1957407,1,1957407,0,1,NA,-0.112504585371736
S1_2032165,1,2032165,0,1,NA,-0.410237760214743
S1_2089532,1,2089532,0,1,NA,0.052915273012256
S1_2089585,1,2089585,0,1,NA,-0.0657769352664823
S1_2091448,1,2091448,0,1,NA,0.0828053904396773
S1_2091497,1,2091497,0,1,NA,0.448114548235021
S1_2304094,1,2304094,0,1,NA,-0.851331983272329
S1_2306736,1,2306736,0,1,NA,-0.739229666792495
S1_2306739,1,2306739,0,1,NA,-0.739229666792495
S1_2307001,1,2307001,0,1,NA,-0.047967313204898
S1_2307011,1,2307011,0,1,NA,-0.0480220413856721
S1_2307071,1,2307071,0,1,NA,-0.209856299187065
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,NA,-2.36663375118737
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,NA,0.774856269849254
S1_2336405,1,2336405,0,1,NA,-0.0490889822987386
S1_2431751,1,2431751,0,1,NA,-0.24841033127173
S1_2466885,1,2466885,0,1,NA,0.882529113342708
S1_2467289,1,2467289,0,1,NA,0.100185490024912
S1_2467298,1,2467298,0,1,NA,-0.0554927626804476
S1_2467316,1,2467316,0,1,NA,0.272515797874952
S1_2467319,1,2467319,0,1,NA,-0.85156711458767
S1_2467326,1,2467326,0,1,NA,-0.0502642457615886
S1_2467328,1,2467328,0,1,NA,-0.192713153239976
S1_2467352,1,2467352,0,1,NA,-1.28301244708043
S1_2468221,1,2468221,0,1,NA,-0.0497796815364231
S1_2469048,1,2469048,0,1,NA,-0.201327797620606
S1_2469056,1,2469056,0,1,NA,-2.36663375118737
S1_2469093,1,2469093,0,1,NA,0.0727592153801291
S1_2470205,1,2470205,0,1,NA,0.298241842213278
S1_2537494,1,2537494,0,1,NA,0.173680613989383
S1_2540555,1,2540555,0,1,NA,-2.27057295750948
S1_2544068,1,2544068,0,1,NA,-2.36663375118737
S1_2657797,1,2657797,0,1,NA,-0.813396361569207
S1_2685989,1,2685989,0,1,NA,-0.215928249024564
S1_2686010,1,2686010,0,1,NA,0.390857977482619
S1_2691832,1,2691832,0,1,NA,0.325836578553633
S1_2691875,1,2691875,0,1,NA,0.357991252629738
S1_2691904,1,2691904,0,1,NA,0.0314108228815948
S1_2693911,1,2693911,0,1,NA,0.166161234969884
S1_2693968,1,2693968,0,1,NA,-0.0268900940196862
S1_2693969,1,2693969,0,1,NA,-0.290402107845036
S1_2693995,1,2693995,0,1,NA,-0.368984778980855
S1_2693998,1,2693998,0,1,NA,0.140473330492452
S1_2727652,1,2727652,0,1,NA,0.374813035016015
S1_2730433,1,2730433,0,1,NA,-0.591838724641574
S1_2730435,1,2730435,0,1,NA,-0.370960892230204
S1_2739890,1,2739890,0,1,NA,0.583879244045285
S1_2740904,1,2740904,0,1,NA,-0.253658941144559
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,NA,0.153229909636824
S1_2740925,1,2740925,0,1,NA,0.387128351254931
S1_2745817,1,2745817,0,1,NA,-0.453335190566184
S1_2746546,1,2746546,0,1,NA,-2.13475933477564
S1_2747010,1,2747010,0,1,NA,0.459963849123165
S1_2748931,1,2748931,0,1,NA,0.919482948031773
S1_2753170,1,2753170,0,1,NA,0.600738298632844
S1_2753256,1,2753256,0,1,NA,-0.0514494577576131
S1_2753385,1,2753385,0,1,NA,-0.213400028277754
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,NA,0.169050930291861
S1_2754198,1,2754198,0,1,NA,0.583879244045285
S1_2754503,1,2754503,0,1,NA,-0.292960471234747
S1_2784031,1,2784031,0,1,NA,-0.0110541449491329
S1_2784065,1,2784065,0,1,NA,0.382849834299432
S1_2784178,1,2784178,0,1,NA,-0.933247179984281
S1_2784215,1,2784215,0,1,NA,-0.764198586633771
S1_2794443,1,2794443,0,1,NA,0.919482948031773
S1_2794651,1,2794651,0,1,NA,0.143343799602889
S1_2794670,1,2794670,0,1,NA,0.182457786174474
S1_2801538,1,2801538,0,1,NA,0.167420440149165
S1_2801547,1,2801547,0,1,NA,0.171759243545917
S1_2803636,1,2803636,0,1,NA,0.16666026737046
S1_2803659,1,2803659,0,1,NA,0.19669760824636
S1_2803686,1,2803686,0,1,NA,-0.0940563384347146
S1_2842393,1,2842393,0,1,NA,0.155572515228385
S1_2842395,1,2842395,0,1,NA,0.174441525297586
S1_2842612,1,2842612,0,1,NA,0.0154178984387427
S1_2858812,1,2858812,0,1,NA,-0.840434770639899
S1_2858936,1,2858936,0,1,NA,-0.245213478150774
S1_2872305,1,2872305,0,1,NA,-0.0276869561268962
S1_2872340,1,2872340,0,1,NA,-0.0173848075212736
S1_2937746,1,2937746,0,1,NA,0.122216735608217
S1_2940981,1,2940981,0,1,NA,0.398500974589255
S1_2942391,1,2942391,0,1,NA,0.0728360419853567
S1_2942412,1,2942412,0,1,NA,0.00211017362074652
S1_2942413,1,2942413,0,1,NA,-0.111253228481791
S1_2956835,1,2956835,0,1,NA,1.10347728897851
S1_2957197,1,2957197,0,1,NA,-0.512582776127928
S1_2957263,1,2957263,0,1,NA,-0.0805094938021129
S1_2957286,1,2957286,0,1,NA,-0.174158031712822
S1_2957312,1,2957312,0,1,NA,0.210267535518724
S1_3000657,1,3000657,0,1,NA,-1.31976954338567
S1_3000668,1,3000668,0,1,NA,-1.31976954338567
S1_3000812,1,3000812,0,1,NA,0.331136946564407
S1_3000850,1,3000850,0,1,NA,0.066592005822722
S1_3001062,1,3001062,0,1,NA,-0.367567939475967
S1_3010423,1,3010423,0,1,NA,-0.091258555246244
S1_3022795,1,3022795,0,1,NA,-0.200611879081756
S1_3028475,1,3028475,0,1,NA,-0.561745730543598
S1_3028503,1,3028503,0,1,NA,0.108901140495491
S1_3029136,1,3029136,0,1,NA,0.273117604331205
S1_3029139,1,3029139,0,1,NA,0.208346347368502
S1_3029205,1,3029205,0,1,NA,0.236975493150416
S1_3078487,1,3078487,0,1,NA,0.175942918914373
S1_3078874,1,3078874,0,1,NA,0.143196206839498
S1_3079131,1,3079131,0,1,NA,-0.0770517185178442
S1_3079287,1,3079287,0,1,NA,0.139245765717202
S1_3079325,1,3079325,0,1,NA,0.180015083666361
S1_3079994,1,3079994,0,1,NA,0.352859868252449
S1_3080098,1,3080098,0,1,NA,0.0925210525555328
S1_3081447,1,3081447,0,1,NA,0.203514474536962
S1_3081458,1,3081458,0,1,NA,0.181476168233691
S1_3081692,1,3081692,0,1,NA,0.275178029849231
S1_3131760,1,3131760,0,1,NA,0.164719950225511
S1_3136255,1,3136255,0,1,NA,3.03448381508196
S1_3136329,1,3136329,0,1,NA,0.523321414027901
S1_3179303,1,3179303,0,1,NA,-0.017622804063365
S1_3179376,1,3179376,0,1,NA,-0.0736043805932697
S1_3190637,1,3190637,0,1,NA,0.58505647497882
S1_3190712,1,3190712,0,1,NA,-1.63080141166898
S1_3197122,1,3197122,0,1,NA,0.310171246042183
S1_3197144,1,3197144,0,1,NA,0.379621910917913
S1_3197156,1,3197156,0,1,NA,0.112790031116044
S1_3197160,1,3197160,0,1,NA,-0.255211155990594
S1_3197186,1,3197186,0,1,NA,-0.153608861767051
S1_3197225,1,3197225,0,1,NA,0.428031398653671
S1_3197228,1,3197228,0,1,NA,1.51724190754098
S1_3197312,1,3197312,0,1,NA,0.216376381867633
S1_3199277,1,3199277,0,1,NA,-0.45924712768468
S1_3199279,1,3199279,0,1,NA,0.120034198892057
S1_3199533,1,3199533,0,1,NA,1.23923939979169
S1_3200233,1,3200233,0,1,NA,0.209636420284349
S1_3200355,1,3200355,0,1,NA,0.0209586488281483
S1_3269837,1,3269837,0,1,NA,0.151360580894186
S1_3274469,1,3274469,0,1,NA,-0.193114924128929
S1_3276118,1,3276118,0,1,NA,0.926886459827543
S1_3279302,1,3279302,0,1,NA,0.348451115688205
S1_3280221,1,3280221,0,1,NA,-0.3762449763536
S1_3280248,1,3280248,0,1,NA,-0.0431828499539475
S1_3286633,1,3286633,0,1,NA,-0.0778484100339486
S1_3354800,1,3354800,0,1,NA,-0.335574635463722
S1_3355474,1,3355474,0,1,NA,-2.13475933477564
S1_3356400,1,3356400,0,1,NA,-0.117144908543093
S1_3359309,1,3359309,0,1,NA,0.0980670267813941
S1_3365546,1,3365546,0,1,NA,0.362093110708011
S1_3365613,1,3365613,0,1,NA,-0.386877907417745
S1_3365984,1,3365984,0,1,NA,-0.838492639379077
S1_3404081,1,3404081,0,1,NA,1.51724190754098
S1_3405270,1,3405270,0,1,NA,0.133406432690323
S1_3405286,1,3405286,0,1,NA,-0.0827404596057087
S1_3408430,1,3408430,0,1,NA,-0.563428086383697
S1_3409249,1,3409249,0,1,NA,0.298312257223569
S1_3409255,1,3409255,0,1,NA,0.0287120340781523
S1_3409290,1,3409290,0,1,NA,-1.0375361151246
S1_3409322,1,3409322,0,1,NA,-0.237742442565521
S1_3409331,1,3409331,0,1,NA,0.0673803778077334
S1_3409375,1,3409375,0,1,NA,-1.13163890718731
S1_3439048,1,3439048,0,1,NA,0.297190067729261
S1_3440091,1,3440091,0,1,NA,-0.150533442231731
S1_3474893,1,3474893,0,1,NA,-0.401131240603121
S1_3474940,1,3474940,0,1,NA,-0.480187140809961
S1_3647399,1,3647399,0,1,NA,-2.36663375118737
S1_3649734,1,3649734,0,1,NA,0.286398047459003
S1_3649844,1,3649844,0,1,NA,0.728074245163546
S1_3650405,1,3650405,0,1,NA,-0.316895669848038
S1_3650848,1,3650848,0,1,NA,1.21651896048374
S1_3650875,1,3650875,0,1,NA,1.13804294740132
S1_3665201,1,3665201,0,1,NA,-0.275548063455474
S1_3665219,1,3665219,0,1,NA,-0.147951750963702
S1_3701096,1,3701096,0,1,NA,-0.0307376839977649
S1_3702509,1,3702509,0,1,NA,0.215008787801074
S1_3702520,1,3702520,0,1,NA,-0.457778704292835
S1_3703088,1,3703088,0,1,NA,0.182374733291281
S1_3703141,1,3703141,0,1,NA,-0.0806429195036489
S1_3703225,1,3703225,0,1,NA,-0.00704752056177139
S1_3703561,1,3703561,0,1,NA,0.243516210969113
S1_3703701,1,3703701,0,1,NA,0.6314126421178
