Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,-0.108341930933548
S1_128373,1,128373,0,1,NA,0.448471990341531
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,-1.42604891763216
S1_985248,1,985248,0,1,NA,-0.0201753247119001
S1_1000282,1,1000282,0,1,NA,-0.232479974135714
S1_1001511,1,1001511,0,1,NA,NA
S1_1167803,1,1167803,0,1,NA,NA
S1_1195312,1,1195312,0,1,NA,0.662173425745166
S1_1568364,1,1568364,0,1,NA,-1.23035869557276
S1_1665404,1,1665404,0,1,NA,0.305755621820083
S1_1665418,1,1665418,0,1,NA,0.0126018800161916
S1_1665430,1,1665430,0,1,NA,-0.277092595677999
S1_1686778,1,1686778,0,1,NA,-0.244432029308811
S1_1763337,1,1763337,0,1,NA,0.293260763073135
S1_1763359,1,1763359,0,1,NA,-0.339015536371889
S1_1763421,1,1763421,0,1,NA,-0.0351749994163129
S1_1780412,1,1780412,0,1,NA,NA
S1_1787870,1,1787870,0,1,NA,0.00763513220334744
S1_1787892,1,1787892,0,1,NA,0.171016412819483
S1_1792012,1,1792012,0,1,NA,0.273608679530042
S1_1804228,1,1804228,0,1,NA,-0.103104663472735
S1_1804237,1,1804237,0,1,NA,0.161819889743114
S1_1957407,1,1957407,0,1,NA,-0.293387314255455
S1_2032165,1,2032165,0,1,NA,0.0680332504366987
S1_2089532,1,2089532,0,1,NA,-0.599030768850895
S1_2089585,1,2089585,0,1,NA,0.255374396895704
S1_2091448,1,2091448,0,1,NA,-0.485192901103687
S1_2091497,1,2091497,0,1,NA,0.689010757771612
S1_2304094,1,2304094,0,1,NA,0.232318529773892
S1_2306736,1,2306736,0,1,NA,-0.217656865281157
S1_2306739,1,2306739,0,1,NA,-0.361776689161644
S1_2307001,1,2307001,0,1,NA,-0.532273325966401
S1_2307011,1,2307011,0,1,NA,-0.510678647789618
S1_2307071,1,2307071,0,1,NA,-0.481786247011925
S1_2307256,1,2307256,0,1,NA,-0.436344842358238
S1_2307287,1,2307287,0,1,NA,-0.215745858670587
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,NA,0.529245854892224
S1_2336405,1,2336405,0,1,NA,-0.559306878033567
