Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,0.046091749977745
S1_2091448,1,2091448,0,1,0.167297905363401
S1_2307029,1,2307029,0,1,1.50500257646486
S1_2307053,1,2307053,0,1,0.138792095224283
S1_2307134,1,2307134,0,1,NA
S1_2467316,1,2467316,0,1,0.0796187294524251
S1_2469048,1,2469048,0,1,NA
S1_2469056,1,2469056,0,1,NA
S1_2469082,1,2469082,0,1,NA
S1_2469093,1,2469093,0,1,0.277500858477284
S1_2544060,1,2544060,0,1,0.183407498239674
S1_2691904,1,2691904,0,1,0.0333684533818747
S1_2691906,1,2691906,0,1,0.0333684533818747
S1_2693670,1,2693670,0,1,0.486988529932446
S1_2693676,1,2693676,0,1,0.662553370917048
S1_2693869,1,2693869,0,1,0.31397778022286
S1_2693911,1,2693911,0,1,0.578806113358759
S1_2693995,1,2693995,0,1,0.0738251605274768
S1_2694004,1,2694004,0,1,0.532685446297696
S1_2740925,1,2740925,0,1,0.361070437322152
S1_2753153,1,2753153,0,1,0.412412133883115
S1_2753327,1,2753327,0,1,0.322738566565815
S1_2753420,1,2753420,0,1,0.214385336529398
S1_2784213,1,2784213,0,1,0.112505100847813
S1_2784215,1,2784215,0,1,0.163566167767382
S1_2801538,1,2801538,0,1,0.916055223246533
S1_2803659,1,2803659,0,1,0.729251123030568
S1_2803686,1,2803686,0,1,0.441371236778926
S1_2937746,1,2937746,0,1,0.0245931713216097
S1_3010418,1,3010418,0,1,0.124668130838316
S1_3010423,1,3010423,0,1,0.124668130838316
S1_3010424,1,3010424,0,1,0.124668130838316
S1_3010434,1,3010434,0,1,0.124668130838316
S1_3010439,1,3010439,0,1,0.158951811551054
S1_3010445,1,3010445,0,1,0.121083002763906
S1_3010447,1,3010447,0,1,0.121083002763906
S1_3029136,1,3029136,0,1,0.162082391607974
S1_3029139,1,3029139,0,1,0.0360556400892579
S1_3135749,1,3135749,0,1,0.030928513729988
S1_3135753,1,3135753,0,1,0.103173097336942
S1_3197144,1,3197144,0,1,0.18247698539424
S1_3197156,1,3197156,0,1,0.30068069134698
S1_3197160,1,3197160,0,1,0.842725249376655
S1_3197164,1,3197164,0,1,0.371918917389936
S1_3269687,1,3269687,0,1,0.400644285624607
S1_3279302,1,3279302,0,1,0.065533396525106
S1_3282170,1,3282170,0,1,0.155074492346552
S1_3405322,1,3405322,0,1,0.163139952558142
S1_3405346,1,3405346,0,1,0.163139952558142
S1_3405632,1,3405632,0,1,0.120452041620306
S1_3650455,1,3650455,0,1,0.301994681677956
S1_3703741,1,3703741,0,1,0.145990014311854
S1_3703762,1,3703762,0,1,0.0180015406053858
S1_3739861,1,3739861,0,1,0.156257125738319
S1_4018295,1,4018295,0,1,0.237776555708143
S1_4040233,1,4040233,0,1,0.131126234269034
S1_4040251,1,4040251,0,1,0.804734256286012
S1_4452378,1,4452378,0,1,0.355491823123055
S1_4519154,1,4519154,0,1,0.198497831082866
S1_4548845,1,4548845,0,1,0.88832457692393
S1_4979298,1,4979298,0,1,0.126059522173133
S1_4994210,1,4994210,0,1,0.315410522229666
S1_5006696,1,5006696,0,1,0.939446282767081
S1_5091849,1,5091849,0,1,0.450559960826943
S1_5745185,1,5745185,0,1,0.129353363374644
S1_5745195,1,5745195,0,1,NA
S1_5745514,1,5745514,0,1,0.13315315417983
S1_5745520,1,5745520,0,1,0.17684587722958
S1_6220288,1,6220288,0,1,0.0701326062160575
S1_6220289,1,6220289,0,1,0.0701326062160575
S1_6234773,1,6234773,0,1,0.142989300605778
S1_6234790,1,6234790,0,1,0.192643724002499
S1_6234801,1,6234801,0,1,0.126956383895228
S1_6425499,1,6425499,0,1,0.376835450474741
S1_6425509,1,6425509,0,1,NA
S1_6431158,1,6431158,0,1,NA
S1_6431197,1,6431197,0,1,0.746646558018334
S1_6431227,1,6431227,0,1,0.185814956913045
S1_6433450,1,6433450,0,1,0.204967242236807
S1_6549984,1,6549984,0,1,0.113074083603191
S1_6850821,1,6850821,0,1,NA
S1_6921570,1,6921570,0,1,1.52605978595749
S1_6922850,1,6922850,0,1,0.885817312065729
S1_6923719,1,6923719,0,1,0.124033973640298
S1_6923804,1,6923804,0,1,0.256827859462347
S1_7079762,1,7079762,0,1,0.164329077091116
S1_7091205,1,7091205,0,1,0.588149190399508
S1_7161470,1,7161470,0,1,0.272024471057017
S1_7161473,1,7161473,0,1,0.272024471057017
S1_7299841,1,7299841,0,1,0.65096263262753
S1_7355728,1,7355728,0,1,0.241903781781648
S1_7355735,1,7355735,0,1,0.352492871969685
S1_7355739,1,7355739,0,1,0.626108154159255
S1_7389879,1,7389879,0,1,0.215258297854177
S1_7390282,1,7390282,0,1,0.123096649102117
S1_7390746,1,7390746,0,1,0.142915191973561
S1_7390758,1,7390758,0,1,0.135245820217737
S1_7390769,1,7390769,0,1,0.519520693184927
S1_7390776,1,7390776,0,1,0.160326557028983
S1_7391420,1,7391420,0,1,0.0175253773446277
S1_7397625,1,7397625,0,1,0.166880904318731
S1_8038925,1,8038925,0,1,0.200549408829688
S1_8271524,1,8271524,0,1,0.0312880500876255
S1_8355740,1,8355740,0,1,0.950695593805199
S1_8450316,1,8450316,0,1,0.927846598175785
S1_8538065,1,8538065,0,1,0.220364631088714
S1_8538275,1,8538275,0,1,0.179455557677006
S1_8541287,1,8541287,0,1,NA
S1_8637215,1,8637215,0,1,NA
S1_8656801,1,8656801,0,1,0.10926053346785
S1_8656813,1,8656813,0,1,0.0468347722709877
S1_9058898,1,9058898,0,1,0.182268173360878
S1_9058931,1,9058931,0,1,0.500584853345918
S1_9123511,1,9123511,0,1,0.16838122660763
S1_9216202,1,9216202,0,1,0.128826132073012
S1_9301439,1,9301439,0,1,0.529174785812376
S1_9396313,1,9396313,0,1,0.245886452973764
S1_9396331,1,9396331,0,1,0.0254813676669055
S1_9437011,1,9437011,0,1,NA
S1_9526267,1,9526267,0,1,0.108401529754715
S1_9581609,1,9581609,0,1,0.275682732989375
S1_9581620,1,9581620,0,1,0.606319180963533
S1_9956400,1,9956400,0,1,0.987462791012709
S1_9956412,1,9956412,0,1,0.991747737273196
S1_9957099,1,9957099,0,1,0.152178259486342
S1_10096289,1,10096289,0,1,NA
S1_10436215,1,10436215,0,1,0.179986909899164
S1_10436225,1,10436225,0,1,0.335426466159326
S1_10436226,1,10436226,0,1,0.238458149260288
S1_10436233,1,10436233,0,1,0.238458149260288
S1_10584075,1,10584075,0,1,1.00693396884821
S1_10584085,1,10584085,0,1,0.370373928172975
S1_10584153,1,10584153,0,1,NA
S1_10826196,1,10826196,0,1,0.720427796533899
S1_10826945,1,10826945,0,1,1.14508039959278
S1_10826970,1,10826970,0,1,1.31152216027949
S1_10899900,1,10899900,0,1,0.398036203571988
S1_10960784,1,10960784,0,1,0.0398689880278847
S1_10960811,1,10960811,0,1,0.236532586573933
S1_10960976,1,10960976,0,1,0.436364854831488
S1_11476884,1,11476884,0,1,0.0691778074086817
S1_11533071,1,11533071,0,1,0.121978395043198
S1_11793062,1,11793062,0,1,0.261267775311256
S1_11910984,1,11910984,0,1,0.471441353057163
S1_11911006,1,11911006,0,1,0.105927174561622
S1_11944909,1,11944909,0,1,0.146050142987915
S1_11949055,1,11949055,0,1,0.210812615774572
S1_11949092,1,11949092,0,1,0.019201891708118
S1_11949102,1,11949102,0,1,0.210812615774572
S1_11949112,1,11949112,0,1,NA
S1_11951941,1,11951941,0,1,0.0852607998933567
S1_11951944,1,11951944,0,1,0.0522855279530105
S1_11992906,1,11992906,0,1,0.205095642106321
S1_12146738,1,12146738,0,1,0.0131269561567931
S1_12169653,1,12169653,0,1,0.339180480954938
S1_12176349,1,12176349,0,1,0.201705038832507
S1_12176352,1,12176352,0,1,0.565042887000359
S1_12209994,1,12209994,0,1,0.679503803017822
S1_12256115,1,12256115,0,1,0.144414274753895
S1_12309541,1,12309541,0,1,0.524010698169389
S1_12309645,1,12309645,0,1,0.442701240479747
S1_12309647,1,12309647,0,1,0.00734534621891245
S1_12344369,1,12344369,0,1,0.161637077994676
S1_12344374,1,12344374,0,1,0.746520168444138
S1_12344470,1,12344470,0,1,0.0815702658086682
S1_12357413,1,12357413,0,1,1.02768734322059
S1_12481563,1,12481563,0,1,0.0117453309748705
S1_12481583,1,12481583,0,1,0.328415287642678
S1_12521405,1,12521405,0,1,0.119336968046076
S1_12521523,1,12521523,0,1,1.54688644830567
S1_12521525,1,12521525,0,1,0.231348659584147
S1_12521527,1,12521527,0,1,1.54688644830567
S1_12852920,1,12852920,0,1,0.0147720548420775
S1_12855584,1,12855584,0,1,0.119733793285916
S1_12855585,1,12855585,0,1,0.119733793285916
S1_13643091,1,13643091,0,1,0.245548240686169
S1_14032166,1,14032166,0,1,0.545480234842661
S1_14032198,1,14032198,0,1,0.675955672410191
