Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,0.16818521846005,0.16818521846005
S1_128373,1,128373,0,1,0.76177155477873,0.76177155477873
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,0.738697941407657,0.66427078924869
S1_985248,1,985248,0,1,0.0120696041686826,0.0120696041686826
S1_1000282,1,1000282,0,1,0.0446144978661315,0.167674764630211
S1_1001511,1,1001511,0,1,0.214215961382329,0.00870393854935484
S1_1167803,1,1167803,0,1,0.662632984821086,0.662632984821086
S1_1195312,1,1195312,0,1,0.785117418386892,0.785117418386892
S1_1568364,1,1568364,0,1,0.403959918350329,0.403959918350329
S1_1665404,1,1665404,0,1,0.251107792573952,0.251107792573952
S1_1665418,1,1665418,0,1,0.662632984821086,0.662632984821086
S1_1665430,1,1665430,0,1,0.384937105300251,0.384937105300251
S1_1686778,1,1686778,0,1,0.0443796583501341,0.0126100182083839
S1_1763337,1,1763337,0,1,0.794682581097685,0.794682581097685
S1_1763359,1,1763359,0,1,0.00821211594486835,0.0706219989683242
S1_1763421,1,1763421,0,1,0.0860016566026295,0.177708380549711
S1_1780412,1,1780412,0,1,0.1180118518547,0.1180118518547
S1_1787870,1,1787870,0,1,0.0710167594603932,0.0710167594603932
S1_1787892,1,1787892,0,1,0.0588883380601679,0.0588883380601679
S1_1792012,1,1792012,0,1,1.57236868727347,0.577893251329115
S1_1804228,1,1804228,0,1,0.235719212514516,0.235719212514516
S1_1804237,1,1804237,0,1,0.190427567060725,0.190427567060725
S1_1957407,1,1957407,0,1,0.392892260369784,0.365522943760664
S1_2032165,1,2032165,0,1,0.77595822607829,1.02773578919052
S1_2089532,1,2089532,0,1,0.231227072962113,0.231227072962113
S1_2089585,1,2089585,0,1,0.0163154068322594,0.0163154068322594
S1_2091448,1,2091448,0,1,0.569440235450307,0.569440235450307
S1_2091497,1,2091497,0,1,0.320538436025259,0.320538436025259
S1_2304094,1,2304094,0,1,0.565073924564741,0.565073924564741
S1_2306736,1,2306736,0,1,0.0434986417254459,0.0434986417254459
S1_2306739,1,2306739,0,1,0.0434986417254459,0.0434986417254459
S1_2307001,1,2307001,0,1,0.0563283552758323,0.0563283552758323
S1_2307011,1,2307011,0,1,0.149215876833939,0.149215876833939
S1_2307071,1,2307071,0,1,0.162296414752551,0.162296414752551
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,1.22215635710815,1.22215635710815
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,0.383561126180716,0.584836781626242
S1_2336405,1,2336405,0,1,0.0267247050679924,0.0267247050679924
S1_2431751,1,2431751,0,1,0.488922405641145,0.488922405641145
S1_2466885,1,2466885,0,1,0.950355579384291,0.950355579384291
S1_2467289,1,2467289,0,1,0.0854907793378657,0.0854907793378657
S1_2467298,1,2467298,0,1,0.312322963698154,0.312322963698154
S1_2467316,1,2467316,0,1,0.41553197468361,0.0960460882645542
S1_2467319,1,2467319,0,1,0.420824510779333,0.420824510779333
S1_2467326,1,2467326,0,1,0.0930759321334504,0.0930759321334504
S1_2467328,1,2467328,0,1,0.060264998385727,0.135180435170495
S1_2467352,1,2467352,0,1,0.620261715021967,0.620261715021967
S1_2468221,1,2468221,0,1,0.223650715498409,0.39369622259069
S1_2469048,1,2469048,0,1,0.130535269422275,0.130535269422275
S1_2469056,1,2469056,0,1,1.22215635710815,1.22215635710815
S1_2469093,1,2469093,0,1,0.115306865962848,0.304188748794183
S1_2470205,1,2470205,0,1,0.00606068189647635,0.00606068189647635
S1_2537494,1,2537494,0,1,0.126474349905133,0.126474349905133
S1_2540555,1,2540555,0,1,0.789462851408699,1.17906136367079
S1_2544068,1,2544068,0,1,1.22215635710815,1.22215635710815
S1_2657797,1,2657797,0,1,0.868787702185887,0.868787702185887
