Marker,Chrom,Position,Ref,Alt,additive,general
S1_1000282,1,1000282,0,1,0.0198949083832787,NA
S1_2091448,1,2091448,0,1,0.0585430916812371,NA
S1_2307029,1,2307029,0,1,0.019345471266508,NA
S1_2307053,1,2307053,0,1,-0.0719028018994887,NA
S1_2307134,1,2307134,0,1,NA,NA
S1_2467316,1,2467316,0,1,0.0976881731691392,NA
S1_2469048,1,2469048,0,1,NA,NA
S1_2469056,1,2469056,0,1,NA,NA
S1_2469082,1,2469082,0,1,NA,NA
S1_2469093,1,2469093,0,1,0.0190287328983381,NA
S1_2544060,1,2544060,0,1,0.0965291183454973,NA
S1_2691904,1,2691904,0,1,-0.0215959149112379,NA
S1_2691906,1,2691906,0,1,-0.0215959149112379,NA
S1_2693670,1,2693670,0,1,0.250893441595313,NA
S1_2693676,1,2693676,0,1,0.0480027305217021,NA
S1_2693869,1,2693869,0,1,-0.101939279203936,NA
S1_2693911,1,2693911,0,1,0.0462422104146185,NA
S1_2693995,1,2693995,0,1,-0.00738476921138798,NA
S1_2694004,1,2694004,0,1,0.106234419677925,NA
S1_2740925,1,2740925,0,1,0.00189560825459623,NA
S1_2753153,1,2753153,0,1,-0.0857362217133719,NA
S1_2753327,1,2753327,0,1,-0.0131222190009446,NA
S1_2753420,1,2753420,0,1,-0.117880265980425,NA
S1_2784213,1,2784213,0,1,-0.0408456144227252,NA
S1_2784215,1,2784215,0,1,-0.0093978589170316,NA
S1_2801538,1,2801538,0,1,0.12714626727475,NA
S1_2803659,1,2803659,0,1,-0.0195886196196255,NA
S1_2803686,1,2803686,0,1,-0.0446111455176066,NA
S1_2937746,1,2937746,0,1,0.0434140235375988,NA
S1_3010418,1,3010418,0,1,0.0664563326814545,NA
S1_3010423,1,3010423,0,1,0.0664563326814545,NA
S1_3010424,1,3010424,0,1,0.0664563326814545,NA
S1_3010434,1,3010434,0,1,0.0664563326814545,NA
S1_3010439,1,3010439,0,1,-0.0268078172074233,NA
S1_3010445,1,3010445,0,1,0.0670613315649291,NA
S1_3010447,1,3010447,0,1,0.0670613315649291,NA
S1_3029136,1,3029136,0,1,0.0392666651696807,NA
S1_3029139,1,3029139,0,1,0.0112391122200926,NA
S1_3135749,1,3135749,0,1,-0.0369634631229729,NA
S1_3135753,1,3135753,0,1,-0.05253754028125,NA
S1_3197144,1,3197144,0,1,0.113312627327558,NA
S1_3197156,1,3197156,0,1,-0.0167550042376874,NA
S1_3197160,1,3197160,0,1,-0.0236829640573344,NA
S1_3197164,1,3197164,0,1,-0.034460473183092,NA
S1_3269687,1,3269687,0,1,-0.0713126944083768,NA
S1_3279302,1,3279302,0,1,0.0585268379679427,NA
S1_3282170,1,3282170,0,1,0.0274367353491058,NA
S1_3405322,1,3405322,0,1,-0.0200682165020716,NA
S1_3405346,1,3405346,0,1,-0.0200682165020716,NA
S1_3405632,1,3405632,0,1,0.0123326550124219,NA
S1_3650455,1,3650455,0,1,-0.106840766992546,NA
S1_3703741,1,3703741,0,1,-0.046862451412764,NA
S1_3703762,1,3703762,0,1,-0.143095374868659,NA
S1_3739861,1,3739861,0,1,-0.0355390916515361,NA
S1_4018295,1,4018295,0,1,-0.259910822770056,NA
S1_4040233,1,4040233,0,1,0.0352333829331606,NA
S1_4040251,1,4040251,0,1,0.0623011127779662,NA
S1_4452378,1,4452378,0,1,-0.0399703541344376,NA
S1_4519154,1,4519154,0,1,0.00791731690125275,NA
S1_4548845,1,4548845,0,1,-0.0864688616236791,NA
S1_4979298,1,4979298,0,1,0.0374586441395124,NA
S1_4994210,1,4994210,0,1,-0.0336571277329831,NA
S1_5006696,1,5006696,0,1,-0.103342094143848,NA
S1_5091849,1,5091849,0,1,0.123652315884875,NA
S1_5745185,1,5745185,0,1,0.00809290091049775,NA
S1_5745195,1,5745195,0,1,NA,NA
S1_5745514,1,5745514,0,1,0.0475590459764543,NA
S1_5745520,1,5745520,0,1,0.0256114507890679,NA
S1_6220288,1,6220288,0,1,0.0127227483526759,NA
S1_6220289,1,6220289,0,1,0.0127227483526759,NA
S1_6234773,1,6234773,0,1,-0.0962783123543982,NA
S1_6234790,1,6234790,0,1,-0.069225415863535,NA
S1_6234801,1,6234801,0,1,-0.00627659434024963,NA
S1_6425499,1,6425499,0,1,-0.084954271919031,NA
S1_6425509,1,6425509,0,1,NA,NA
S1_6431158,1,6431158,0,1,NA,NA
S1_6431197,1,6431197,0,1,0.0845430953422763,NA
S1_6431227,1,6431227,0,1,-0.010905931500421,NA
S1_6433450,1,6433450,0,1,-0.0639510627809941,NA
S1_6549984,1,6549984,0,1,-0.0310067595589523,NA
S1_6850821,1,6850821,0,1,NA,NA
S1_6921570,1,6921570,0,1,-0.0169499288643813,NA
S1_6922850,1,6922850,0,1,-0.174978164973856,NA
S1_6923719,1,6923719,0,1,0.022842298388305,NA
S1_6923804,1,6923804,0,1,0.0061362211893865,NA
S1_7079762,1,7079762,0,1,0.121881169667036,NA
S1_7091205,1,7091205,0,1,-0.0593910220371114,NA
S1_7161470,1,7161470,0,1,-0.0426774536603887,NA
S1_7161473,1,7161473,0,1,-0.0426774536603887,NA
S1_7299841,1,7299841,0,1,0.0485566002804596,NA
S1_7355728,1,7355728,0,1,0.00471263971096647,NA
S1_7355735,1,7355735,0,1,0.0289444005667505,NA
S1_7355739,1,7355739,0,1,0.0188576244514067,NA
S1_7389879,1,7389879,0,1,-0.0406351450420281,NA
S1_7390282,1,7390282,0,1,-0.0026120789910955,NA
S1_7390746,1,7390746,0,1,0.0824786976458043,NA
S1_7390758,1,7390758,0,1,0.0339148998609815,NA
S1_7390769,1,7390769,0,1,0.0467295424842362,NA
S1_7390776,1,7390776,0,1,0.0197888972372198,NA
S1_7391420,1,7391420,0,1,0.0197653758995919,NA
S1_7397625,1,7397625,0,1,-0.0113459390357136,NA
S1_8038925,1,8038925,0,1,0.0936148378085555,NA
S1_8271524,1,8271524,0,1,0.0480978406132486,NA
S1_8355740,1,8355740,0,1,-0.0621058764557176,NA
S1_8450316,1,8450316,0,1,-0.0414803861334363,NA
S1_8538065,1,8538065,0,1,-0.0207322822803206,NA
S1_8538275,1,8538275,0,1,-0.124667147407084,NA
S1_8541287,1,8541287,0,1,NA,NA
S1_8637215,1,8637215,0,1,NA,NA
S1_8656801,1,8656801,0,1,-0.0301356322817519,NA
S1_8656813,1,8656813,0,1,0.140981718538839,NA
S1_9058898,1,9058898,0,1,-0.109463906911504,NA
S1_9058931,1,9058931,0,1,-0.0925058304919073,NA
S1_9123511,1,9123511,0,1,-0.135262223034406,NA
S1_9216202,1,9216202,0,1,0.0409164124875403,NA
S1_9301439,1,9301439,0,1,-0.103037153221663,NA
S1_9396313,1,9396313,0,1,0.0387446955205029,NA
S1_9396331,1,9396331,0,1,-0.0614682677570215,NA
S1_9437011,1,9437011,0,1,NA,NA
S1_9526267,1,9526267,0,1,0.0173656204489667,NA
S1_9581609,1,9581609,0,1,-0.0553641424262281,NA
S1_9581620,1,9581620,0,1,-0.0152532751891492,NA
S1_9956400,1,9956400,0,1,0.103126258543469,NA
S1_9956412,1,9956412,0,1,0.094041615747642,NA
S1_9957099,1,9957099,0,1,-0.0638652838206468,NA
S1_10096289,1,10096289,0,1,NA,NA
S1_10436215,1,10436215,0,1,-0.00791533160288438,NA
S1_10436225,1,10436225,0,1,-0.107379581395364,NA
S1_10436226,1,10436226,0,1,-0.0067940713704786,NA
S1_10436233,1,10436233,0,1,-0.0067940713704786,NA
S1_10584075,1,10584075,0,1,-0.0442267413541959,NA
S1_10584085,1,10584085,0,1,0.0133507101711832,NA
S1_10584153,1,10584153,0,1,NA,NA
S1_10826196,1,10826196,0,1,0.0348263445866088,NA
S1_10826945,1,10826945,0,1,-0.0118173698086466,NA
S1_10826970,1,10826970,0,1,-0.0333917014148319,NA
S1_10899900,1,10899900,0,1,0.00925441689769357,NA
S1_10960784,1,10960784,0,1,-0.0634780503048304,NA
S1_10960811,1,10960811,0,1,0.0850739525421709,NA
S1_10960976,1,10960976,0,1,-0.0249192761508255,NA
S1_11476884,1,11476884,0,1,-0.097588982429432,NA
S1_11533071,1,11533071,0,1,0.0189601509278639,NA
S1_11793062,1,11793062,0,1,0.00726446107737999,NA
S1_11910984,1,11910984,0,1,0.00374261086329497,NA
S1_11911006,1,11911006,0,1,-0.0572664449415754,NA
S1_11944909,1,11944909,0,1,-0.100375797702267,NA
S1_11949055,1,11949055,0,1,-0.0593305218069808,NA
S1_11949092,1,11949092,0,1,-0.0938716268116764,NA
S1_11949102,1,11949102,0,1,-0.0593305218069808,NA
S1_11949112,1,11949112,0,1,NA,NA
S1_11951941,1,11951941,0,1,-0.00901516771557453,NA
S1_11951944,1,11951944,0,1,0.0134642328147514,NA
S1_11992906,1,11992906,0,1,-0.0821409529485919,NA
S1_12146738,1,12146738,0,1,-0.0754025689522457,NA
S1_12169653,1,12169653,0,1,-0.0703979847277409,NA
S1_12176349,1,12176349,0,1,0.020737305325838,NA
S1_12176352,1,12176352,0,1,-0.0555425821528708,NA
S1_12209994,1,12209994,0,1,0.0566843244537516,NA
S1_12256115,1,12256115,0,1,-0.0634645965995091,NA
S1_12309541,1,12309541,0,1,-0.191642008475213,NA
S1_12309645,1,12309645,0,1,-0.0696522233846402,NA
S1_12309647,1,12309647,0,1,-0.00339207430707233,NA
S1_12344369,1,12344369,0,1,0.0311311372567324,NA
S1_12344374,1,12344374,0,1,0.072262026425161,NA
S1_12344470,1,12344470,0,1,0.019001633260789,NA
S1_12357413,1,12357413,0,1,-0.0420079600899008,NA
S1_12481563,1,12481563,0,1,-0.0511760462878783,NA
S1_12481583,1,12481583,0,1,-0.0705036144746849,NA
S1_12521405,1,12521405,0,1,-0.0192165500066359,NA
S1_12521523,1,12521523,0,1,-0.0527727971674672,NA
S1_12521525,1,12521525,0,1,-0.0586479314200119,NA
S1_12521527,1,12521527,0,1,-0.0527727971674672,NA
S1_12852920,1,12852920,0,1,-0.0593716059951426,NA
S1_12855584,1,12855584,0,1,-0.00796532428798713,NA
S1_12855585,1,12855585,0,1,-0.00796532428798713,NA
S1_13643091,1,13643091,0,1,-0.0151922305427483,NA
S1_14032166,1,14032166,0,1,-0.0110714256216458,NA
S1_14032198,1,14032198,0,1,-0.194463347677399,NA
S1_14033579,1,14033579,0,1,0.0551176486586868,NA
S1_14103918,1,14103918,0,1,-0.0493834772294939,NA
S1_14165553,1,14165553,0,1,0.00706671874356957,NA
S1_14165556,1,14165556,0,1,0.0439350668771894,NA
S1_14165569,1,14165569,0,1,0.0383011120100178,NA
S1_14169991,1,14169991,0,1,0.0210934668479776,NA
S1_14449070,1,14449070,0,1,0.0313688254949831,NA
S1_14449371,1,14449371,0,1,-0.0166435883604841,NA
S1_14449374,1,14449374,0,1,0.0101611432376298,NA
S1_14449375,1,14449375,0,1,-0.0212579020789079,NA
S1_14449382,1,14449382,0,1,-0.0212579020789079,NA
S1_14510422,1,14510422,0,1,0.0654531066091693,NA
S1_14803790,1,14803790,0,1,0.0243387196280409,NA
S1_14852237,1,14852237,0,1,-0.00686459479883794,NA
S1_15075522,1,15075522,0,1,-0.0853983291814515,NA
S1_15134219,1,15134219,0,1,0.10728181554132,NA
S1_15169935,1,15169935,0,1,-0.0641063073022252,NA
S1_15169946,1,15169946,0,1,-0.0723243760120873,NA
S1_15353573,1,15353573,0,1,0.00122932420084254,NA
S1_15353577,1,15353577,0,1,0.0145799855269289,NA
S1_15779598,1,15779598,0,1,-0.0742711318835951,NA
S1_15779616,1,15779616,0,1,-0.0909259153899242,NA
S1_15995473,1,15995473,0,1,0.183435844582705,NA
S1_16698844,1,16698844,0,1,NA,NA
S1_16698847,1,16698847,0,1,-0.0579871512741938,NA
S1_16777521,1,16777521,0,1,-0.0324617670062182,NA
S1_16783629,1,16783629,0,1,-0.01703311873651,NA
S1_16783659,1,16783659,0,1,-0.0197247689691054,NA
S1_16825995,1,16825995,0,1,0.0429676774358825,NA
S1_16826035,1,16826035,0,1,-0.0118630430501447,NA
S1_16826037,1,16826037,0,1,-0.0118630430501447,NA
S1_17494066,1,17494066,0,1,0.0645378696889054,NA
S1_17494133,1,17494133,0,1,0.11897722933551,NA
S1_17673474,1,17673474,0,1,0.0345263054212062,NA
S1_17679542,1,17679542,0,1,0.0395601948881286,NA
S1_17679543,1,17679543,0,1,0.0397295025241959,NA
