Marker,Chrom,Position,Ref,Alt,general,additive
S1_10638,1,10638,0,1,NA,0.0724531130736924
S1_128373,1,128373,0,1,NA,0.295089605004142
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,NA,-0.904703627183978
S1_985248,1,985248,0,1,NA,0.00840626542915879
S1_1000282,1,1000282,0,1,NA,-0.0789396480393578
S1_1001511,1,1001511,0,1,NA,NA
S1_1167803,1,1167803,0,1,NA,NA
S1_1195312,1,1195312,0,1,NA,0.576608981776501
S1_1568364,1,1568364,0,1,NA,-1.13939402761735
S1_1665404,1,1665404,0,1,NA,-0.372498066852942
S1_1665418,1,1665418,0,1,NA,-0.912276478047413
S1_1665430,1,1665430,0,1,NA,-0.22011434448964
S1_1686778,1,1686778,0,1,NA,-0.345912724643247
S1_1763337,1,1763337,0,1,NA,0.1225561994037
S1_1763359,1,1763359,0,1,NA,0.296525925471814
S1_1763421,1,1763421,0,1,NA,-0.19491532937007
S1_1780412,1,1780412,0,1,NA,NA
S1_1787870,1,1787870,0,1,NA,0.0945150951655721
S1_1787892,1,1787892,0,1,NA,0.153751915671294
S1_1792012,1,1792012,0,1,NA,0.295517441621827
S1_1804228,1,1804228,0,1,NA,-0.0805270513362939
S1_1804237,1,1804237,0,1,NA,0.285517710061858
S1_1957407,1,1957407,0,1,NA,-0.201221973895648
S1_2032165,1,2032165,0,1,NA,0.286075900513592
S1_2089532,1,2089532,0,1,NA,-0.605950936211714
S1_2089585,1,2089585,0,1,NA,-0.0223173595913514
S1_2091448,1,2091448,0,1,NA,-0.540880467953619
S1_2091497,1,2091497,0,1,NA,0.802562650387762
S1_2304094,1,2304094,0,1,NA,0.280556943296614
S1_2306736,1,2306736,0,1,NA,-0.275328854847511
S1_2306739,1,2306739,0,1,NA,-0.349368332052019
S1_2307001,1,2307001,0,1,NA,-0.4371867774617
S1_2307011,1,2307011,0,1,NA,-0.07011126432911
S1_2307071,1,2307071,0,1,NA,-0.324378297832487
S1_2307256,1,2307256,0,1,NA,-0.783777912500538
S1_2307287,1,2307287,0,1,NA,-0.38311902403719
S1_2307305,1,2307305,0,1,NA,-1.49179756972856
S1_2307776,1,2307776,0,1,NA,0.0608959536364236
S1_2336405,1,2336405,0,1,NA,-0.556047610559758
S1_2431751,1,2431751,0,1,NA,-0.618543323216422
S1_2466885,1,2466885,0,1,NA,NA
S1_2467289,1,2467289,0,1,NA,-0.017595845057083
S1_2467298,1,2467298,0,1,NA,-0.0495433325863026
S1_2467316,1,2467316,0,1,NA,-0.108704542530818
S1_2467319,1,2467319,0,1,NA,-0.12096549153453
S1_2467326,1,2467326,0,1,NA,-0.232334273508409
S1_2467328,1,2467328,0,1,NA,NA
S1_2467352,1,2467352,0,1,NA,0.0472749267511841
S1_2468221,1,2468221,0,1,NA,-0.318170555345303
S1_2469048,1,2469048,0,1,NA,-0.837297192977442
S1_2469056,1,2469056,0,1,NA,0.467075874062069
S1_2469093,1,2469093,0,1,NA,-0.220549060105839
S1_2470205,1,2470205,0,1,NA,-0.456814774667825
S1_2537494,1,2537494,0,1,NA,0.0290150941054988
S1_2540555,1,2540555,0,1,NA,NA
S1_2544068,1,2544068,0,1,NA,NA
S1_2657797,1,2657797,0,1,NA,-0.631821740371388
S1_2685989,1,2685989,0,1,NA,-1.07501070971477
S1_2686010,1,2686010,0,1,NA,-0.751241757270188
S1_2691832,1,2691832,0,1,NA,-0.575443380183145
S1_2691875,1,2691875,0,1,NA,-0.545346390371138
S1_2691904,1,2691904,0,1,NA,-0.722718290953645
S1_2693911,1,2693911,0,1,NA,-0.408975925628233
S1_2693968,1,2693968,0,1,NA,-0.511651006784064
S1_2693969,1,2693969,0,1,NA,NA
S1_2693995,1,2693995,0,1,NA,0.0123812573675156
S1_2693998,1,2693998,0,1,NA,-0.422356208671505
S1_2727652,1,2727652,0,1,NA,0.15400599094075
S1_2730433,1,2730433,0,1,NA,-0.503248122925374
S1_2730435,1,2730435,0,1,NA,0.481444961775889
S1_2739890,1,2739890,0,1,NA,NA
S1_2740904,1,2740904,0,1,NA,0.136819629846404
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,NA,0.30794887950108
S1_2740925,1,2740925,0,1,NA,-0.215046957073409
S1_2745817,1,2745817,0,1,NA,-0.0631573156318398
S1_2746546,1,2746546,0,1,NA,NA
S1_2747010,1,2747010,0,1,NA,-0.649606221739287
S1_2748931,1,2748931,0,1,NA,NA
S1_2753170,1,2753170,0,1,NA,0.140252604696812
S1_2753256,1,2753256,0,1,NA,-0.231368839531613
S1_2753385,1,2753385,0,1,NA,0.189850168905049
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,NA,-0.398683725793237
S1_2754198,1,2754198,0,1,NA,-1.0921845364352
S1_2754503,1,2754503,0,1,NA,-0.277766247068055
S1_2784031,1,2784031,0,1,NA,0.198212715837085
S1_2784065,1,2784065,0,1,NA,-0.561063631019413
S1_2784178,1,2784178,0,1,NA,-0.048522105251179
S1_2784215,1,2784215,0,1,NA,-0.334998946167255
S1_2794443,1,2794443,0,1,NA,-0.0370320948774756
S1_2794651,1,2794651,0,1,NA,-0.684669178522295
S1_2794670,1,2794670,0,1,NA,-0.581384787019359
S1_2801538,1,2801538,0,1,NA,-0.0318406905994004
S1_2801547,1,2801547,0,1,NA,0.0112431171536439
S1_2803636,1,2803636,0,1,NA,-0.483555133901858
S1_2803659,1,2803659,0,1,NA,-0.265178435006439
S1_2803686,1,2803686,0,1,NA,-0.11522463280721
S1_2842393,1,2842393,0,1,NA,-0.0254288266047683
S1_2842395,1,2842395,0,1,NA,-0.273263003079217
S1_2842612,1,2842612,0,1,NA,0.073385913005853
S1_2858812,1,2858812,0,1,NA,NA
S1_2858936,1,2858936,0,1,NA,NA
S1_2872305,1,2872305,0,1,NA,-0.13454667854895
S1_2872340,1,2872340,0,1,NA,0.215581751610435
S1_2937746,1,2937746,0,1,NA,0.14435133822539
S1_2940981,1,2940981,0,1,NA,-0.255057934295325
S1_2942391,1,2942391,0,1,NA,0.0796431021381566
S1_2942412,1,2942412,0,1,NA,0.0720306253829757
S1_2942413,1,2942413,0,1,NA,-0.00511437972908446
S1_2956835,1,2956835,0,1,NA,-0.0911206591294839
S1_2957197,1,2957197,0,1,NA,-0.354906525044321
S1_2957263,1,2957263,0,1,NA,0.1850571796287
S1_2957286,1,2957286,0,1,NA,-0.170099819664859
S1_2957312,1,2957312,0,1,NA,-0.104186899573231
S1_3000657,1,3000657,0,1,NA,0.58242393283648
S1_3000668,1,3000668,0,1,NA,0.611633804518547
S1_3000812,1,3000812,0,1,NA,-0.00403420304045304
S1_3000850,1,3000850,0,1,NA,-0.283699877438085
S1_3001062,1,3001062,0,1,NA,-0.167228843482795
S1_3010423,1,3010423,0,1,NA,-0.255714738729696
S1_3022795,1,3022795,0,1,NA,0.296175320457029
S1_3028475,1,3028475,0,1,NA,0.31029101488142
S1_3028503,1,3028503,0,1,NA,0.485728020885879
S1_3029136,1,3029136,0,1,NA,-0.286336276475613
S1_3029139,1,3029139,0,1,NA,0.109902179213068
S1_3029205,1,3029205,0,1,NA,-0.1239878844039
S1_3078487,1,3078487,0,1,NA,-0.0539365049324509
S1_3078874,1,3078874,0,1,NA,-0.570353868573045
S1_3079131,1,3079131,0,1,NA,0.436811518525473
S1_3079287,1,3079287,0,1,NA,-0.337232512602059
S1_3079325,1,3079325,0,1,NA,-0.449701585499191
S1_3079994,1,3079994,0,1,NA,-0.286650941456559
S1_3080098,1,3080098,0,1,NA,-0.581962924693929
S1_3081447,1,3081447,0,1,NA,-0.555583723062943
S1_3081458,1,3081458,0,1,NA,-0.531597447817056
S1_3081692,1,3081692,0,1,NA,-0.417939981646902
S1_3131760,1,3131760,0,1,NA,-0.236474749794327
S1_3136255,1,3136255,0,1,NA,-1.2074269388129
S1_3136329,1,3136329,0,1,NA,-0.0133035297438868
S1_3179303,1,3179303,0,1,NA,-0.0517128400967919
S1_3179376,1,3179376,0,1,NA,0.211700047541882
S1_3190637,1,3190637,0,1,NA,-0.977330863009386
S1_3190712,1,3190712,0,1,NA,0.776360852545528
S1_3197122,1,3197122,0,1,NA,-0.332831475747595
S1_3197144,1,3197144,0,1,NA,-0.812378021113748
S1_3197156,1,3197156,0,1,NA,-0.618223748999702
S1_3197160,1,3197160,0,1,NA,-0.430637199662374
S1_3197186,1,3197186,0,1,NA,-0.37650782930392
S1_3197225,1,3197225,0,1,NA,-0.265450513706047
S1_3197228,1,3197228,0,1,NA,NA
S1_3197312,1,3197312,0,1,NA,0.469117521445485
S1_3199277,1,3199277,0,1,NA,0.0972604338487643
S1_3199279,1,3199279,0,1,NA,-0.0556792702202464
S1_3199533,1,3199533,0,1,NA,-0.63484562214601
S1_3200233,1,3200233,0,1,NA,-0.0319834178389764
S1_3200355,1,3200355,0,1,NA,-0.253073336221494
S1_3269837,1,3269837,0,1,NA,-0.488056638152454
S1_3274469,1,3274469,0,1,NA,-0.596006507412592
S1_3276118,1,3276118,0,1,NA,NA
S1_3279302,1,3279302,0,1,NA,-0.298903460357478
S1_3280221,1,3280221,0,1,NA,0.371837390439592
S1_3280248,1,3280248,0,1,NA,-0.153860082016012
S1_3286633,1,3286633,0,1,NA,-0.0436341533158528
S1_3354800,1,3354800,0,1,NA,0.312092751385054
S1_3355474,1,3355474,0,1,NA,NA
S1_3356400,1,3356400,0,1,NA,-0.375334302331518
S1_3359309,1,3359309,0,1,NA,-0.0321603740557085
S1_3365546,1,3365546,0,1,NA,-0.747607975090751
S1_3365613,1,3365613,0,1,NA,-0.226550296369614
S1_3365984,1,3365984,0,1,NA,0.162004001627372
S1_3404081,1,3404081,0,1,NA,0.35965480441385
S1_3405270,1,3405270,0,1,NA,-0.160682367917178
S1_3405286,1,3405286,0,1,NA,-0.156233771264222
S1_3408430,1,3408430,0,1,NA,-0.289433911533156
S1_3409249,1,3409249,0,1,NA,-0.507091551579605
S1_3409255,1,3409255,0,1,NA,0.0944920384313195
S1_3409290,1,3409290,0,1,NA,0.379818450960886
S1_3409322,1,3409322,0,1,NA,0.131212395075193
S1_3409331,1,3409331,0,1,NA,-0.0161441697606727
S1_3409375,1,3409375,0,1,NA,0.638817224710887
S1_3439048,1,3439048,0,1,NA,-0.127049227261922
S1_3440091,1,3440091,0,1,NA,0.27655697328187
S1_3474893,1,3474893,0,1,NA,0.0267736669700761
S1_3474940,1,3474940,0,1,NA,0.171639178970055
S1_3647399,1,3647399,0,1,NA,NA
S1_3649734,1,3649734,0,1,NA,-0.178866786771197
S1_3649844,1,3649844,0,1,NA,NA
