Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,0.280200077022003,0.280200077022003
S1_128373,1,128373,0,1,0.105674330415214,0.105674330415214
S1_222471,1,222471,0,1,NA,NA
S1_267769,1,267769,0,1,0.519538124610162,0.198233058425194
S1_985248,1,985248,0,1,0.282482712359538,0.282482712359538
S1_1000282,1,1000282,0,1,0.0244724262054126,0.0530056164751971
S1_1001511,1,1001511,0,1,0.115803627438377,0.168856126691029
S1_1167803,1,1167803,0,1,0.264739960618698,0.264739960618698
S1_1195312,1,1195312,0,1,0.253125362023654,0.253125362023654
S1_1568364,1,1568364,0,1,0.121502511476002,0.121502511476002
S1_1665404,1,1665404,0,1,0.204256285785823,0.204256285785823
S1_1665418,1,1665418,0,1,0.264739960618698,0.264739960618698
S1_1665430,1,1665430,0,1,0.366352114371106,0.366352114371106
S1_1686778,1,1686778,0,1,0.14528879163678,0.380882310168876
S1_1763337,1,1763337,0,1,0.203078573075323,0.203078573075323
S1_1763359,1,1763359,0,1,0.123951053534094,0.34773159906846
S1_1763421,1,1763421,0,1,0.375635515864178,0.668390569053119
S1_1780412,1,1780412,0,1,0.255810976538033,0.255810976538033
S1_1787870,1,1787870,0,1,1.38547230770956,1.38547230770956
S1_1787892,1,1787892,0,1,0.387855726936803,0.387855726936803
S1_1792012,1,1792012,0,1,0.344338328919243,0.666860753227046
S1_1804228,1,1804228,0,1,0.824380868411189,0.824380868411189
S1_1804237,1,1804237,0,1,0.711194037009071,0.711194037009071
S1_1957407,1,1957407,0,1,0.405348357258558,0.103861017737235
S1_2032165,1,2032165,0,1,0.0643115580995974,0.210909942006669
S1_2089532,1,2089532,0,1,0.00240375312925055,0.00240375312925055
S1_2089585,1,2089585,0,1,0.016539697191871,0.016539697191871
S1_2091448,1,2091448,0,1,0.438731852205904,0.438731852205904
S1_2091497,1,2091497,0,1,0.0987111613434857,0.0987111613434857
S1_2304094,1,2304094,0,1,0.377681258318279,0.377681258318279
S1_2306736,1,2306736,0,1,0.515906756777723,0.515906756777723
S1_2306739,1,2306739,0,1,0.515906756777723,0.515906756777723
S1_2307001,1,2307001,0,1,0.217019905909625,0.217019905909625
S1_2307011,1,2307011,0,1,0.288446200758023,0.288446200758023
S1_2307071,1,2307071,0,1,0.296843712891261,0.296843712891261
S1_2307256,1,2307256,0,1,NA,NA
S1_2307287,1,2307287,0,1,0.759561047928815,0.759561047928815
S1_2307305,1,2307305,0,1,NA,NA
S1_2307776,1,2307776,0,1,0.397915223408145,0.329213194350441
S1_2336405,1,2336405,0,1,0.542403082863536,0.542403082863536
S1_2431751,1,2431751,0,1,0.279893829122505,0.279893829122505
S1_2466885,1,2466885,0,1,0.341472597869176,0.341472597869176
S1_2467289,1,2467289,0,1,0.135484451953593,0.135484451953593
S1_2467298,1,2467298,0,1,0.00209159457150925,0.00209159457150925
S1_2467316,1,2467316,0,1,0.10096941764701,0.295339998401384
S1_2467319,1,2467319,0,1,0.602819113073166,0.602819113073166
S1_2467326,1,2467326,0,1,0.335916432365418,0.335916432365418
S1_2467328,1,2467328,0,1,0.139254221203808,0.238395466579394
S1_2467352,1,2467352,0,1,1.10738149153668,1.10738149153668
S1_2468221,1,2468221,0,1,0.360331277863847,0.408079932939458
S1_2469048,1,2469048,0,1,0.638932994739241,0.638932994739241
S1_2469056,1,2469056,0,1,0.759561047928815,0.759561047928815
S1_2469093,1,2469093,0,1,0.0265505278628174,0.0661660315870176
S1_2470205,1,2470205,0,1,0.116749068846582,0.116749068846582
S1_2537494,1,2537494,0,1,0.482920231557714,0.482920231557714
S1_2540555,1,2540555,0,1,0.958178259296662,1.27376314666005
S1_2544068,1,2544068,0,1,0.759561047928815,0.759561047928815
S1_2657797,1,2657797,0,1,0.357843627556261,0.357843627556261
S1_2685989,1,2685989,0,1,0.71394911442497,0.533553718142985
S1_2686010,1,2686010,0,1,0.195297555533059,0.0695258148879483
S1_2691832,1,2691832,0,1,0.0317962613966314,0.11704540591375
S1_2691875,1,2691875,0,1,0.0336552928683638,0.10082896884686
S1_2691904,1,2691904,0,1,0.304323881152029,0.458649328319806
S1_2693911,1,2693911,0,1,0.110499126992675,0.110499126992675
S1_2693968,1,2693968,0,1,0.721258597913437,0.832072073235426
S1_2693969,1,2693969,0,1,0.113192508537794,0.215678775462911
S1_2693995,1,2693995,0,1,0.739544225183273,0.746720550558982
S1_2693998,1,2693998,0,1,0.133166524780224,0.288921702045535
S1_2727652,1,2727652,0,1,0.17849477525446,0.17849477525446
S1_2730433,1,2730433,0,1,1.59791138420139,1.59791138420139
S1_2730435,1,2730435,0,1,0.163080360249859,0.163080360249859
S1_2739890,1,2739890,0,1,0.255810976538033,0.255810976538033
S1_2740904,1,2740904,0,1,0.197015374082861,0.197015374082861
S1_2740913,1,2740913,0,1,NA,NA
S1_2740924,1,2740924,0,1,0.199084353378022,0.199084353378022
S1_2740925,1,2740925,0,1,0.347511164088734,0.347511164088734
S1_2745817,1,2745817,0,1,0.596943945211595,0.596943945211595
S1_2746546,1,2746546,0,1,1.25852642259717,1.25852642259717
S1_2747010,1,2747010,0,1,0.00171484995699429,0.00171484995699429
S1_2748931,1,2748931,0,1,0.0457462370612278,0.0457462370612278
S1_2753170,1,2753170,0,1,0.0929624528548937,0.0929624528548937
S1_2753256,1,2753256,0,1,0.733369012238392,0.733369012238392
S1_2753385,1,2753385,0,1,0.18898211491185,0.18898211491185
S1_2753437,1,2753437,0,1,NA,NA
S1_2753738,1,2753738,0,1,0.439426804201474,0.439426804201474
S1_2754198,1,2754198,0,1,0.255810976538033,0.255810976538033
S1_2754503,1,2754503,0,1,0.390143477950251,0.390143477950251
S1_2784031,1,2784031,0,1,0.0682935094171866,0.125553113131054
S1_2784065,1,2784065,0,1,0.0722535706626772,0.0722535706626772
S1_2784178,1,2784178,0,1,1.73511377413359,2.32818221225491
S1_2784215,1,2784215,0,1,1.19898569398182,1.72642043135167
S1_2794443,1,2794443,0,1,0.0457462370612278,0.0457462370612278
S1_2794651,1,2794651,0,1,0.357507710064034,0.00168435440128047
S1_2794670,1,2794670,0,1,0.354585311512802,0.0262308159539664
S1_2801538,1,2801538,0,1,0.0928721362357784,0.230759135329828
S1_2801547,1,2801547,0,1,0.198256568419121,0.279168313932365
S1_2803636,1,2803636,0,1,0.403650211223212,0.149239691280887
S1_2803659,1,2803659,0,1,0.0238714242859156,0.090271579426404
S1_2803686,1,2803686,0,1,0.513032225438578,0.513032225438578
S1_2842393,1,2842393,0,1,0.301686619222981,0.301686619222981
S1_2842395,1,2842395,0,1,0.0284297538096302,0.0284297538096302
S1_2842612,1,2842612,0,1,3.0191155995273,1.13493046847779
S1_2858812,1,2858812,0,1,0.153308712743075,0.153308712743075
S1_2858936,1,2858936,0,1,0.0649645281621749,0.0649645281621749
S1_2872305,1,2872305,0,1,0.230396336450619,0.230396336450619
S1_2872340,1,2872340,0,1,0.63955246830265,0.956672785013301
S1_2937746,1,2937746,0,1,0.113991829397454,0.113991829397454
S1_2940981,1,2940981,0,1,0.328155742138963,0.328155742138963
S1_2942391,1,2942391,0,1,0.152186294711726,0.152186294711726
S1_2942412,1,2942412,0,1,0.33579410282172,0.33579410282172
S1_2942413,1,2942413,0,1,2.14193621811218,2.14193621811218
S1_2956835,1,2956835,0,1,0.0954121635261309,0.0954121635261309
S1_2957197,1,2957197,0,1,0.037991240986838,0.037991240986838
S1_2957263,1,2957263,0,1,0.184790757674201,0.184790757674201
S1_2957286,1,2957286,0,1,0.750706107332106,0.750706107332106
S1_2957312,1,2957312,0,1,0.0198488171133204,0.0423784805237092
S1_3000657,1,3000657,0,1,1.04048657098287,1.04048657098287
S1_3000668,1,3000668,0,1,1.04048657098287,1.04048657098287
S1_3000812,1,3000812,0,1,0.352391027886234,0.352391027886234
