Marker,Chrom,Position,Ref,Alt,general
S1_10638,1,10638,0,1,0.16485104604611
S1_128373,1,128373,0,1,0.0812416893407732
S1_222471,1,222471,0,1,0.497533428774026
S1_267769,1,267769,0,1,1.69249569734954
S1_985248,1,985248,0,1,0.000341579352808042
S1_1000282,1,1000282,0,1,0.00170743513537624
S1_1001511,1,1001511,0,1,2.58644251762843
S1_1167803,1,1167803,0,1,0.613726074804084
S1_1195312,1,1195312,0,1,1.9433567969627
S1_1568364,1,1568364,0,1,1.32389111397656
S1_1665404,1,1665404,0,1,0.784950885594386
S1_1665418,1,1665418,0,1,0.651696710135279
S1_1665430,1,1665430,0,1,0.235091134446184
S1_1686778,1,1686778,0,1,0.0488960885385628
S1_1763337,1,1763337,0,1,0.113061120928425
S1_1763359,1,1763359,0,1,0.272499120436483
S1_1763421,1,1763421,0,1,0.218033682636797
S1_1780412,1,1780412,0,1,1.64003552001729
S1_1787870,1,1787870,0,1,0.107564524581757
S1_1787892,1,1787892,0,1,0.737806636235092
S1_1792012,1,1792012,0,1,0.437756410313834
S1_1804228,1,1804228,0,1,0.0919054524686325
S1_1804237,1,1804237,0,1,0.213380050990385
S1_1957407,1,1957407,0,1,0.153905236513486
S1_2032165,1,2032165,0,1,0.0140125887303283
S1_2089532,1,2089532,0,1,0.400047597293832
S1_2089585,1,2089585,0,1,0.0543844790209927
S1_2091448,1,2091448,0,1,0.850352118830851
S1_2091497,1,2091497,0,1,0.441206757141117
S1_2304094,1,2304094,0,1,0.639536172436528
S1_2306736,1,2306736,0,1,0.0348997649531066
S1_2306739,1,2306739,0,1,0.427980098704735
S1_2307001,1,2307001,0,1,0.362243630658087
S1_2307011,1,2307011,0,1,0.1467386970795
S1_2307071,1,2307071,0,1,0.0584301776256929
S1_2307256,1,2307256,0,1,0.739833858750669
S1_2307287,1,2307287,0,1,0.575317816831432
S1_2307305,1,2307305,0,1,1.24791302377162
S1_2307776,1,2307776,0,1,0.0441168849884115
S1_2336405,1,2336405,0,1,0.956780680012508
S1_2431751,1,2431751,0,1,0.597934473674501
S1_2466885,1,2466885,0,1,0.174405321132754
S1_2467289,1,2467289,0,1,0.00956280948454516
S1_2467298,1,2467298,0,1,0.147720408183482
S1_2467316,1,2467316,0,1,0.065664608075171
S1_2467319,1,2467319,0,1,0.192106922353543
S1_2467326,1,2467326,0,1,0.237841188619029
S1_2467328,1,2467328,0,1,0.391851688002157
S1_2467352,1,2467352,0,1,0.0268421406398094
S1_2468221,1,2468221,0,1,0.033964959505471
S1_2469048,1,2469048,0,1,0.854850027880639
S1_2469056,1,2469056,0,1,0.207482164054488
S1_2469093,1,2469093,0,1,0.152056873133946
S1_2470205,1,2470205,0,1,0.311480522390626
S1_2537494,1,2537494,0,1,0.130991766364762
S1_2540555,1,2540555,0,1,0.357845994487873
S1_2544068,1,2544068,0,1,0.246041491516838
S1_2657797,1,2657797,0,1,0.582444704555769
S1_2685989,1,2685989,0,1,1.08887702949963
S1_2686010,1,2686010,0,1,0.435683414114009
S1_2691832,1,2691832,0,1,0.336204481584361
S1_2691875,1,2691875,0,1,0.442270028897909
S1_2691904,1,2691904,0,1,0.551408951016859
S1_2693911,1,2693911,0,1,0.649671558159953
S1_2693968,1,2693968,0,1,1.61415143578376
S1_2693969,1,2693969,0,1,0.0200925454764606
S1_2693995,1,2693995,0,1,0.00744365395635332
S1_2693998,1,2693998,0,1,0.5004777664321
S1_2727652,1,2727652,0,1,0.194541687685361
S1_2730433,1,2730433,0,1,0.956838057962808
S1_2730435,1,2730435,0,1,0.544025988629565
S1_2739890,1,2739890,0,1,0.339573361464744
S1_2740904,1,2740904,0,1,0.0050763550264543
S1_2740913,1,2740913,0,1,0.368026227685159
S1_2740924,1,2740924,0,1,0.149695082053332
S1_2740925,1,2740925,0,1,0.122601087098589
S1_2745817,1,2745817,0,1,0.25886757589707
S1_2746546,1,2746546,0,1,0.960667319414541
S1_2747010,1,2747010,0,1,0.214812937024057
S1_2748931,1,2748931,0,1,0.112194803669633
S1_2753170,1,2753170,0,1,0.45028848767586
S1_2753256,1,2753256,0,1,0.634546036192104
S1_2753385,1,2753385,0,1,0.374000772309735
S1_2753437,1,2753437,0,1,0.19493235685795
S1_2753738,1,2753738,0,1,0.218460334991339
S1_2754198,1,2754198,0,1,0.687140102427971
S1_2754503,1,2754503,0,1,0.28739033657095
S1_2784031,1,2784031,0,1,0.081537236341686
S1_2784065,1,2784065,0,1,0.482018796143866
S1_2784178,1,2784178,0,1,0.29622435854582
S1_2784215,1,2784215,0,1,0.836300366803276
S1_2794443,1,2794443,0,1,0.595454736615955
S1_2794651,1,2794651,0,1,2.40735606173557
S1_2794670,1,2794670,0,1,2.26678506040505
S1_2801538,1,2801538,0,1,0.017783359464604
S1_2801547,1,2801547,0,1,0.0548148671055817
S1_2803636,1,2803636,0,1,0.827229885170743
S1_2803659,1,2803659,0,1,0.0300000675493017
S1_2803686,1,2803686,0,1,0.229313236855367
S1_2842393,1,2842393,0,1,0.321992554528665
S1_2842395,1,2842395,0,1,0.257632849666827
S1_2842612,1,2842612,0,1,0.00679481746298058
S1_2858812,1,2858812,0,1,0.233070616492813
S1_2858936,1,2858936,0,1,0.218140430694942
S1_2872305,1,2872305,0,1,0.0472348947264265
S1_2872340,1,2872340,0,1,0.607506190819358
S1_2937746,1,2937746,0,1,0.10926779879589
S1_2940981,1,2940981,0,1,1.10432002734309
S1_2942391,1,2942391,0,1,0.18965410370076
S1_2942412,1,2942412,0,1,0.173435687524039
S1_2942413,1,2942413,0,1,0.522258960886053
S1_2956835,1,2956835,0,1,0.0383972117881522
S1_2957197,1,2957197,0,1,0.324269178211524
S1_2957263,1,2957263,0,1,0.0739406934883267
S1_2957286,1,2957286,0,1,0.345232966601558
S1_2957312,1,2957312,0,1,0.53899397165572
S1_3000657,1,3000657,0,1,0.679142309734804
S1_3000668,1,3000668,0,1,0.534656209974678
S1_3000812,1,3000812,0,1,0.0259234271745426
S1_3000850,1,3000850,0,1,0.055652486668862
S1_3001062,1,3001062,0,1,0.0507908127745576
S1_3010423,1,3010423,0,1,0.605753484147459
S1_3022795,1,3022795,0,1,0.0719042812327311
S1_3028475,1,3028475,0,1,0.189844467806736
S1_3028503,1,3028503,0,1,0.636309268946763
S1_3029136,1,3029136,0,1,0.210166393889534
S1_3029139,1,3029139,0,1,0.204885469956424
S1_3029205,1,3029205,0,1,0.0921477654966192
S1_3078487,1,3078487,0,1,0.144023256113683
S1_3078874,1,3078874,0,1,0.409874411874706
S1_3079131,1,3079131,0,1,0.513082868845687
S1_3079287,1,3079287,0,1,0.00385162947911921
S1_3079325,1,3079325,0,1,0.00439445960255272
S1_3079994,1,3079994,0,1,0.150858597691536
S1_3080098,1,3080098,0,1,0.296783907239566
S1_3081447,1,3081447,0,1,0.488467645276767
S1_3081458,1,3081458,0,1,0.416134545694841
S1_3081692,1,3081692,0,1,0.223538613930997
S1_3131760,1,3131760,0,1,0.0274455425419395
S1_3136255,1,3136255,0,1,1.48052575411131
S1_3136329,1,3136329,0,1,0.00614169273376359
S1_3179303,1,3179303,0,1,0.190102037846176
S1_3179376,1,3179376,0,1,0.48892741078937
S1_3190637,1,3190637,0,1,1.40042672944335
S1_3190712,1,3190712,0,1,0.333297002408145
S1_3197122,1,3197122,0,1,0.428998983012059
S1_3197144,1,3197144,0,1,0.96878432137043
S1_3197156,1,3197156,0,1,1.16379426810149
S1_3197160,1,3197160,0,1,0.482852300569645
S1_3197186,1,3197186,0,1,0.733962182197509
S1_3197225,1,3197225,0,1,0.226979196535121
S1_3197228,1,3197228,0,1,2.2528816336767
S1_3197312,1,3197312,0,1,0.402954582398916
S1_3199277,1,3199277,0,1,0.0268401472539631
S1_3199279,1,3199279,0,1,0.161148260854485
S1_3199533,1,3199533,0,1,0.321639658506042
S1_3200233,1,3200233,0,1,0.177889882801775
S1_3200355,1,3200355,0,1,0.861255727021757
S1_3269837,1,3269837,0,1,0.606398367906308
S1_3274469,1,3274469,0,1,0.308145020520124
S1_3276118,1,3276118,0,1,NA
S1_3279302,1,3279302,0,1,0.243069585856908
S1_3280221,1,3280221,0,1,0.158127710664206
S1_3280248,1,3280248,0,1,0.566623382986809
S1_3286633,1,3286633,0,1,0.0623804606734312
S1_3354800,1,3354800,0,1,0.0180633609532045
S1_3355474,1,3355474,0,1,0.188362914653074
S1_3356400,1,3356400,0,1,0.246507367953753
S1_3359309,1,3359309,0,1,0.670357943101346
S1_3365546,1,3365546,0,1,1.83273140203877
S1_3365613,1,3365613,0,1,0.0991844042424516
S1_3365984,1,3365984,0,1,0.0314729079192023
