Marker,Chrom,Position,Ref,Alt,additive,general
S1_1000282,1,1000282,0,1,0.350033310702703,0.419711664786824
S1_2091448,1,2091448,0,1,0.369438365156737,0.383484098840915
S1_2307029,1,2307029,0,1,0.630093314438596,0.352447147209295
S1_2307053,1,2307053,0,1,0.867126415917501,1.02890089657205
S1_2307134,1,2307134,0,1,NA,NA
S1_2467316,1,2467316,0,1,0.0266762301879334,0.00211669963061882
S1_2469048,1,2469048,0,1,NA,NA
S1_2469056,1,2469056,0,1,NA,NA
S1_2469082,1,2469082,0,1,NA,NA
S1_2469093,1,2469093,0,1,0.0829580834037631,0.0463965469175626
S1_2544060,1,2544060,0,1,0.962336877118143,0.561173732477343
S1_2691904,1,2691904,0,1,1.24182534623214,0.872161146156119
S1_2691906,1,2691906,0,1,1.24182534623214,0.872161146156119
S1_2693670,1,2693670,0,1,1.18421710449907,0.773969477182392
S1_2693676,1,2693676,0,1,0.133269784619245,0.05584175469554
S1_2693869,1,2693869,0,1,0.717624156382518,0.987505604016571
S1_2693911,1,2693911,0,1,0.105639599031336,0.348621242066715
S1_2693995,1,2693995,0,1,0.368714166758482,0.168176513763363
S1_2694004,1,2694004,0,1,0.475628334714958,0.413479849980238
S1_2740925,1,2740925,0,1,0.680804682482997,0.350821186966068
S1_2753153,1,2753153,0,1,0.681513053780114,0.786130836475977
S1_2753327,1,2753327,0,1,1.38120098814423,0.900689249059306
S1_2753420,1,2753420,0,1,0.0484024324461574,0.0119147736589933
S1_2784213,1,2784213,0,1,0.327017205847863,0.162695407485155
S1_2784215,1,2784215,0,1,0.295155373342793,0.145207046666745
S1_2801538,1,2801538,0,1,0.163473033857051,0.042830473763425
S1_2803659,1,2803659,0,1,0.229575589077275,0.0657096961150034
S1_2803686,1,2803686,0,1,0.55651417809492,0.296559110639097
S1_2937746,1,2937746,0,1,0.0619253715415276,0.04359214012112
S1_3010418,1,3010418,0,1,0.136891060713319,0.0300290508782681
S1_3010423,1,3010423,0,1,0.136891060713319,0.0300290508782681
S1_3010424,1,3010424,0,1,0.136891060713319,0.0300290508782681
S1_3010434,1,3010434,0,1,0.136891060713319,0.0300290508782681
S1_3010439,1,3010439,0,1,0.204416527318906,0.0596558654585404
S1_3010445,1,3010445,0,1,0.166457391520476,0.0407298001608957
S1_3010447,1,3010447,0,1,0.166457391520476,0.0407298001608957
S1_3029136,1,3029136,0,1,0.723138965079391,0.769951405611061
S1_3029139,1,3029139,0,1,0.0344187567209429,0.575526128970113
S1_3135749,1,3135749,0,1,0.309881546024863,0.191677417360565
S1_3135753,1,3135753,0,1,0.667312450266769,0.494382848168342
S1_3197144,1,3197144,0,1,1.03993953862827,0.640399604680424
S1_3197156,1,3197156,0,1,1.78922931383823,1.26265557860547
S1_3197160,1,3197160,0,1,1.2536792286003,0.793608409040385
S1_3197164,1,3197164,0,1,1.21902768632064,0.773538905439262
S1_3269687,1,3269687,0,1,0.415279103020677,0.167631237285418
S1_3279302,1,3279302,0,1,0.321016391971798,0.153764580527362
S1_3282170,1,3282170,0,1,0.268985266056829,0.103179828972798
S1_3405322,1,3405322,0,1,0.00243905443921599,0.0299565999103693
S1_3405346,1,3405346,0,1,0.00243905443921599,0.0299565999103693
S1_3405632,1,3405632,0,1,0.177598002503814,0.881554032576654
S1_3650455,1,3650455,0,1,0.708419999355163,0.530701022534755
S1_3703741,1,3703741,0,1,0.0466548390221692,0.00367602269494744
S1_3703762,1,3703762,0,1,0.570559944491396,0.296765042163893
S1_3739861,1,3739861,0,1,0.0929066180886682,0.014136820142619
S1_4018295,1,4018295,0,1,0.691627392898721,0.380540715079557
S1_4040233,1,4040233,0,1,0.0777162987311091,0.0183052635607968
S1_4040251,1,4040251,0,1,0.256556584684191,0.115974741794568
S1_4452378,1,4452378,0,1,0.717357426627061,0.379103551655551
S1_4519154,1,4519154,0,1,0.20146773140632,0.0724258106855145
S1_4548845,1,4548845,0,1,0.00349310146739461,0.0109036349477188
S1_4979298,1,4979298,0,1,0.0762911841733095,0.0112483977231706
S1_4994210,1,4994210,0,1,0.456404500325103,0.229746974601396
S1_5006696,1,5006696,0,1,0.310558829471912,1.05928005272426
S1_5091849,1,5091849,0,1,0.191786910767978,0.889322641907778
S1_5745185,1,5745185,0,1,1.12250719415732,1.12766583638823
S1_5745195,1,5745195,0,1,NA,NA
S1_5745514,1,5745514,0,1,0.672032090517663,0.869729158708425
S1_5745520,1,5745520,0,1,0.658151492383724,0.524713625172427
S1_6220288,1,6220288,0,1,0.00551182639239406,0.214904664219647
S1_6220289,1,6220289,0,1,0.00551182639239406,0.214904664219647
S1_6234773,1,6234773,0,1,0.283730109353312,0.526560824826307
S1_6234790,1,6234790,0,1,0.175678696807573,0.494907509718227
S1_6234801,1,6234801,0,1,0.11352852956575,0.16587795111913
S1_6425499,1,6425499,0,1,0.0533036261096789,0.173537271650612
S1_6425509,1,6425509,0,1,NA,NA
S1_6431158,1,6431158,0,1,NA,NA
S1_6431197,1,6431197,0,1,1.817085750597,1.27717593832507
S1_6431227,1,6431227,0,1,0.498207395159442,1.03669557150674
S1_6433450,1,6433450,0,1,0.490134185506004,0.216100171509601
S1_6549984,1,6549984,0,1,0.479433648503261,0.214926116887809
S1_6850821,1,6850821,0,1,NA,NA
S1_6921570,1,6921570,0,1,0.44366281309399,0.31001859308554
S1_6922850,1,6922850,0,1,1.05496733309705,0.63339702709946
S1_6923719,1,6923719,0,1,0.250820950323744,0.418918659477529
S1_6923804,1,6923804,0,1,0.132355611443396,0.0785848300502537
S1_7079762,1,7079762,0,1,0.0633073637642391,0.00754764929780818
S1_7091205,1,7091205,0,1,0.633929962663776,1.08147817531121
S1_7161470,1,7161470,0,1,0.193612103670032,0.0728037027454362
S1_7161473,1,7161473,0,1,0.193612103670032,0.0728037027454362
S1_7299841,1,7299841,0,1,0.782091333109883,0.625523876286345
S1_7355728,1,7355728,0,1,0.534695976418777,0.76472146602308
S1_7355735,1,7355735,0,1,0.0534823794190349,0.0180142535512955
S1_7355739,1,7355739,0,1,0.782433827184186,0.419017266131074
S1_7389879,1,7389879,0,1,0.53034967147063,0.404823999702554
S1_7390282,1,7390282,0,1,0.806516437258188,0.515526027403895
S1_7390746,1,7390746,0,1,0.756769403993532,0.5972566919784
S1_7390758,1,7390758,0,1,0.543652634714315,0.332760194888383
S1_7390769,1,7390769,0,1,0.344766916833958,0.652548413152613
S1_7390776,1,7390776,0,1,0.276941485293611,0.163699602919552
S1_7391420,1,7391420,0,1,0.101396091035555,0.0189469885826642
S1_7397625,1,7397625,0,1,0.0152524827135715,0.000689656934680847
S1_8038925,1,8038925,0,1,0.281385483045591,0.112159168110327
S1_8271524,1,8271524,0,1,0.208118745862993,0.0542700208737082
S1_8355740,1,8355740,0,1,0.475914593979498,0.465774549498279
S1_8450316,1,8450316,0,1,1.00582443669592,0.592464469165535
S1_8538065,1,8538065,0,1,0.333446513025157,0.125254911135546
S1_8538275,1,8538275,0,1,0.0276902526243087,0.0034316454037422
S1_8541287,1,8541287,0,1,NA,NA
S1_8637215,1,8637215,0,1,NA,NA
S1_8656801,1,8656801,0,1,0.600349947557532,0.367237016616561
S1_8656813,1,8656813,0,1,0.211018124793061,0.391233991388864
S1_9058898,1,9058898,0,1,0.381035813240368,0.215742144972857
S1_9058931,1,9058931,0,1,0.00719349942863118,0.63743005409307
S1_9123511,1,9123511,0,1,0.0693275377571708,0.237828040349882
S1_9216202,1,9216202,0,1,0.00891766649178887,0.14509878265784
S1_9301439,1,9301439,0,1,0.174698612120271,0.0506993565105109
S1_9396313,1,9396313,0,1,0.0147436741681569,0.160414113066474
S1_9396331,1,9396331,0,1,0.0927148782316036,0.0304662140495017
S1_9437011,1,9437011,0,1,NA,NA
S1_9526267,1,9526267,0,1,0.471350997949678,0.443587599149408
S1_9581609,1,9581609,0,1,1.0047977534458,0.595384442448343
S1_9581620,1,9581620,0,1,0.657139135085074,0.922646687537624
S1_9956400,1,9956400,0,1,0.102190432431895,0.242893051574043
S1_9956412,1,9956412,0,1,0.0152923771660829,0.0870825372690623
S1_9957099,1,9957099,0,1,0.233261404580575,0.0746075641261278
S1_10096289,1,10096289,0,1,NA,NA
S1_10436215,1,10436215,0,1,0.0113101883470779,0.0103096169713642
S1_10436225,1,10436225,0,1,0.402344993684658,0.266128909071888
S1_10436226,1,10436226,0,1,0.0228905595833926,0.00346586269464405
S1_10436233,1,10436233,0,1,0.0228905595833926,0.00346586269464405
S1_10584075,1,10584075,0,1,0.67599831338367,0.380614415651362
S1_10584085,1,10584085,0,1,0.0203377000946932,0.114440458730801
S1_10584153,1,10584153,0,1,NA,NA
S1_10826196,1,10826196,0,1,0.115121180451999,0.0359179003332144
S1_10826945,1,10826945,0,1,0.044614341237522,0.934034473724617
S1_10826970,1,10826970,0,1,1.12011203645145,0.704467808473837
S1_10899900,1,10899900,0,1,0.636279367925918,0.764685250193917
S1_10960784,1,10960784,0,1,0.821832543320971,0.596526847553293
S1_10960811,1,10960811,0,1,0.0696887765956244,0.481744139868761
S1_10960976,1,10960976,0,1,0.943348464065851,1.2146494223201
S1_11476884,1,11476884,0,1,1.59193686833823,1.16601162735779
S1_11533071,1,11533071,0,1,0.0811090257655837,0.0106094657988064
S1_11793062,1,11793062,0,1,0.0805254324993691,0.028514309380752
S1_11910984,1,11910984,0,1,0.552523885854658,0.549420755650874
S1_11911006,1,11911006,0,1,0.210792350760769,0.105903139216838
S1_11944909,1,11944909,0,1,0.225182090405784,0.178078948281859
S1_11949055,1,11949055,0,1,1.06291988393067,0.881211488915878
S1_11949092,1,11949092,0,1,0.950748264768553,0.554831707849048
S1_11949102,1,11949102,0,1,1.06291988393067,0.881211488915878
S1_11949112,1,11949112,0,1,NA,NA
S1_11951941,1,11951941,0,1,0.231363275176716,0.17437495487601
S1_11951944,1,11951944,0,1,0.258696516407977,0.34427706740455
S1_11992906,1,11992906,0,1,1.22775745731859,1.06967483931236
S1_12146738,1,12146738,0,1,0.286020602625057,0.638600765880926
S1_12169653,1,12169653,0,1,0.0709479547451605,0.178942556059327
S1_12176349,1,12176349,0,1,0.371308038133355,0.143745380042479
S1_12176352,1,12176352,0,1,0.629755204532101,0.474860153060463
S1_12209994,1,12209994,0,1,0.921888675328086,0.52982861991658
S1_12256115,1,12256115,0,1,0.380114610743572,0.422145002458459
S1_12309541,1,12309541,0,1,0.0326090567289854,0.0213350089791393
S1_12309645,1,12309645,0,1,0.0505738634888104,0.016821154111804
S1_12309647,1,12309647,0,1,0.132326368616515,0.151312906820525
S1_12344369,1,12344369,0,1,0.690654771483147,0.353068826833208
S1_12344374,1,12344374,0,1,0.190738377450232,0.239480207867423
S1_12344470,1,12344470,0,1,0.00706827075751784,0.00972012298477697
S1_12357413,1,12357413,0,1,0.450607411823744,0.313310343855222
S1_12481563,1,12481563,0,1,0.0552090506808195,0.24885533469757
S1_12481583,1,12481583,0,1,0.0705198220205747,0.0992761267219555
S1_12521405,1,12521405,0,1,0.0564770789446222,0.145341609702779
S1_12521523,1,12521523,0,1,0.396075195759473,0.15426479810524
S1_12521525,1,12521525,0,1,0.137207050788523,0.047367855159497
S1_12521527,1,12521527,0,1,0.396075195759473,0.15426479810524
S1_12852920,1,12852920,0,1,0.637453670034574,0.352737325573873
S1_12855584,1,12855584,0,1,0.987322496686073,0.579339805710461
S1_12855585,1,12855585,0,1,0.987322496686073,0.579339805710461
S1_13643091,1,13643091,0,1,0.0492124664312121,0.0191127569752945
S1_14032166,1,14032166,0,1,0.0538579577095198,0.0374395022601207
S1_14032198,1,14032198,0,1,0.532054748712748,0.44088289892548
S1_14033579,1,14033579,0,1,0.750405704761266,0.404649878828556
S1_14103918,1,14103918,0,1,0.634277682622149,1.05183962504042
S1_14165553,1,14165553,0,1,0.872334246767909,1.38663443132554
S1_14165556,1,14165556,0,1,0.529243657773305,1.39794000392306
S1_14165569,1,14165569,0,1,0.448976607518985,0.961997131422689
S1_14169991,1,14169991,0,1,0.394113580559033,0.265064386227697
S1_14449070,1,14449070,0,1,0.118868899967106,0.548856118336662
S1_14449371,1,14449371,0,1,0.0203391675150792,0.0538036630888998
S1_14449374,1,14449374,0,1,0.0254918251193712,0.521399677945516
S1_14449375,1,14449375,0,1,0.0174656815813877,0.0532420756582811
S1_14449382,1,14449382,0,1,0.0174656815813877,0.0532420756582811
S1_14510422,1,14510422,0,1,0.177456885598317,0.21633659791562
S1_14803790,1,14803790,0,1,0.363498636273243,0.134552641152424
S1_14852237,1,14852237,0,1,0.243922713220819,0.273210995604952
S1_15075522,1,15075522,0,1,0.337333966528868,0.456097144139945
S1_15134219,1,15134219,0,1,0.147655659257838,0.0997726548428604
S1_15169935,1,15169935,0,1,0.0437316133903793,0.00340522803021881
S1_15169946,1,15169946,0,1,0.0457127898288464,0.010332482409248
S1_15353573,1,15353573,0,1,0.624427713355433,0.334877530975566
S1_15353577,1,15353577,0,1,0.540221454989643,0.32400631709198
S1_15779598,1,15779598,0,1,0.432894750113496,0.175044630261686
S1_15779616,1,15779616,0,1,0.282176919159018,0.0913541970682609
S1_15995473,1,15995473,0,1,1.90771686579281,4.43449619939238
S1_16698844,1,16698844,0,1,NA,NA
S1_16698847,1,16698847,0,1,0.21237340714623,0.249770866907704
S1_16777521,1,16777521,0,1,0.211343876359258,0.070594559620704
S1_16783629,1,16783629,0,1,0.573632710216795,0.37676320325927
S1_16783659,1,16783659,0,1,0.551358715540352,0.344637865423813
S1_16825995,1,16825995,0,1,0.0133485862000653,0.0278840690808713
S1_16826035,1,16826035,0,1,0.408900267190072,0.193686684477355
S1_16826037,1,16826037,0,1,0.408900267190072,0.193686684477355
S1_17494066,1,17494066,0,1,0.255354334760858,0.0757826147163218
S1_17494133,1,17494133,0,1,0.469910888930261,0.317559807818846
S1_17673474,1,17673474,0,1,0.0992868700644454,0.192202226267544
S1_17679542,1,17679542,0,1,0.0703803460845184,0.37082689783527
