Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,0.307976171177412
S1_2091448,1,2091448,0,1,0.337323209094783
S1_2307029,1,2307029,0,1,0.47948036278608
S1_2307053,1,2307053,0,1,0.052594892058144
S1_2307134,1,2307134,0,1,NA
S1_2467316,1,2467316,0,1,0.357898333051487
S1_2469048,1,2469048,0,1,NA
S1_2469056,1,2469056,0,1,NA
S1_2469082,1,2469082,0,1,NA
S1_2469093,1,2469093,0,1,0.120940496504648
S1_2544060,1,2544060,0,1,0.479294070866131
S1_2691904,1,2691904,0,1,0.372493777245616
S1_2691906,1,2691906,0,1,0.372493777245616
S1_2693670,1,2693670,0,1,1.22361101369299
S1_2693676,1,2693676,0,1,0.128086324644598
S1_2693869,1,2693869,0,1,0.275018188550115
S1_2693911,1,2693911,0,1,0.217040483353018
S1_2693995,1,2693995,0,1,0.00498059908739602
S1_2694004,1,2694004,0,1,0.654091436417596
S1_2740925,1,2740925,0,1,0.216361544494292
S1_2753153,1,2753153,0,1,0.568755973295154
S1_2753327,1,2753327,0,1,0.0722696722040808
S1_2753420,1,2753420,0,1,1.12957153305637
S1_2784213,1,2784213,0,1,0.14718753933914
S1_2784215,1,2784215,0,1,0.147221424671246
S1_2801538,1,2801538,0,1,0.0187978069806821
S1_2803659,1,2803659,0,1,0.0863921667686868
S1_2803686,1,2803686,0,1,0.175994497145042
S1_2937746,1,2937746,0,1,0.203323929632725
S1_3010418,1,3010418,0,1,0.329388618073299
S1_3010423,1,3010423,0,1,0.329388618073299
S1_3010424,1,3010424,0,1,0.329388618073299
S1_3010434,1,3010434,0,1,0.329388618073299
S1_3010439,1,3010439,0,1,0.561863465221454
S1_3010445,1,3010445,0,1,0.311265119029233
S1_3010447,1,3010447,0,1,0.311265119029233
S1_3029136,1,3029136,0,1,0.0569117288445286
S1_3029139,1,3029139,0,1,0.395085398867556
S1_3135749,1,3135749,0,1,0.335213257825857
S1_3135753,1,3135753,0,1,0.799794834770901
S1_3197144,1,3197144,0,1,0.52038328444083
S1_3197156,1,3197156,0,1,0.307113075797478
S1_3197160,1,3197160,0,1,0.52381040260231
S1_3197164,1,3197164,0,1,0.458982644184717
S1_3269687,1,3269687,0,1,0.0594450158295411
S1_3279302,1,3279302,0,1,1.06398598338427
S1_3282170,1,3282170,0,1,0.325200090655377
S1_3405322,1,3405322,0,1,0.00379912996109219
