Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,1.04446563659214
S1_2091448,1,2091448,0,1,1.18786400065802
S1_2307029,1,2307029,0,1,1.20587638261029
S1_2307053,1,2307053,0,1,0.424844614277064
S1_2307134,1,2307134,0,1,NA
S1_2467316,1,2467316,0,1,0.380289439578611
S1_2469048,1,2469048,0,1,NA
S1_2469056,1,2469056,0,1,NA
S1_2469082,1,2469082,0,1,NA
S1_2469093,1,2469093,0,1,0.0846637023050168
S1_2544060,1,2544060,0,1,1.01304619733723
S1_2691904,1,2691904,0,1,0.112871920431815
S1_2691906,1,2691906,0,1,0.112871920431815
S1_2693670,1,2693670,0,1,1.49115907029966
S1_2693676,1,2693676,0,1,0.406585402379254
S1_2693869,1,2693869,0,1,0.868284610105198
S1_2693911,1,2693911,0,1,0.384646871633367
S1_2693995,1,2693995,0,1,0.155712014077733
S1_2694004,1,2694004,0,1,0.89610875897795
S1_2740925,1,2740925,0,1,0.386974773123291
S1_2753153,1,2753153,0,1,1.32952535319449
S1_2753327,1,2753327,0,1,0.0525735050545667
S1_2753420,1,2753420,0,1,1.36437585245365
S1_2784213,1,2784213,0,1,0.273498842393198
S1_2784215,1,2784215,0,1,0.278866837078763
S1_2801538,1,2801538,0,1,1.30291802813121
S1_2803659,1,2803659,0,1,1.51775570714352
S1_2803686,1,2803686,0,1,0.468505257507561
S1_2937746,1,2937746,0,1,0.181937686269736
S1_3010418,1,3010418,0,1,0.432434900356366
S1_3010423,1,3010423,0,1,0.432434900356366
S1_3010424,1,3010424,0,1,0.432434900356366
S1_3010434,1,3010434,0,1,0.432434900356366
S1_3010439,1,3010439,0,1,1.16224857789786
S1_3010445,1,3010445,0,1,0.436728755273137
S1_3010447,1,3010447,0,1,0.436728755273137
S1_3029136,1,3029136,0,1,0.381289574489537
S1_3029139,1,3029139,0,1,0.944018287404185
S1_3135749,1,3135749,0,1,0.550589724589211
S1_3135753,1,3135753,0,1,1.39668365233189
S1_3197144,1,3197144,0,1,0.50549658349323
S1_3197156,1,3197156,0,1,0.470741658585287
S1_3197160,1,3197160,0,1,0.563996256331979
S1_3197164,1,3197164,0,1,0.943460964923316
S1_3269687,1,3269687,0,1,0.410193545347166
S1_3279302,1,3279302,0,1,0.622645137419894
S1_3282170,1,3282170,0,1,0.654504214789356
S1_3405322,1,3405322,0,1,0.255692097967437
S1_3405346,1,3405346,0,1,0.255692097967437
S1_3405632,1,3405632,0,1,1.15627781027462
S1_3650455,1,3650455,0,1,0.318167801097124
S1_3703741,1,3703741,0,1,0.955904320151665
S1_3703762,1,3703762,0,1,0.672622909760216
S1_3739861,1,3739861,0,1,1.22053789223288
S1_4018295,1,4018295,0,1,2.30263896699447
S1_4040233,1,4040233,0,1,0.123893594776933
S1_4040251,1,4040251,0,1,0.719788723031302
S1_4452378,1,4452378,0,1,0.0188608682497381
S1_4519154,1,4519154,0,1,0.668589661748179
S1_4548845,1,4548845,0,1,0.483126754500091
S1_4979298,1,4979298,0,1,0.765180808399596
S1_4994210,1,4994210,0,1,0.580738277261868
S1_5006696,1,5006696,0,1,1.70681836943035
S1_5091849,1,5091849,0,1,1.4011924301638
S1_5745185,1,5745185,0,1,1.95364703656725
S1_5745195,1,5745195,0,1,NA
S1_5745514,1,5745514,0,1,0.75501400021691
S1_5745520,1,5745520,0,1,0.0593226430208591
S1_6220288,1,6220288,0,1,0.208640245278854
S1_6220289,1,6220289,0,1,0.208640245278854
S1_6234773,1,6234773,0,1,0.626405845185179
S1_6234790,1,6234790,0,1,0.563767594244467
S1_6234801,1,6234801,0,1,0.383312281650282
S1_6425499,1,6425499,0,1,0.488057738266586
S1_6425509,1,6425509,0,1,NA
S1_6431158,1,6431158,0,1,NA
S1_6431197,1,6431197,0,1,0.249819407894507
S1_6431227,1,6431227,0,1,0.130947942140169
S1_6433450,1,6433450,0,1,0.399829511402847
S1_6549984,1,6549984,0,1,0.261087928376459
S1_6850821,1,6850821,0,1,NA
S1_6921570,1,6921570,0,1,0.00363413905685107
S1_6922850,1,6922850,0,1,0.382483664926027
S1_6923719,1,6923719,0,1,0.811411410184834
S1_6923804,1,6923804,0,1,0.082733445694216
S1_7079762,1,7079762,0,1,0.419247700301164
S1_7091205,1,7091205,0,1,0.884006372656023
S1_7161470,1,7161470,0,1,0.711053654782536
S1_7161473,1,7161473,0,1,0.711053654782536
S1_7299841,1,7299841,0,1,1.22968627811339
S1_7355728,1,7355728,0,1,0.963271789564608
S1_7355735,1,7355735,0,1,0.544894459472137
S1_7355739,1,7355739,0,1,0.300007202128477
S1_7389879,1,7389879,0,1,1.51058718279402
S1_7390282,1,7390282,0,1,0.00758193191457169
S1_7390746,1,7390746,0,1,0.687645150571732
S1_7390758,1,7390758,0,1,0.849290686099881
S1_7390769,1,7390769,0,1,0.794422660483279
S1_7390776,1,7390776,0,1,0.797335803710017
S1_7391420,1,7391420,0,1,0.0135983776186869
S1_7397625,1,7397625,0,1,0.106430026195325
S1_8038925,1,8038925,0,1,1.36755590063443
S1_8271524,1,8271524,0,1,0.229099923076284
S1_8355740,1,8355740,0,1,1.45948461612294
S1_8450316,1,8450316,0,1,0.10501925058809
S1_8538065,1,8538065,0,1,0.0241729625281016
S1_8538275,1,8538275,0,1,0.335202137969512
S1_8541287,1,8541287,0,1,NA
S1_8637215,1,8637215,0,1,NA
S1_8656801,1,8656801,0,1,0.785781015344506
S1_8656813,1,8656813,0,1,1.70343861930361
S1_9058898,1,9058898,0,1,1.01756020163937
S1_9058931,1,9058931,0,1,0.461935592278472
S1_9123511,1,9123511,0,1,1.88409245659817
S1_9216202,1,9216202,0,1,0.249290742867607
S1_9301439,1,9301439,0,1,0.594119966667703
S1_9396313,1,9396313,0,1,0.777892381586567
S1_9396331,1,9396331,0,1,0.484781711397051
S1_9437011,1,9437011,0,1,NA
S1_9526267,1,9526267,0,1,0.820871766857529
S1_9581609,1,9581609,0,1,0.327979829326038
S1_9581620,1,9581620,0,1,0.204354218243437
S1_9956400,1,9956400,0,1,1.18009734717209
S1_9956412,1,9956412,0,1,1.45580753834227
S1_9957099,1,9957099,0,1,0.523833662689213
S1_10096289,1,10096289,0,1,NA
S1_10436215,1,10436215,0,1,0.0774110651910108
S1_10436225,1,10436225,0,1,0.461701746656068
S1_10436226,1,10436226,0,1,0.0638477014928626
S1_10436233,1,10436233,0,1,0.0638477014928626
