Marker,Chrom,Position,Ref,Alt,general
S1_1000282,1,1000282,0,1,0.0481077948026508
S1_2091448,1,2091448,0,1,0.157466101353598
S1_2307029,1,2307029,0,1,1.90884446140412
S1_2307053,1,2307053,0,1,0.78502339764492
S1_2307134,1,2307134,0,1,NA
S1_2467316,1,2467316,0,1,0.361709625378429
S1_2469048,1,2469048,0,1,NA
S1_2469056,1,2469056,0,1,NA
S1_2469082,1,2469082,0,1,NA
S1_2469093,1,2469093,0,1,0.130056671710148
S1_2544060,1,2544060,0,1,1.2732094140755
S1_2691904,1,2691904,0,1,0.351427562738029
S1_2691906,1,2691906,0,1,0.351427562738029
S1_2693670,1,2693670,0,1,0.753566431623273
S1_2693676,1,2693676,0,1,0.282998400053079
S1_2693869,1,2693869,0,1,0.0580397866638402
S1_2693911,1,2693911,0,1,0.408562755139156
S1_2693995,1,2693995,0,1,0.52871590775737
S1_2694004,1,2694004,0,1,0.179716193911046
S1_2740925,1,2740925,0,1,1.10332609166969
S1_2753153,1,2753153,0,1,0.614184171965164
S1_2753327,1,2753327,0,1,0.558447688752342
S1_2753420,1,2753420,0,1,0.564822586963096
S1_2784213,1,2784213,0,1,0.107380008195908
S1_2784215,1,2784215,0,1,0.0627712017579884
S1_2801538,1,2801538,0,1,0.535566165556125
S1_2803659,1,2803659,0,1,0.139831211329735
S1_2803686,1,2803686,0,1,0.183017227001668
S1_2937746,1,2937746,0,1,0.0743543143452396
S1_3010418,1,3010418,0,1,0.218344566885445
S1_3010423,1,3010423,0,1,0.218344566885445
S1_3010424,1,3010424,0,1,0.218344566885445
S1_3010434,1,3010434,0,1,0.218344566885445
S1_3010439,1,3010439,0,1,0.795224544275946
S1_3010445,1,3010445,0,1,0.233032008327777
S1_3010447,1,3010447,0,1,0.233032008327777
S1_3029136,1,3029136,0,1,0.418505500430184
S1_3029139,1,3029139,0,1,0.234059297533283
S1_3135749,1,3135749,0,1,0.0841056226991296
S1_3135753,1,3135753,0,1,1.65875082994197
S1_3197144,1,3197144,0,1,0.0060120108676634
S1_3197156,1,3197156,0,1,0.774097118323235
