Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,NA,-0.00219060393934864
S1_128373,1,128373,0,1,NA,-0.0446242996337798
S1_222471,1,222471,0,1,NA,-0.247404078839428
S1_267769,1,267769,0,1,NA,0.097691172139477
S1_985248,1,985248,0,1,NA,-0.0152009716541062
S1_1000282,1,1000282,0,1,NA,0.0399791872108259
S1_1001511,1,1001511,0,1,NA,0.325765418235983
S1_1167803,1,1167803,0,1,NA,0.197839328648782
S1_1195312,1,1195312,0,1,NA,-0.0996106867637178
S1_1568364,1,1568364,0,1,NA,-0.00114242126071261
S1_1665404,1,1665404,0,1,NA,0.171814258891845
S1_1665418,1,1665418,0,1,NA,0.220091378710666
S1_1665430,1,1665430,0,1,NA,0.0436420181583881
S1_1686778,1,1686778,0,1,NA,0.0464671313545018
S1_1763337,1,1763337,0,1,NA,0.00219879572874664
S1_1763359,1,1763359,0,1,NA,0.00722319430464449
S1_1763421,1,1763421,0,1,NA,0.0553991656605717
S1_1780412,1,1780412,0,1,NA,0.189214093755032
S1_1787870,1,1787870,0,1,NA,0.00206152628596045
S1_1787892,1,1787892,0,1,NA,0.0276135894992778
S1_1792012,1,1792012,0,1,NA,0.0323466662967024
S1_1804228,1,1804228,0,1,NA,0.0162313328924417
S1_1804237,1,1804237,0,1,NA,-0.0435615300216204
S1_1957407,1,1957407,0,1,NA,0.0447389024868713
S1_2032165,1,2032165,0,1,NA,0.0162152289631088
S1_2089532,1,2089532,0,1,NA,0.0171096900718433
S1_2089585,1,2089585,0,1,NA,0.0320819115890395
S1_2091448,1,2091448,0,1,NA,0.124967608505173
S1_2091497,1,2091497,0,1,NA,0.0281560710954883
S1_2304094,1,2304094,0,1,NA,-0.0887979716474158
S1_2306736,1,2306736,0,1,NA,0.022055823741313
S1_2306739,1,2306739,0,1,NA,0.0698206430273964
S1_2307001,1,2307001,0,1,NA,0.108111559927446
S1_2307011,1,2307011,0,1,NA,0.0529537266996876
S1_2307071,1,2307071,0,1,NA,-0.0277858151029438
S1_2307256,1,2307256,0,1,NA,0.171753213284806
S1_2307287,1,2307287,0,1,NA,0.105895751455966
S1_2307305,1,2307305,0,1,NA,0.284219535079759
S1_2307776,1,2307776,0,1,NA,-0.0143311936292327
S1_2336405,1,2336405,0,1,NA,0.112986704531034
S1_2431751,1,2431751,0,1,NA,0.0341421844180209
S1_2466885,1,2466885,0,1,NA,0.390039108821035
S1_2467289,1,2467289,0,1,NA,-0.00552180964858606
S1_2467298,1,2467298,0,1,NA,0.00175716496404302
S1_2467316,1,2467316,0,1,NA,-0.0364709101622339
S1_2467319,1,2467319,0,1,NA,-0.0391087122894243
S1_2467326,1,2467326,0,1,NA,0.0158025625405347
S1_2467328,1,2467328,0,1,NA,-0.0298154704601252
S1_2467352,1,2467352,0,1,NA,0.00391781034775152
S1_2468221,1,2468221,0,1,NA,-0.0673268019475637
S1_2469048,1,2469048,0,1,NA,0.10658062527837
S1_2469056,1,2469056,0,1,NA,-0.0892665318803683
S1_2469093,1,2469093,0,1,NA,0.0294464281475252
S1_2470205,1,2470205,0,1,NA,0.12232327536812
S1_2537494,1,2537494,0,1,NA,0.0555517129055655
S1_2540555,1,2540555,0,1,NA,-0.11609598048167
S1_2544068,1,2544068,0,1,NA,-0.0465779569573288
S1_2657797,1,2657797,0,1,NA,0.0466692709436523
S1_2685989,1,2685989,0,1,NA,0.118291270208458
S1_2686010,1,2686010,0,1,NA,0.0106593503530411
S1_2691832,1,2691832,0,1,NA,0.0524994172940268
S1_2691875,1,2691875,0,1,NA,0.0684749950523443
S1_2691904,1,2691904,0,1,NA,0.0274439986749128
S1_2693911,1,2693911,0,1,NA,0.0976726281290872
S1_2693968,1,2693968,0,1,NA,0.0798980899316957
S1_2693969,1,2693969,0,1,NA,-0.240174860000571
S1_2693995,1,2693995,0,1,NA,0.061221717959679
S1_2693998,1,2693998,0,1,NA,0.079967080256197
S1_2727652,1,2727652,0,1,NA,-0.0399858692905709
S1_2730433,1,2730433,0,1,NA,0.0858569140633705
S1_2730435,1,2730435,0,1,NA,0.0164001205730947
S1_2739890,1,2739890,0,1,NA,0.594616997719309
S1_2740904,1,2740904,0,1,NA,0.0975189367876955
S1_2740913,1,2740913,0,1,NA,0.0920564641674492
S1_2740924,1,2740924,0,1,NA,0.107200930952925
S1_2740925,1,2740925,0,1,NA,0.142755729083408
S1_2745817,1,2745817,0,1,NA,-0.0174135408131154
S1_2746546,1,2746546,0,1,NA,0.419065012815434
S1_2747010,1,2747010,0,1,NA,0.0765769278778189
S1_2748931,1,2748931,0,1,NA,0.0531832432433701
S1_2753170,1,2753170,0,1,NA,-0.0604062163109345
S1_2753256,1,2753256,0,1,NA,0.099742584235644
S1_2753385,1,2753385,0,1,NA,0.000349994991633323
S1_2753437,1,2753437,0,1,NA,-0.388039159606681
S1_2753738,1,2753738,0,1,NA,0.116940449937182
S1_2754198,1,2754198,0,1,NA,0.220571480174531
S1_2754503,1,2754503,0,1,NA,0.00992849869411063
S1_2784031,1,2784031,0,1,NA,-0.00702863726944097
S1_2784065,1,2784065,0,1,NA,-0.0538772067006699
S1_2784178,1,2784178,0,1,NA,-0.0295688513746898
S1_2784215,1,2784215,0,1,NA,0.0636732921226041
S1_2794443,1,2794443,0,1,NA,-0.0434890021786785
S1_2794651,1,2794651,0,1,NA,0.153994751387004
S1_2794670,1,2794670,0,1,NA,0.138588037439341
S1_2801538,1,2801538,0,1,NA,0.0326483132922813
S1_2801547,1,2801547,0,1,NA,0.0386105823063122
S1_2803636,1,2803636,0,1,NA,0.0885079934345002
S1_2803659,1,2803659,0,1,NA,0.0401691497730908
S1_2803686,1,2803686,0,1,NA,0.121919541778975
S1_2842393,1,2842393,0,1,NA,-0.0478281644993744
S1_2842395,1,2842395,0,1,NA,0.0840420386614524
S1_2842612,1,2842612,0,1,NA,-0.0246225038670071
S1_2858812,1,2858812,0,1,NA,-0.260609381933144
S1_2858936,1,2858936,0,1,NA,-0.250971061833659
S1_2872305,1,2872305,0,1,NA,-0.0056936061064948
S1_2872340,1,2872340,0,1,NA,-0.00577704004351493
S1_2937746,1,2937746,0,1,NA,-0.00390211474743509
S1_2940981,1,2940981,0,1,NA,0.12168871819778
S1_2942391,1,2942391,0,1,NA,-0.014499575798066
S1_2942412,1,2942412,0,1,NA,0.0551955589505281
S1_2942413,1,2942413,0,1,NA,-0.0991353433025468
S1_2956835,1,2956835,0,1,NA,0.0764163902479642
S1_2957197,1,2957197,0,1,NA,0.0873014558594822
S1_2957263,1,2957263,0,1,NA,0.125891859078017
S1_2957286,1,2957286,0,1,NA,-0.0343398263519244
S1_2957312,1,2957312,0,1,NA,-0.0300969479179153
S1_3000657,1,3000657,0,1,NA,-0.12761332899814
S1_3000668,1,3000668,0,1,NA,-0.11532632599695
S1_3000812,1,3000812,0,1,NA,0.0262856041778532
S1_3000850,1,3000850,0,1,NA,-0.00709045587251584
S1_3001062,1,3001062,0,1,NA,0.0764124038530787
S1_3010423,1,3010423,0,1,NA,-0.0234553586741601
S1_3022795,1,3022795,0,1,NA,-0.0605013246427845
S1_3028475,1,3028475,0,1,NA,-0.173797182660388
S1_3028503,1,3028503,0,1,NA,-0.079749931229299
S1_3029136,1,3029136,0,1,NA,0.0523101442189122
S1_3029139,1,3029139,0,1,NA,0.0597572449887433
S1_3029205,1,3029205,0,1,NA,-0.084463193285116
S1_3078487,1,3078487,0,1,NA,-0.0859630156243317
S1_3078874,1,3078874,0,1,NA,0.12189152339901
S1_3079131,1,3079131,0,1,NA,-0.139347749882068
S1_3079287,1,3079287,0,1,NA,-0.0330185779136022
S1_3079325,1,3079325,0,1,NA,-0.0227808387282646
S1_3079994,1,3079994,0,1,NA,0.0525078723665197
S1_3080098,1,3080098,0,1,NA,0.0476327561540104
S1_3081447,1,3081447,0,1,NA,0.0833492325226011
S1_3081458,1,3081458,0,1,NA,0.0689457520356463
S1_3081692,1,3081692,0,1,NA,0.0384255056722476
S1_3131760,1,3131760,0,1,NA,0.0612029908079659
S1_3136255,1,3136255,0,1,NA,0.118719438487782
S1_3136329,1,3136329,0,1,NA,-0.0365048162668028
S1_3179303,1,3179303,0,1,NA,-0.0284617613362748
S1_3179376,1,3179376,0,1,NA,-0.0604102905647883
S1_3190637,1,3190637,0,1,NA,0.120282333678392
S1_3190712,1,3190712,0,1,NA,0.0667460179751782
S1_3197122,1,3197122,0,1,NA,-0.0126059326260888
S1_3197144,1,3197144,0,1,NA,0.118427394615519
S1_3197156,1,3197156,0,1,NA,0.0250179790969405
S1_3197160,1,3197160,0,1,NA,-0.0236247833288094
S1_3197186,1,3197186,0,1,NA,0.14002629076314
S1_3197225,1,3197225,0,1,NA,0.0351481836400781
S1_3197228,1,3197228,0,1,NA,0.200333599337544
S1_3197312,1,3197312,0,1,NA,-0.06569236830086
S1_3199277,1,3199277,0,1,NA,0.0698840434467156
S1_3199279,1,3199279,0,1,NA,0.0619107863475941
S1_3199533,1,3199533,0,1,NA,0.117965178403173
S1_3200233,1,3200233,0,1,NA,0.0260921800669386
S1_3200355,1,3200355,0,1,NA,0.0928484215888944
S1_3269837,1,3269837,0,1,NA,0.121769010827637
S1_3274469,1,3274469,0,1,NA,-0.0285250759386552
S1_3276118,1,3276118,0,1,NA,NA
S1_3279302,1,3279302,0,1,NA,0.0742169896551622
S1_3280221,1,3280221,0,1,NA,0.0214792018977791
