Marker,Chrom,Position,Ref,Alt,diplo-general,diplo-additive
S1_10638,1,10638,0,1,0.0512806259129736,0.19737344610561
S1_128373,1,128373,0,1,0.925890385436514,1.0404745257333
S1_222471,1,222471,0,1,0.145772605554865,0.145772605554865
S1_267769,1,267769,0,1,0.109334385676781,0.214111695348235
S1_985248,1,985248,0,1,0.202781719686845,0.404411328038034
S1_1000282,1,1000282,0,1,0.385654266428583,0.678858536535261
S1_1001511,1,1001511,0,1,0.722215061884483,1.03391281007729
S1_1167803,1,1167803,0,1,0.318049829087642,0.283592318035644
S1_1195312,1,1195312,0,1,0.130596159696457,0.358777742255755
S1_1568364,1,1568364,0,1,0.165986081855817,0.394207349225024
S1_1665404,1,1665404,0,1,0.318626408575028,0.406045812782719
S1_1665418,1,1665418,0,1,0.430471515918646,0.793011154158159
S1_1665430,1,1665430,0,1,0.455912685999262,0.599727409560339
S1_1686778,1,1686778,0,1,1.36177053442611,1.36177053442611
S1_1763337,1,1763337,0,1,0.114149428712069,0.227969929958438
S1_1763359,1,1763359,0,1,0.231136723999972,0.176861444702807
S1_1763421,1,1763421,0,1,0.415630674632403,0.415630674632403
S1_1780412,1,1780412,0,1,0.213593120070354,0.483345926499376
S1_1787870,1,1787870,0,1,0.0222751319906456,0.0511708047779889
S1_1787892,1,1787892,0,1,0.179464340481537,0.10057472472026
S1_1792012,1,1792012,0,1,1.64022368300607,1.18228879868801
S1_1804228,1,1804228,0,1,0.933268323174116,0.19625128313586
S1_1804237,1,1804237,0,1,1.09584627097717,0.0216837987410868
S1_1957407,1,1957407,0,1,0.152594458576262,0.313605244813805
S1_2032165,1,2032165,0,1,0.0190644871669546,0.0508271420018799
S1_2089532,1,2089532,0,1,0.195864890040655,0.276994876791218
S1_2089585,1,2089585,0,1,1.01702692060352,1.01203003560854
S1_2091448,1,2091448,0,1,0.538682925514703,0.856946634624434
S1_2091497,1,2091497,0,1,0.288707293500711,0.407515919262142
S1_2304094,1,2304094,0,1,1.99910060583751,1.99910060583751
S1_2306736,1,2306736,0,1,0.80535893831822,0.00261289943111747
S1_2306739,1,2306739,0,1,0.584645641957071,0.0163455573414601
S1_2307001,1,2307001,0,1,0.00809014748837979,0.0514605375833391
S1_2307011,1,2307011,0,1,0.0425687619181329,0.154303189594904
S1_2307071,1,2307071,0,1,0.0949906059590963,0.165465921994779
S1_2307256,1,2307256,0,1,0.969073824807402,1.32378819075199
S1_2307287,1,2307287,0,1,0.282103473064491,0.594061579223884
S1_2307305,1,2307305,0,1,0.252256330632828,0.308120231372442
S1_2307776,1,2307776,0,1,0.232232420448272,0.232232420448272
S1_2336405,1,2336405,0,1,0.543697712268098,0.94499713546532
S1_2431751,1,2431751,0,1,0.396148653275683,0.396148653275683
S1_2466885,1,2466885,0,1,0.912568227144004,0.912568227144004
S1_2467289,1,2467289,0,1,0.230580528599983,0.478418324148102
S1_2467298,1,2467298,0,1,0.0834237174329365,0.239111004073592
S1_2467316,1,2467316,0,1,0.0741763249836171,0.0780086191843774
S1_2467319,1,2467319,0,1,0.410202116217156,0.756311560225797
S1_2467326,1,2467326,0,1,0.0488287957727567,0.197111188958974
S1_2467328,1,2467328,0,1,0.057329181172856,0.057329181172856
S1_2467352,1,2467352,0,1,0.219665905638754,0.405433010404281
S1_2468221,1,2468221,0,1,0.600306995362102,0.200883873867999
S1_2469048,1,2469048,0,1,1.60416532565105,2.14441974576333
S1_2469056,1,2469056,0,1,1.11856598909686,1.63563524095508
S1_2469093,1,2469093,0,1,0.0286745978577517,0.144891525543551
S1_2470205,1,2470205,0,1,0.18291231110753,0.18291231110753
S1_2537494,1,2537494,0,1,0.0265792821153498,0.118220004634292
S1_2540555,1,2540555,0,1,0.84551409060351,1.14725018477787
S1_2544068,1,2544068,0,1,0.377135042664015,0.633434295219604
S1_2657797,1,2657797,0,1,0.0973184616451043,0.298418267352849
S1_2685989,1,2685989,0,1,1.37466945484077,1.91753177133268
S1_2686010,1,2686010,0,1,0.170471626058488,0.175935835307595
S1_2691832,1,2691832,0,1,1.10959467418971,1.59176355287729
S1_2691875,1,2691875,0,1,0.908609453882094,1.38679988875463
S1_2691904,1,2691904,0,1,1.7135176780035,2.23240507078562
S1_2693911,1,2693911,0,1,0.771587063067592,1.1908298932915
S1_2693968,1,2693968,0,1,1.58560777165826,1.85765844745551
S1_2693969,1,2693969,0,1,0.491020816254896,0.478229283012294
S1_2693995,1,2693995,0,1,0.0282899245899572,0.142630182699826
S1_2693998,1,2693998,0,1,1.03982077536019,1.49147598287011
S1_2727652,1,2727652,0,1,0.272371208475233,0.35858786417304
