SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S3_217098684,3,217098684,1.3154273329608e-07,0.279805352798054,411,NA,NA,0.00675642941028658,NA
S4_44509229,4,44509229,2.79115560496424e-07,0.307785888077859,411,NA,NA,0.00716810626688891,NA
S9_153509055,9,153509055,0.00010003114194679,0.347931873479319,411,NA,NA,1,NA
S1_253776947,1,253776947,0.000105811424219639,0.322384428223844,411,NA,NA,1,NA
S10_71665925,10,71665925,0.000195850038813796,0.142335766423358,411,NA,NA,1,NA
S1_4358623,1,4358623,0.000215052349578293,0.37956204379562,411,NA,NA,1,NA
S1_253133846,1,253133846,0.00023011165496183,0.281021897810219,411,NA,NA,1,NA
S6_108802100,6,108802100,0.000288279846720409,0.328467153284672,411,NA,NA,1,NA
S5_167671610,5,167671610,0.000297917517599381,0.169099756690998,411,NA,NA,1,NA
S6_6527815,6,6527815,0.000362732035261612,0.360097323600973,411,NA,NA,1,NA
S1_194492802,1,194492802,0.000399370928576301,0.142335766423358,411,NA,NA,1,NA
S4_39558254,4,39558254,0.000405420989227165,0.251824817518248,411,NA,NA,1,NA
S1_253135198,1,253135198,0.000408464043708423,0.037712895377129,411,NA,NA,1,NA
S5_143975690,5,143975690,0.000418944168330385,0.144768856447689,411,NA,NA,1,NA
S5_143975714,5,143975714,0.000418944168330385,0.144768856447689,411,NA,NA,1,NA
S5_143975718,5,143975718,0.000418944168330385,0.144768856447689,411,NA,NA,1,NA
S1_253911776,1,253911776,0.000427539383640492,0.44647201946472,411,NA,NA,1,NA
S7_124568146,7,124568146,0.000456308353016983,0.289537712895377,411,NA,NA,1,NA
S10_144854298,10,144854298,0.00048807126372531,0.343065693430657,411,NA,NA,1,NA
S4_200874509,4,200874509,0.000495755364586353,0.170316301703163,411,NA,NA,1,NA
S3_191060966,3,191060966,0.000541791705660694,0.335766423357664,411,NA,NA,1,NA
S1_179988271,1,179988271,0.000542273048900529,0.0644768856447688,411,NA,NA,1,NA
S4_218974088,4,218974088,0.000585898612724556,0.132603406326034,411,NA,NA,1,NA
S10_76408774,10,76408774,0.00062517392364066,0.17639902676399,411,NA,NA,1,NA
S10_76408777,10,76408777,0.000676056621209018,0.177615571776156,411,NA,NA,1,NA
S10_75809712,10,75809712,0.00079029934711647,0.17639902676399,411,NA,NA,1,NA
S2_11207041,2,11207041,0.000817647137723183,0.482968369829684,411,NA,NA,1,NA
S2_33350146,2,33350146,0.000850586215587522,0.110705596107056,411,NA,NA,1,NA
S9_152136819,9,152136819,0.000881783197531984,0.394160583941606,411,NA,NA,1,NA
S6_88583714,6,88583714,0.000907117367296591,0.159367396593674,411,NA,NA,1,NA
S1_254468245,1,254468245,0.00101637634333085,0.288321167883212,411,NA,NA,1,NA
S3_216257315,3,216257315,0.00102158986885339,0.326034063260341,411,NA,NA,1,NA
S7_6497889,7,6497889,0.00102699652831896,0.200729927007299,411,NA,NA,1,NA
S7_6497890,7,6497890,0.00102699652831896,0.200729927007299,411,NA,NA,1,NA
S1_253303703,1,253303703,0.00103896308962965,0.276155717761557,411,NA,NA,1,NA
S8_151339541,8,151339541,0.00105772956541277,0.164233576642336,411,NA,NA,1,NA
S8_159789622,8,159789622,0.00108545130658997,0.480535279805353,411,NA,NA,1,NA
S8_151339550,8,151339550,0.00111168223083178,0.161800486618005,411,NA,NA,1,NA
S5_212157525,5,212157525,0.00115881920364857,0.158150851581509,411,NA,NA,1,NA
S5_27683667,5,27683667,0.0012095003292236,0.16301703163017,411,NA,NA,1,NA
S2_229420138,2,229420138,0.00125437226355032,0.28345498783455,411,NA,NA,1,NA
S2_229420145,2,229420145,0.00125437226355032,0.28345498783455,411,NA,NA,1,NA
S4_41837509,4,41837509,0.00126282215158875,0.301703163017032,411,NA,NA,1,NA
S2_48178061,2,48178061,0.00126908971963086,0.412408759124088,411,NA,NA,1,NA
S3_155735948,3,155735948,0.00137752150488534,0.461070559610706,411,NA,NA,1,NA
S1_295762691,1,295762691,0.00137919933108188,0.155717761557178,411,NA,NA,1,NA
S6_53633062,6,53633062,0.00139383633437059,0.240875912408759,411,NA,NA,1,NA
S2_213848604,2,213848604,0.00143790723886724,0.228710462287105,411,NA,NA,1,NA
S2_11207035,2,11207035,0.00143896124056904,0.468369829683698,411,NA,NA,1,NA
S3_215037401,3,215037401,0.00145562772532347,0.442822384428224,411,NA,NA,1,NA
S5_168667286,5,168667286,0.00147323291376257,0.287104622871046,411,NA,NA,1,NA
S8_159789625,8,159789625,0.00147559356445196,0.369829683698297,411,NA,NA,1,NA
S2_209491738,2,209491738,0.00152778382086208,0.113138686131387,411,NA,NA,1,NA
S5_76381644,5,76381644,0.00152857700800181,0.228710462287105,411,NA,NA,1,NA
S9_119311680,9,119311680,0.00157317419973303,0.183698296836983,411,NA,NA,1,NA
S5_167587029,5,167587029,0.00157576491684064,0.161800486618005,411,NA,NA,1,NA
S4_177432841,4,177432841,0.00158869716353723,0.148418491484185,411,NA,NA,1,NA
S1_61949140,1,61949140,0.00160896702868541,0.171532846715328,411,NA,NA,1,NA
S1_182851610,1,182851610,0.0016292718525893,0.305352798053528,411,NA,NA,1,NA
S4_233203270,4,233203270,0.00163054392199568,0.305352798053528,411,NA,NA,1,NA
S6_88569405,6,88569405,0.00167154469872269,0.206812652068127,411,NA,NA,1,NA
S6_88569420,6,88569420,0.00167154469872269,0.206812652068126,411,NA,NA,1,NA
S5_27683709,5,27683709,0.00172504066325188,0.161800486618005,411,NA,NA,1,NA
S3_145476370,3,145476370,0.00176345194341845,0.186131386861314,411,NA,NA,1,NA
S2_17221709,2,17221709,0.00177777038137359,0.198296836982968,411,NA,NA,1,NA
S5_76428858,5,76428858,0.00180766600463232,0.131386861313869,411,NA,NA,1,NA
S4_41837480,4,41837480,0.0018422166642221,0.28345498783455,411,NA,NA,1,NA
S4_153535852,4,153535852,0.00187171355963877,0.0888077858880778,411,NA,NA,1,NA
S2_10517396,2,10517396,0.00189838882616916,0.245742092457421,411,NA,NA,1,NA
S2_10517406,2,10517406,0.00189838882616916,0.245742092457421,411,NA,NA,1,NA
S8_16757081,8,16757081,0.00193502668393318,0.355231143552311,411,NA,NA,1,NA
S10_96398949,10,96398949,0.00195627260594353,0.12287104622871,411,NA,NA,1,NA
S3_2083355,3,2083355,0.00196105523254569,0.319951338199513,411,NA,NA,1,NA
S1_56575033,1,56575033,0.00200048161326369,0.474452554744526,411,NA,NA,1,NA
S6_109594307,6,109594307,0.00202865433295816,0.300486618004866,411,NA,NA,1,NA
S3_190315580,3,190315580,0.00214528925259548,0.217761557177616,411,NA,NA,1,NA
S3_218487879,3,218487879,0.00216036621883045,0.285888077858881,411,NA,NA,1,NA
S3_218487880,3,218487880,0.00216036621883045,0.285888077858881,411,NA,NA,1,NA
S7_6497934,7,6497934,0.00217844404042065,0.165450121654501,411,NA,NA,1,NA
S4_143720269,4,143720269,0.00219413434249917,0.204379562043796,411,NA,NA,1,NA
S2_29333780,2,29333780,0.00219823606538328,0.318734793187348,411,NA,NA,1,NA
S1_273445693,1,273445693,0.00229112257060289,0.481751824817518,411,NA,NA,1,NA
S4_237682232,4,237682232,0.00230159585701528,0.199513381995134,411,NA,NA,1,NA
S6_158274979,6,158274979,0.00232629807845232,0.287104622871046,411,NA,NA,1,NA
S3_151624509,3,151624509,0.00233057578101169,0.29683698296837,411,NA,NA,1,NA
S9_130883359,9,130883359,0.00236320055441315,0.138686131386861,411,NA,NA,1,NA
S6_143871472,6,143871472,0.00247454600329704,0.114355231143552,411,NA,NA,1,NA
S1_7401045,1,7401045,0.00248723066694043,0.430656934306569,411,NA,NA,1,NA
S4_233636440,4,233636440,0.00249035746851138,0.130170316301703,411,NA,NA,1,NA
S4_2488289,4,2488289,0.0025370599529898,0.40632603406326,411,NA,NA,1,NA
S4_231406047,4,231406047,0.00258357280891638,0.0912408759124088,411,NA,NA,1,NA
S6_131832400,6,131832400,0.00262643273565211,0.259124087591241,411,NA,NA,1,NA
S4_38571530,4,38571530,0.00263835244029977,0.366180048661801,411,NA,NA,1,NA
S4_49446166,4,49446166,0.00267522517650581,0.14963503649635,411,NA,NA,1,NA
S5_170164180,5,170164180,0.00271141833931415,0.277372262773723,411,NA,NA,1,NA
S1_6923719,1,6923719,0.00273135312218318,0.397810218978102,411,NA,NA,1,NA
S1_253135488,1,253135488,0.00273794124305074,0.490267639902676,411,NA,NA,1,NA
S5_214163664,5,214163664,0.00274674937315622,0.204379562043796,411,NA,NA,1,NA
S3_217237944,3,217237944,0.00274951261619584,0.255474452554745,411,NA,NA,1,NA
S8_141929999,8,141929999,0.00276692585305297,0.132603406326034,411,NA,NA,1,NA
S3_220678709,3,220678709,0.00277380769005284,0.160583941605839,411,NA,NA,1,NA
S4_143720266,4,143720266,0.00285718072782466,0.178832116788321,411,NA,NA,1,NA
S1_253135480,1,253135480,0.00288237917806077,0.0961070559610706,411,NA,NA,1,NA
S5_213534311,5,213534311,0.00288293444658529,0.332116788321168,411,NA,NA,1,NA
S2_226453405,2,226453405,0.00289666960593347,0.330900243309002,411,NA,NA,1,NA
S7_10549855,7,10549855,0.00292013679296649,0.418491484184915,411,NA,NA,1,NA
S2_235226332,2,235226332,0.00294726432941787,0.143552311435523,411,NA,NA,1,NA
S1_27117623,1,27117623,0.00298691122367836,0.0997566909975669,411,NA,NA,1,NA
S7_161434918,7,161434918,0.00306173455465055,0.205596107055961,411,NA,NA,1,NA
S2_7657751,2,7657751,0.00309238219634506,0.279805352798054,411,NA,NA,1,NA
S1_8975812,1,8975812,0.00309238425241534,0.388077858880779,411,NA,NA,1,NA
S6_90306459,6,90306459,0.00309692050435879,0.262773722627737,411,NA,NA,1,NA
S3_191840067,3,191840067,0.00311146420796896,0.416058394160584,411,NA,NA,1,NA
S4_143720240,4,143720240,0.00312163611144578,0.10948905109489,411,NA,NA,1,NA
S1_62489738,1,62489738,0.00313919626991656,0.400243309002433,411,NA,NA,1,NA
S5_164989887,5,164989887,0.00317301102041704,0.142335766423358,411,NA,NA,1,NA
S5_164989901,5,164989901,0.00317301102041704,0.142335766423358,411,NA,NA,1,NA
S5_164989904,5,164989904,0.00317301102041704,0.142335766423358,411,NA,NA,1,NA
S7_7573558,7,7573558,0.00320794779462533,0.153284671532847,411,NA,NA,1,NA
S4_38296703,4,38296703,0.00323578023399088,0.357664233576642,411,NA,NA,1,NA
S6_132663429,6,132663429,0.0032557946805492,0.188564476885645,411,NA,NA,1,NA
S9_20114132,9,20114132,0.00326962554271341,0.104622871046229,411,NA,NA,1,NA
S3_5440087,3,5440087,0.00336876766006007,0.12287104622871,411,NA,NA,1,NA
S1_285978612,1,285978612,0.00337745973640292,0.22992700729927,411,NA,NA,1,NA
S9_97035982,9,97035982,0.00341670324836125,0.135036496350365,411,NA,NA,1,NA
S7_128672618,7,128672618,0.00344529711018796,0.152068126520681,411,NA,NA,1,NA
S3_191060885,3,191060885,0.00345837071083903,0.334549878345499,411,NA,NA,1,NA
S3_211231541,3,211231541,0.00349458191256255,0.271289537712895,411,NA,NA,1,NA
