SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S4_39599205,4,39599205,4.51205600978443e-08,0.25669099756691,411,NA,NA,0.00231752732830558,NA
S3_216257315,3,216257315,9.33777186054766e-08,0.326034063260341,411,NA,NA,0.00239807988036655,NA
S2_22948421,2,22948421,3.03623774637903e-06,0.318734793187348,411,NA,NA,0.0519834264557554,NA
S10_71665925,10,71665925,4.717652155064e-05,0.142335766423358,411,NA,NA,0.511600273176535,NA
S3_220678709,3,220678709,5.05508635978013e-05,0.160583941605839,411,NA,NA,0.511600273176535,NA
S3_229900376,3,229900376,6.90874188404339e-05,0.0693430656934306,411,NA,NA,0.511600273176535,NA
S6_106763918,6,106763918,6.97233789349482e-05,0.0985401459854015,411,NA,NA,0.511600273176535,NA
S3_217098684,3,217098684,0.000125131659635119,0.279805352798054,411,NA,NA,0.773292767854193,NA
S1_253776947,1,253776947,0.000140486788802128,0.322384428223844,411,NA,NA,0.773292767854193,NA
S10_139877720,10,139877720,0.00015055443954874,0.16301703163017,411,NA,NA,0.773292767854193,NA
S10_144737145,10,144737145,0.000198558360297556,0.345498783454988,411,NA,NA,0.834379290231337,NA
S1_253133846,1,253133846,0.000210771551169528,0.281021897810219,411,NA,NA,0.834379290231337,NA
S3_156284329,3,156284329,0.000211181799602971,0.257907542579075,411,NA,NA,0.834379290231337,NA
S3_216794873,3,216794873,0.000274499817576595,0.472019464720195,411,NA,NA,0.900395554939435,NA
S2_22949142,2,22949142,0.000300964077791523,0.354014598540146,411,NA,NA,0.900395554939435,NA
S6_113935097,6,113935097,0.000304505227284771,0.39051094890511,411,NA,NA,0.900395554939435,NA
S4_66256143,4,66256143,0.000311078877413465,0.139902676399027,411,NA,NA,0.900395554939435,NA
S7_128672618,7,128672618,0.00031554075869614,0.152068126520681,411,NA,NA,0.900395554939435,NA
S2_213200907,2,213200907,0.000344129626753433,0.193430656934307,411,NA,NA,0.930291053628241,NA
S1_253911776,1,253911776,0.000389010206706827,0.44647201946472,411,NA,NA,0.964520345108498,NA
S4_173800764,4,173800764,0.00040865405146721,0.45985401459854,411,NA,NA,0.964520345108498,NA
S3_217572130,3,217572130,0.000438735899206558,0.343065693430657,411,NA,NA,0.964520345108498,NA
S9_140949743,9,140949743,0.00047798202729712,0.147201946472019,411,NA,NA,0.964520345108498,NA
S9_151630931,9,151630931,0.000485758552059594,0.436739659367397,411,NA,NA,0.964520345108498,NA
S3_217237944,3,217237944,0.000504057258580644,0.255474452554745,411,NA,NA,0.964520345108498,NA
