SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S4_40387026,4,40387026,4.4663794359764e-16,0.249391727493917,411,NA,NA,2.29406646970056e-11,NA
S3_217572130,3,217572130,1.47978104961961e-05,0.343065693430657,411,NA,NA,0.38002997025806,NA
S2_22947865,2,22947865,4.29118811904293e-05,0.160583941605839,411,NA,NA,0.480069804912628,NA
S2_22947869,2,22947869,4.29118811904293e-05,0.160583941605839,411,NA,NA,0.480069804912628,NA
S3_217237944,3,217237944,4.67330378786897e-05,0.255474452554745,411,NA,NA,0.480069804912628,NA
S3_225548498,3,225548498,8.93866530765476e-05,0.231143552311436,411,NA,NA,0.765194443661786,NA
S2_41479835,2,41479835,0.00019192671115081,0.402676399026764,411,NA,NA,1,NA
S2_42801320,2,42801320,0.000194571253102959,0.343065693430657,411,NA,NA,1,NA
S3_217837353,3,217837353,0.000198090849665397,0.225060827250608,411,NA,NA,1,NA
S3_187475555,3,187475555,0.000220104956362094,0.493917274939173,411,NA,NA,1,NA
S3_216257315,3,216257315,0.000230959630254862,0.326034063260341,411,NA,NA,1,NA
S3_187471397,3,187471397,0.000257354201381729,0.396593673965937,411,NA,NA,1,NA
S2_41479838,2,41479838,0.000287134319827952,0.462287104622871,411,NA,NA,1,NA
S6_165164197,6,165164197,0.000324089481660068,0.257907542579075,411,NA,NA,1,NA
S4_201878594,4,201878594,0.000393894633817948,0.141119221411192,411,NA,NA,1,NA
S8_14076155,8,14076155,0.000396135026348035,0.301703163017032,411,NA,NA,1,NA
S8_14076194,8,14076194,0.000396135026348035,0.301703163017032,411,NA,NA,1,NA
S3_218835966,3,218835966,0.000418854148131551,0.0985401459854015,411,NA,NA,1,NA
S3_218835973,3,218835973,0.000418854148131551,0.0985401459854015,411,NA,NA,1,NA
S3_218835974,3,218835974,0.000418854148131551,0.0985401459854015,411,NA,NA,1,NA
S9_76064382,9,76064382,0.000430514754150479,0.401459854014598,411,NA,NA,1,NA
S3_217572648,3,217572648,0.000508451077318731,0.476885644768856,411,NA,NA,1,NA
S3_217008621,3,217008621,0.000515516271694856,0.461070559610706,411,NA,NA,1,NA
S3_160516097,3,160516097,0.000565459876037044,0.135036496350365,411,NA,NA,1,NA
S7_147061026,7,147061026,0.000581311676331421,0.469586374695864,411,NA,NA,1,NA
S3_216794873,3,216794873,0.000617558520421474,0.472019464720195,411,NA,NA,1,NA
S10_137479889,10,137479889,0.000622283956678484,0.198296836982968,411,NA,NA,1,NA
S4_237029997,4,237029997,0.000638641012777876,0.221411192214112,411,NA,NA,1,NA
S3_156486164,3,156486164,0.000642690866061052,0.437956204379562,411,NA,NA,1,NA
S7_104175377,7,104175377,0.000671082961850192,0.246958637469586,411,NA,NA,1,NA
S3_217561370,3,217561370,0.000699241281040712,0.405109489051095,411,NA,NA,1,NA
S1_278604738,1,278604738,0.00069977705175854,0.215328467153285,411,NA,NA,1,NA
S2_9941635,2,9941635,0.000719097386137176,0.126520681265207,411,NA,NA,1,NA
S7_111662597,7,111662597,0.000742806475745279,0.25669099756691,411,NA,NA,1,NA
S3_217895069,3,217895069,0.00075291394470272,0.148418491484185,411,NA,NA,1,NA
S4_1938067,4,1938067,0.000781579955712668,0.39051094890511,411,NA,NA,1,NA
S3_218835977,3,218835977,0.000788833644029507,0.102189781021898,411,NA,NA,1,NA
S3_220678709,3,220678709,0.000838707322333767,0.160583941605839,411,NA,NA,1,NA
S4_29169159,4,29169159,0.000840411693503812,0.272506082725061,411,NA,NA,1,NA
S3_205362684,3,205362684,0.000842273995350935,0.290754257907543,411,NA,NA,1,NA
S1_176054348,1,176054348,0.000850774833124182,0.0437956204379562,411,NA,NA,1,NA
S3_6433220,3,6433220,0.000898899284182925,0.0693430656934306,411,NA,NA,1,NA
S3_142730556,3,142730556,0.000905623243136257,0.289537712895377,411,NA,NA,1,NA
S8_165286201,8,165286201,0.000914124880778263,0.115571776155718,411,NA,NA,1,NA
S5_67401104,5,67401104,0.000934238895873882,0.294403892944039,411,NA,NA,1,NA
S8_23661875,8,23661875,0.000963038513589907,0.24330900243309,411,NA,NA,1,NA
S3_219064285,3,219064285,0.00106701119664937,0.300486618004866,411,NA,NA,1,NA
S7_127586454,7,127586454,0.00108316800495159,0.0766423357664233,411,NA,NA,1,NA
S8_173805800,8,173805800,0.00109544499889421,0.193430656934307,411,NA,NA,1,NA
S7_141546622,7,141546622,0.00112658737812741,0.17639902676399,411,NA,NA,1,NA
S2_220751668,2,220751668,0.00113562773399857,0.476885644768856,411,NA,NA,1,NA
S3_221485359,3,221485359,0.00113638683802292,0.121654501216545,411,NA,NA,1,NA
S1_52091386,1,52091386,0.00119744196381186,0.405109489051095,411,NA,NA,1,NA
S3_189691561,3,189691561,0.00122164194463468,0.237226277372263,411,NA,NA,1,NA
S4_170791486,4,170791486,0.00122796615584457,0.394160583941606,411,NA,NA,1,NA
S1_51461771,1,51461771,0.00132828613117183,0.448905109489051,411,NA,NA,1,NA
S2_236026072,2,236026072,0.00133871643175422,0.193430656934307,411,NA,NA,1,NA
S1_52091347,1,52091347,0.0014032620447709,0.409975669099757,411,NA,NA,1,NA
S10_87160862,10,87160862,0.00141076212914012,0.161800486618005,411,NA,NA,1,NA
S1_280344385,1,280344385,0.00145936742154034,0.181265206812652,411,NA,NA,1,NA
S1_6546326,1,6546326,0.00146060101506212,0.17639902676399,411,NA,NA,1,NA
S3_181616797,3,181616797,0.00148330466703177,0.238442822384428,411,NA,NA,1,NA
