SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S4_39599205,4,39599205,1.31037497585042e-07,0.244360902255639,399,NA,NA,0.00673047898846053,NA
S3_219063359,3,219063359,5.05923594120556e-05,0.196741854636591,399,NA,NA,0.727705546159171,NA
S2_23737305,2,23737305,5.1736183456285e-05,0.0739348370927319,399,NA,NA,0.727705546159171,NA
S3_219183899,3,219183899,5.86469214811259e-05,0.284461152882206,399,NA,NA,0.727705546159171,NA
S3_13484428,3,13484428,8.93974534653453e-05,0.104010025062657,399,NA,NA,0.727705546159171,NA
S3_13484452,3,13484452,8.93974534653453e-05,0.104010025062657,399,NA,NA,0.727705546159171,NA
S3_9313695,3,9313695,0.000124389749809595,0.218045112781955,399,NA,NA,0.727705546159171,NA
S3_13484412,3,13484412,0.000148521059406454,0.106516290726817,399,NA,NA,0.727705546159171,NA
S2_35326286,2,35326286,0.000151541597618617,0.468671679197995,399,NA,NA,0.727705546159171,NA
S7_30879151,7,30879151,0.000154076266711745,0.171679197994987,399,NA,NA,0.727705546159171,NA
S5_1727292,5,1727292,0.000155846835421429,0.259398496240602,399,NA,NA,0.727705546159171,NA
S1_273376741,1,273376741,0.000184158440096658,0.139097744360902,399,NA,NA,0.753867828221917,NA
S1_231186210,1,231186210,0.000203671895111823,0.382205513784461,399,NA,NA,0.753867828221917,NA
S1_217252370,1,217252370,0.000222970416862942,0.12280701754386,399,NA,NA,0.753867828221917,NA
S4_120890604,4,120890604,0.000229919362268411,0.0601503759398496,399,NA,NA,0.753867828221917,NA
S10_11315679,10,11315679,0.000236222209508229,0.240601503759398,399,NA,NA,0.753867828221917,NA
S8_160298483,8,160298483,0.000249513328266896,0.155388471177945,399,NA,NA,0.753867828221917,NA
S1_285978612,1,285978612,0.000328331311798589,0.231829573934837,399,NA,NA,0.812233700548529,NA
S9_18330716,9,18330716,0.000333038003750883,0.206766917293233,399,NA,NA,0.812233700548529,NA
S10_5588388,10,5588388,0.000351320510713109,0.167919799498747,399,NA,NA,0.812233700548529,NA
S5_99928940,5,99928940,0.000351820226153056,0.155388471177945,399,NA,NA,0.812233700548529,NA
S3_189356738,3,189356738,0.000361517754863194,0.145363408521303,399,NA,NA,0.812233700548529,NA
S3_2525594,3,2525594,0.000363712694208208,0.0802005012531328,399,NA,NA,0.812233700548529,NA
S1_233446883,1,233446883,0.000445907710917987,0.302005012531328,399,NA,NA,0.92130953067476,NA
S7_125835683,7,125835683,0.000475471934548167,0.302005012531328,399,NA,NA,0.92130953067476,NA
S5_2124170,5,2124170,0.000488459694921994,0.393483709273183,399,NA,NA,0.92130953067476,NA
S5_814310,5,814310,0.000493671922104995,0.474937343358396,399,NA,NA,0.92130953067476,NA
S7_84369393,7,84369393,0.000512192247098199,0.429824561403509,399,NA,NA,0.92130953067476,NA
