SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S4_166926309,4,166926309,8.432452200585e-05,0.361111111111111,414,NA,NA,1,NA
S3_123784490,3,123784490,0.000154233726936736,0.35024154589372,414,NA,NA,1,NA
S4_39543066,4,39543066,0.000170532408753268,0.283816425120773,414,NA,NA,1,NA
S2_232384328,2,232384328,0.00019082038998943,0.25,414,NA,NA,1,NA
S5_204866112,5,204866112,0.000276270314462479,0.240338164251208,414,NA,NA,1,NA
S4_40387026,4,40387026,0.000315403475520465,0.247584541062802,414,NA,NA,1,NA
S3_212010134,3,212010134,0.000349610073819196,0.391304347826087,414,NA,NA,1,NA
S7_9076954,7,9076954,0.000381560319471124,0.396135265700483,414,NA,NA,1,NA
S2_6473401,2,6473401,0.000383148357289163,0.229468599033816,414,NA,NA,1,NA
S2_9006182,2,9006182,0.000390421540504219,0.0857487922705314,414,NA,NA,1,NA
S2_198896674,2,198896674,0.000404686487109894,0.184782608695652,414,NA,NA,1,NA
S9_18702467,9,18702467,0.000409745101514447,0.276570048309179,414,NA,NA,1,NA
S1_290589459,1,290589459,0.000410461641785262,0.47463768115942,414,NA,NA,1,NA
S2_6466949,2,6466949,0.000415402189455255,0.246376811594203,414,NA,NA,1,NA
S3_136380358,3,136380358,0.000440984980225482,0.311594202898551,414,NA,NA,1,NA
S2_232463351,2,232463351,0.000469273090431745,0.309178743961353,414,NA,NA,1,NA
S5_155030562,5,155030562,0.000568893886733632,0.20048309178744,414,NA,NA,1,NA
S9_18702432,9,18702432,0.000591350129731261,0.278985507246377,414,NA,NA,1,NA
S6_164775847,6,164775847,0.000610353741266008,0.17512077294686,414,NA,NA,1,NA
S2_6466919,2,6466919,0.000654969092000302,0.248792270531401,414,NA,NA,1,NA
S5_213534311,5,213534311,0.000663243472934325,0.333333333333333,414,NA,NA,1,NA
S8_93802239,8,93802239,0.000681772184811402,0.381642512077295,414,NA,NA,1,NA
S1_232509824,1,232509824,0.000696131128485174,0.119565217391304,414,NA,NA,1,NA
S2_6473399,2,6473399,0.000703926811759892,0.233091787439614,414,NA,NA,1,NA
S2_23876328,2,23876328,0.000719370381770504,0.227053140096618,414,NA,NA,1,NA
S1_287738420,1,287738420,0.000720252518915226,0.477053140096618,414,NA,NA,1,NA
S3_211231541,3,211231541,0.000748114517854064,0.270531400966184,414,NA,NA,1,NA
S4_5709557,4,5709557,0.000753083045494577,0.167874396135266,414,NA,NA,1,NA
S3_221687566,3,221687566,0.000758925150776307,0.427536231884058,414,NA,NA,1,NA
S3_221687569,3,221687569,0.000778937341171225,0.433574879227053,414,NA,NA,1,NA
S3_225123829,3,225123829,0.000791748639465124,0.329710144927536,414,NA,NA,1,NA
S2_235929849,2,235929849,0.000806036518289962,0.239130434782609,414,NA,NA,1,NA
S5_61527255,5,61527255,0.000811298508631799,0.291062801932367,414,NA,NA,1,NA
S8_18428996,8,18428996,0.000839755655626045,0.264492753623188,414,NA,NA,1,NA
S2_1726291,2,1726291,0.000841854232667617,0.448067632850242,414,NA,NA,1,NA
S3_196209928,3,196209928,0.000848345115596015,0.338164251207729,414,NA,NA,1,NA
S10_108117895,10,108117895,0.000871729823277274,0.165458937198068,414,NA,NA,1,NA
S2_228804534,2,228804534,0.000878550149758478,0.0736714975845411,414,NA,NA,1,NA
S3_225204918,3,225204918,0.000892010705205042,0.259661835748792,414,NA,NA,1,NA
S5_143975690,5,143975690,0.000925808320781861,0.144927536231884,414,NA,NA,1,NA
S5_143975714,5,143975714,0.000925808320781861,0.144927536231884,414,NA,NA,1,NA
S5_143975718,5,143975718,0.000925808320781861,0.144927536231884,414,NA,NA,1,NA
S2_186642167,2,186642167,0.0010325839227773,0.172705314009662,414,NA,NA,1,NA
S4_211295915,4,211295915,0.00103651487737143,0.282608695652174,414,NA,NA,1,NA
S3_136380337,3,136380337,0.00104774455731719,0.266908212560386,414,NA,NA,1,NA
S2_209126136,2,209126136,0.00107077293521819,0.11231884057971,414,NA,NA,1,NA
S2_216628904,2,216628904,0.00107580953893062,0.17512077294686,414,NA,NA,1,NA
S1_283197150,1,283197150,0.00108846771877424,0.251207729468599,414,NA,NA,1,NA
S1_283197151,1,283197151,0.00108846771877424,0.251207729468599,414,NA,NA,1,NA
S8_148008434,8,148008434,0.00113595198731453,0.195652173913043,414,NA,NA,1,NA
S3_217008631,3,217008631,0.00115971474696361,0.371980676328502,414,NA,NA,1,NA
S1_70425067,1,70425067,0.00116515440390553,0.256038647342995,414,NA,NA,1,NA
S1_290589454,1,290589454,0.00117041539021139,0.41304347826087,414,NA,NA,1,NA
S5_178826760,5,178826760,0.00119187897603683,0.161835748792271,414,NA,NA,1,NA
S4_39599205,4,39599205,0.0011960146169456,0.254830917874396,414,NA,NA,1,NA
S3_225204915,3,225204915,0.00120118762464222,0.28743961352657,414,NA,NA,1,NA
S3_221687543,3,221687543,0.00121369750614132,0.489130434782609,414,NA,NA,1,NA
S3_132330357,3,132330357,0.00127201918619757,0.382850241545894,414,NA,NA,1,NA
S8_148706243,8,148706243,0.00132119680367586,0.167874396135266,414,NA,NA,1,NA
S8_93802243,8,93802243,0.0013281076894625,0.3743961352657,414,NA,NA,1,NA
S3_216528161,3,216528161,0.00136943492688682,0.0688405797101449,414,NA,NA,1,NA
S3_223539156,3,223539156,0.00141276150715216,0.269323671497585,414,NA,NA,1,NA
S4_11254483,4,11254483,0.00144585804339104,0.258454106280193,414,NA,NA,1,NA
S3_5786359,3,5786359,0.00150279334704402,0.243961352657005,414,NA,NA,1,NA
S7_147381407,7,147381407,0.00151429711030302,0.190821256038647,414,NA,NA,1,NA
S7_166701934,7,166701934,0.00154698548359958,0.368357487922705,414,NA,NA,1,NA
S8_111630011,8,111630011,0.0016559107423301,0.18719806763285,414,NA,NA,1,NA
S5_4103199,5,4103199,0.00167787460386232,0.158212560386473,414,NA,NA,1,NA
S9_18784058,9,18784058,0.00171152113553848,0.240338164251208,414,NA,NA,1,NA
