SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S4_39543066,4,39543066,2.259969412996e-09,0.283816425120773,414,NA,NA,0.000116078808959713,NA
S3_220678709,3,220678709,6.50775098358671e-06,0.159420289855073,414,NA,NA,0.162387137052951,NA
S4_170464384,4,170464384,1.16946537538865e-05,0.394927536231884,414,NA,NA,0.162387137052951,NA
S3_217237944,3,217237944,1.26462346088002e-05,0.254830917874396,414,NA,NA,0.162387137052951,NA
S3_216794873,3,216794873,3.21357170708569e-05,0.469806763285024,414,NA,NA,0.311099594121956,NA
S3_217293307,3,217293307,3.63412877894932e-05,0.248792270531401,414,NA,NA,0.311099594121956,NA
S2_22948421,2,22948421,4.74960727943548e-05,0.317632850241546,414,NA,NA,0.348505826705207,NA
S3_217463628,3,217463628,0.000148717611534816,0.13768115942029,414,NA,NA,0.645244725885975,NA
S3_215764669,3,215764669,0.000153626898971321,0.268115942028985,414,NA,NA,0.645244725885975,NA
S9_151302712,9,151302712,0.00015913619930664,0.194444444444444,414,NA,NA,0.645244725885975,NA
S1_283197150,1,283197150,0.00016113248687631,0.251207729468599,414,NA,NA,0.645244725885975,NA
S1_283197151,1,283197151,0.00016113248687631,0.251207729468599,414,NA,NA,0.645244725885975,NA
S3_220853232,3,220853232,0.000163311750414066,0.280193236714976,414,NA,NA,0.645244725885975,NA
S5_214905230,5,214905230,0.000182892127501565,0.136473429951691,414,NA,NA,0.670992024633065,NA
S10_108117895,10,108117895,0.000257707711347388,0.165458937198068,414,NA,NA,0.830965911940096,NA
S3_217098684,3,217098684,0.000272069569811744,0.277777777777778,414,NA,NA,0.830965911940096,NA
S3_217572130,3,217572130,0.000285931149176678,0.340579710144927,414,NA,NA,0.830965911940096,NA
S3_215037401,3,215037401,0.000291209361114455,0.444444444444444,414,NA,NA,0.830965911940096,NA
S4_166926309,4,166926309,0.000309915165885427,0.361111111111111,414,NA,NA,0.83779856133543,NA
S9_152136819,9,152136819,0.00035871144105377,0.394927536231884,414,NA,NA,0.882278144722455,NA
S4_9589727,4,9589727,0.000360723498221902,0.177536231884058,414,NA,NA,0.882278144722455,NA
S6_164775847,6,164775847,0.000426774830870941,0.17512077294686,414,NA,NA,0.996383438092006,NA
S5_131482931,5,131482931,0.000463603379031046,0.286231884057971,414,NA,NA,1,NA
S9_151302692,9,151302692,0.000522217366590217,0.20048309178744,414,NA,NA,1,NA
S3_225548498,3,225548498,0.000533561398472645,0.233091787439614,414,NA,NA,1,NA
S3_29652394,3,29652394,0.000541297919453676,0.247584541062802,414,NA,NA,1,NA
S9_151260239,9,151260239,0.000560919526169863,0.188405797101449,414,NA,NA,1,NA
S4_170468004,4,170468004,0.000582776745542297,0.422705314009662,414,NA,NA,1,NA
S9_151630931,9,151630931,0.000587750519041865,0.43719806763285,414,NA,NA,1,NA
S9_151276255,9,151276255,0.000612934128291024,0.143719806763285,414,NA,NA,1,NA
S3_217359612,3,217359612,0.000664248553250039,0.0845410628019324,414,NA,NA,1,NA
S2_83267932,2,83267932,0.000690020767444505,0.277777777777778,414,NA,NA,1,NA
S2_22949142,2,22949142,0.000711030424151175,0.355072463768116,414,NA,NA,1,NA
S2_83267926,2,83267926,0.000724792055264361,0.278985507246377,414,NA,NA,1,NA
S9_151630940,9,151630940,0.000758601056635409,0.439613526570048,414,NA,NA,1,NA
S2_27501249,2,27501249,0.000820525350198338,0.379227053140097,414,NA,NA,1,NA
S5_40838978,5,40838978,0.000875452916247289,0.166666666666667,414,NA,NA,1,NA
S3_216257315,3,216257315,0.000876728657928795,0.32487922705314,414,NA,NA,1,NA
S5_76381799,5,76381799,0.000903748272779862,0.0833333333333334,414,NA,NA,1,NA
S5_12274880,5,12274880,0.000914708018291326,0.131642512077295,414,NA,NA,1,NA
S3_210265629,3,210265629,0.000918486846760732,0.198067632850242,414,NA,NA,1,NA
S10_144737145,10,144737145,0.000931698498726643,0.344202898550725,414,NA,NA,1,NA
S2_22952891,2,22952891,0.00103258269270641,0.179951690821256,414,NA,NA,1,NA
S8_19834190,8,19834190,0.00103993598322216,0.363526570048309,414,NA,NA,1,NA
S9_151302773,9,151302773,0.00104468122689224,0.211352657004831,414,NA,NA,1,NA
S3_190572616,3,190572616,0.00105207252544113,0.409420289855073,414,NA,NA,1,NA
S5_145510215,5,145510215,0.00105411069345355,0.135265700483092,414,NA,NA,1,NA
