SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S3_217462398,3,217462398,7.46305742150658e-06,0.295620437956204,411,NA,NA,0.346184945912379,NA
S8_120050658,8,120050658,1.79393450401229e-05,0.169099756690998,411,NA,NA,0.346184945912379,NA
S3_216794873,3,216794873,2.55172305097495e-05,0.472019464720195,411,NA,NA,0.346184945912379,NA
S4_37297448,4,37297448,2.8133076522457e-05,0.282238442822384,411,NA,NA,0.346184945912379,NA
S8_120050662,8,120050662,3.36998370336993e-05,0.165450121654501,411,NA,NA,0.346184945912379,NA
S1_230936641,1,230936641,5.5282690441303e-05,0.470802919708029,411,NA,NA,0.473247471522775,NA
S4_40387026,4,40387026,7.2998871465721e-05,0.249391727493917,411,NA,NA,0.535634433584833,NA
S4_38290993,4,38290993,8.4088703928412e-05,0.253041362530414,411,NA,NA,0.539881012484378,NA
S3_217237944,3,217237944,0.000109664214316397,0.255474452554745,411,NA,NA,0.576966405968794,NA
S2_4166884,2,4166884,0.000121457278700915,0.381995133819951,411,NA,NA,0.576966405968794,NA
S3_217563567,3,217563567,0.000123564247914973,0.290754257907543,411,NA,NA,0.576966405968794,NA
S7_5108697,7,5108697,0.000183003677648075,0.144768856447689,411,NA,NA,0.679252960186817,NA
S3_217462430,3,217462430,0.000194657809726622,0.339416058394161,411,NA,NA,0.679252960186817,NA
S4_39599205,4,39599205,0.000207176372192427,0.25669099756691,411,NA,NA,0.679252960186817,NA
S3_217572130,3,217572130,0.000209467476333008,0.343065693430657,411,NA,NA,0.679252960186817,NA
S4_36418427,4,36418427,0.000217987785633794,0.295620437956204,411,NA,NA,0.679252960186817,NA
S4_41837480,4,41837480,0.000229953884159615,0.28345498783455,411,NA,NA,0.679252960186817,NA
S4_42817250,4,42817250,0.000251234709901314,0.227493917274939,411,NA,NA,0.679252960186817,NA
S1_232744596,1,232744596,0.000305332155085661,0.35036496350365,411,NA,NA,0.679252960186817,NA
S1_232744598,1,232744598,0.000305332155085661,0.35036496350365,411,NA,NA,0.679252960186817,NA
S3_125614451,3,125614451,0.000314951105806435,0.220194647201946,411,NA,NA,0.679252960186817,NA
S1_249091250,1,249091250,0.000326881637688759,0.349148418491484,411,NA,NA,0.679252960186817,NA
S4_41837509,4,41837509,0.000344005484839349,0.301703163017032,411,NA,NA,0.679252960186817,NA
S4_39543066,4,39543066,0.000363234575149581,0.285888077858881,411,NA,NA,0.679252960186817,NA
S4_35552105,4,35552105,0.000397513847142826,0.186131386861314,411,NA,NA,0.679252960186817,NA
S5_143975714,5,143975714,0.000420710901952473,0.144768856447689,411,NA,NA,0.679252960186817,NA
S5_143975718,5,143975718,0.000420710901952473,0.144768856447689,411,NA,NA,0.679252960186817,NA
S5_143975690,5,143975690,0.000420710901952492,0.144768856447689,411,NA,NA,0.679252960186817,NA
S1_236779996,1,236779996,0.000432266773831031,0.167883211678832,411,NA,NA,0.679252960186817,NA
S4_44455104,4,44455104,0.000432325374982483,0.287104622871046,411,NA,NA,0.679252960186817,NA
S2_4990120,2,4990120,0.000434626304296824,0.215328467153285,411,NA,NA,0.679252960186817,NA
S1_249091204,1,249091204,0.000440796335902035,0.295620437956204,411,NA,NA,0.679252960186817,NA
S4_201184111,4,201184111,0.000440878943801197,0.418491484184915,411,NA,NA,0.679252960186817,NA
S5_61527255,5,61527255,0.000463613937911544,0.289537712895377,411,NA,NA,0.679252960186817,NA
S1_233555652,1,233555652,0.000466071537906421,0.381995133819951,411,NA,NA,0.679252960186817,NA
S3_5778013,3,5778013,0.000497643514577965,0.16301703163017,411,NA,NA,0.679252960186817,NA
S1_232744629,1,232744629,0.000504485788903799,0.301703163017032,411,NA,NA,0.679252960186817,NA
S4_37324338,4,37324338,0.000518578693292267,0.165450121654501,411,NA,NA,0.679252960186817,NA
S3_217098684,3,217098684,0.000536995892414539,0.279805352798054,411,NA,NA,0.679252960186817,NA
S5_110179207,5,110179207,0.000537537936620176,0.238442822384428,411,NA,NA,0.679252960186817,NA
S4_110073866,4,110073866,0.000562120533344309,0.330900243309002,411,NA,NA,0.679252960186817,NA
S2_16342291,2,16342291,0.000580876469774642,0.167883211678832,411,NA,NA,0.679252960186817,NA
S7_104759769,7,104759769,0.000597009825673007,0.167883211678832,411,NA,NA,0.679252960186817,NA
S5_87121727,5,87121727,0.000598510476110444,0.332116788321168,411,NA,NA,0.679252960186817,NA
S7_104759773,7,104759773,0.000598974376524507,0.171532846715328,411,NA,NA,0.679252960186817,NA
S3_217561370,3,217561370,0.000611993024139438,0.405109489051095,411,NA,NA,0.679252960186817,NA
S1_233555678,1,233555678,0.00063149622632135,0.37956204379562,411,NA,NA,0.679252960186817,NA
S2_22756511,2,22756511,0.000660094971930148,0.448905109489051,411,NA,NA,0.679252960186817,NA
S3_5786359,3,5786359,0.000660964332621431,0.245742092457421,411,NA,NA,0.679252960186817,NA
S1_233230450,1,233230450,0.000666157013297359,0.422141119221411,411,NA,NA,0.679252960186817,NA
S1_248738423,1,248738423,0.00067445244572022,0.33698296836983,411,NA,NA,0.679252960186817,NA
S6_36947965,6,36947965,0.000704215192361465,0.21654501216545,411,NA,NA,0.688181679984781,NA
S4_41460560,4,41460560,0.000710114849973588,0.277372262773723,411,NA,NA,0.688181679984781,NA
S2_22948421,2,22948421,0.0007398908177705,0.318734793187348,411,NA,NA,0.694131050851567,NA
S9_152487483,9,152487483,0.000743282280957814,0.175182481751825,411,NA,NA,0.694131050851567,NA
S1_253911776,1,253911776,0.000770155006701721,0.44647201946472,411,NA,NA,0.706383421593223,NA
S3_2525594,3,2525594,0.000821927601346119,0.0827250608272506,411,NA,NA,0.740643287507732,NA
S2_36771215,2,36771215,0.000884900514993311,0.108272506082725,411,NA,NA,0.7836404336483,NA
S9_148260972,9,148260972,0.000949321881165403,0.144768856447689,411,NA,NA,0.80367182799346,NA
S4_38724566,4,38724566,0.000959424298193579,0.309002433090024,411,NA,NA,0.80367182799346,NA
S4_202889680,4,202889680,0.0010665751803053,0.322384428223844,411,NA,NA,0.80367182799346,NA
S4_202889681,4,202889681,0.0010665751803053,0.322384428223844,411,NA,NA,0.80367182799346,NA
