
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDP2021SH2SUMODPLSALL.ANL  Predicted Value File
File Date:      Thu Jan 21 00:01:48 2021
Last Update:    Thu Jan 21 00:01:48 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        4465            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        4465 of 4465

"Position","Sample Number","AveFructose","AveGlucose","AveSucrose","AveTotalSugar",
3391,"15W2605-2", 7.9323850, 7.5438132, 21.9837723, 35.4979095,
3392,"15W2630-2", 7.7262011, 7.0771456, 23.7054367, 37.2931442,
3393,"15W3568-2", 8.2472525, 8.1653986, 19.9752674, 26.2900162,
3394,"15W2427-2", 8.4160910, 8.3578138, 19.5330811, 33.6427917,
3395,"15W2810-1", 8.5761938, 8.2025442, 20.9624767, 22.0055923,
3396,"15W3558-1", 8.4190598, 8.2772522, 19.5641365, 23.9046478,
3397,"15W3044-1", 8.4019032, 8.1921902, 20.2440166, 29.9752502,
3398,"15W2222-2", 8.2757721, 8.1019955, 20.2806683, 26.3294067,
3399,"15W2565-2", 8.3499975, 8.3551493, 19.0030098, 22.2136230,
3400,"15W3417-2", 8.3296566, 7.9615593, 21.1903362, 29.0620651,
3401,"15NY0537", 7.2557459, 6.5209398, 24.7358017, 23.9628830,
3402,"15W3235-2", 7.8306227, 7.7072964, 20.8483315, 22.8716049,
3403,"15W2752-2", 8.6162424, 8.4083176, 20.3053741, 34.4945984,
3404,"15W2927-2", 8.1036348, 8.0991936, 20.2826424, 27.9046707,
3405,"15W2632-2", 8.5604334, 8.4012671, 20.0752621, 29.6784363,
3406,"15W2426-1", 8.6450396, 8.3171492, 20.7180252, 28.9296722,
3407,"15W3343-2", 8.6495876, 8.4561501, 19.9462852, 26.8613968,
3408,"15W2629-1", 8.6391630, 8.2645493, 21.2884922, 34.0624771,
3409,"15W2360-2", 8.5602398, 8.4710026, 19.6748886, 30.0486298,
3410,"15W3155-1", 8.4476776, 8.2577496, 20.2136822, 27.1691666,
3411,"15W2542-1", 8.3949060, 8.1116982, 21.1262112, 33.3852310,
3412,"15W3545-1", 8.4037781, 8.3671999, 19.5253582, 26.6929474,
3413,"15W2956-2", 8.6360559, 8.3936472, 20.2673569, 30.5664520,
3414,"15W2363-2", 8.0806761, 7.7848382, 21.2478600, 30.0420761,
3415,"15W3021-1", 8.3330374, 8.0104904, 21.1899261, 31.5980530,
3416,"15W2543-1", 8.5339499, 8.2285671, 21.1955891, 34.6070709,
3417,"<none>", 8.5780497, 8.5045042, 15.7679834, 126.7035904,
3418,"15W2741-1", 7.6833954, 7.0153618, 24.2388763, 41.8097229,
3419,"15NY0649", 6.9352036, 5.9181738, 26.7946701, 28.7502518,
3420,"15W3225-2", 8.4333248, 8.2408009, 20.4373360, 29.2885971,
3421,"15W2568-1", 8.5503025, 8.4100533, 19.8785610, 29.1816864,
3422,"15W3411-2", 8.5054541, 8.2424212, 20.4784412, 30.5192032,
3423,"15W3405-2", 8.4734049, 8.2824173, 19.8173885, 17.1936646,
3424,"15W3047-1", 7.8741188, 7.4528294, 22.3588829, 22.3829193,
3425,"15W3228-2", 8.6100597, 8.4429836, 19.7056961, 26.0667038,
3426,"15W3350-2", 8.5292978, 8.3967609, 19.7036419, 29.7064819,
3427,"15W3216-2", 8.4156122, 8.3997593, 19.3273296, 26.6748581,
3428,"15W3536-2", 8.4104347, 8.1564350, 20.4894753, 17.6833725,
3429,"15W3549-2", 8.1991415, 8.1371889, 20.9682884, 37.9341278,
3430,"15W3045-1", 8.0322800, 7.8258638, 21.5195179, 34.3741989,
3431,"15W2762-2", 8.5612268, 8.3425293, 20.5239868, 33.1439056,
3432,"15W3042-2", 8.3488207, 8.1351776, 20.2080631, 29.4760666,
3433,"15NY0045", 6.8466549, 6.1925502, 24.7286911, 26.4314728,
3434,"15NY0755", 6.2930841, 5.2853990, 27.9022408, 36.6370163,
3435,"15W3432-1", 8.3043327, 8.0302048, 21.2340889, 34.1562653,
3436,"15W3003-2", 8.4560871, 8.3427210, 19.8543434, 30.7512894,
3437,"15W2422-2", 8.1957703, 8.1874542, 19.3125896, 27.6414185,
3438,"15W3566-1", 8.2952633, 8.1962919, 21.3141975, 36.5874786,
3439,"15W3426-2", 8.5938435, 8.3495464, 20.3694077, 30.7445831,
3440,"15W2829-2", 7.6791244, 6.8129950, 25.1434212, 41.0802307,
3441,"15W2543-1", 8.5897293, 8.2627649, 21.3299866, 35.9870682,
3442,"15W2764-1", 8.2478094, 8.2699175, 19.4075813, 28.6426773,
3443,"15W2965", 8.4683247, 8.4093180, 19.2926922, 28.3747253,
3444,"15W2967-1", 8.4734869, 8.3638506, 19.6979275, 32.2656021,
3445,"15W2425-2", 8.5785027, 8.2724028, 20.5792503, 30.1581497,
3446,"15W2616-2", 8.5181789, 8.2768030, 20.8416557, 36.9871368,
3447,"15W2539-2", 7.8618402, 7.4757490, 22.6832275, 38.4868546,
3448,"15W3409.", 8.0955944, 7.3777289, 23.8478394, 35.7738876,
3449,"15W3409", 8.0829487, 7.3704472, 23.8218842, 35.2970581,
3450,"15W3541-2", 8.5339317, 8.3573790, 20.2996006, 29.3402939,
3451,"15W2944-1", 8.4144154, 8.1479282, 20.3240891, 26.8227463,
3452,"15NY0147", 7.7503967, 7.5350938, 20.9172325, 30.8874283,
3453,"15W2737-2", 8.3815708, 8.3393192, 19.5223274, 27.8323364,
3454,"15W3353-1", 8.3566246, 8.2382936, 19.7312756, 29.4694977,
3455,"15W2957-2", 8.3602686, 8.1945457, 20.1712952, 29.7437744,
3456,"15W3542-2", 7.7829504, 7.3631387, 22.3912735, 37.0259933,
3457,"15W2626-2", 8.4730825, 8.4400539, 19.4330139, 26.8978119,
3458,"15W2754-1", 8.2957439, 8.1194468, 21.2130661, 33.5815125,
3459,"15W3020-2", 8.2596359, 8.0658636, 21.1915264, 24.9631653,
3460,"15W3420-1", 8.2496748, 8.0430956, 20.5335426, 29.5018005,
3461,"15W2765-2", 8.3276167, 8.2931385, 19.4974327, 25.0654831,
3462,"15W2941-2", 8.2766457, 7.9522395, 20.9524441, 29.6267624,
3463,"15W2949-2", 8.7130680, 8.5133171, 20.5845413, 37.0565262,
3464,"15W3546-2", 8.5091858, 8.2375565, 20.6991100, 35.6549149,
3465,"15W3138-2", 8.3290386, 8.2437887, 19.7599335, 26.3980713,
3466,"15W3229-2", 8.1053514, 8.0680971, 20.1775856, 12.5245972,
3467,"15W3031-2", 8.6830883, 8.5153904, 19.5838909, 26.2453537,
3468,"15W3023-2", 8.3396797, 8.1291065, 20.5646420, 31.9407043,
3469,"15W2234-2", 8.4956846, 8.2894287, 20.6169586, 29.3001328,
3470,"15W2742-2", 8.3512602, 8.0484934, 20.8943176, 28.6149979,
3471,"15W3361-2", 8.4286194, 8.3584490, 19.5528126, 22.9155426,
3472,"15W3416-1", 8.1655369, 7.9924502, 20.1932163, 30.1400146,
3473,"15W3166-2", 8.5568562, 8.2773781, 20.0917702, 26.7238693,
3474,"15W2218-2", 8.5291042, 8.3507156, 19.9575348, 22.1359329,
3475,"15W3544-1", 8.2757206, 7.9772520, 20.9148407, 29.5395050,
3476,"15W3554-1", 8.4330225, 8.2574625, 19.7802467, 23.5032120,
3477,"15W2954", 8.4052181, 8.3765011, 19.1942539, 25.2344894,
3478,"15W3142-2", 8.1651649, 8.0074177, 20.7621861, 34.8321457,
3479,"15W3557-2", 8.3182278, 8.0427437, 20.8730888, 31.0960693,
3480,"15W3427-2", 8.5715284, 8.2551270, 21.4063663, 28.0693207,
3481,"15W2215-2", 8.2905970, 8.2315035, 19.9353561, 22.2326965,
3482,"15W2625-2", 8.3226080, 8.1267223, 20.0811329, 31.5774460,
3483,"15W3028-2", 8.1033659, 7.9861040, 21.2857723, 37.3895721,
3484,"15W3005-2", 8.3046808, 8.2159052, 19.6555367, 27.9180527,
3485,"15W3556-1", 8.1584492, 7.8700151, 21.2421970, 30.6317978,
3486,"15W3422", 8.3720894, 8.2525377, 20.1414433, 29.8474197,
3487,"15W3425-2", 8.3672180, 8.2830133, 19.0885696, 15.2719116,
3488,"15W3220-2", 8.7028399, 8.4646492, 19.9914265, 26.7504272,
3489,"15W2806-2", 8.4579029, 8.2989836, 19.7864799, 31.7021027,
3490,"15W3165-2", 8.3598433, 8.2349768, 20.1377926, 27.4066849,
3491,"15W3139", 8.4299316, 8.2223768, 20.6935387, 30.8307037,
3492,"15W3009-1", 8.3569889, 8.2152386, 19.6441193, 25.4818802,
3493,"15W2829-2", 8.2771149, 7.6457891, 23.1562977, 32.2778625,
3494,"15W3346-2", 8.4940529, 8.2620831, 20.3498535, 31.9561234,
3495,"15W3352-2", 8.5254488, 8.2830458, 20.6014824, 34.6457520,
3496,"15W2553-2", 8.3713074, 8.2953348, 20.0324593, 28.7395325,
3497,"15W2833-2", 7.6535387, 7.0500188, 23.3537407, 34.2881622,
3498,"15W3336-2", 8.5749502, 8.4472132, 19.7213688, 33.3566742,
3499,"15W3408-2", 7.9830217, 7.9051285, 20.9071426, 29.1607742,
3500,"15W3232-1", 8.2339325, 7.8304920, 21.6300716, 30.4268494,
3501,"15W2955-2", 8.7156916, 8.4692812, 20.2768955, 33.7765503,
3502,"15W2808-2", 8.6211929, 8.4247713, 19.9277115, 36.5926971,
3503,"15NY0554", 6.9141331, 6.5128164, 23.6234207, 24.6799316,
3504,"15NY0042", 8.0593700, 7.8322530, 20.7024193, 28.5723572,
3505,"15W2622-2", 8.5837355, 8.4009686, 19.8521595, 26.7026749,
3506,"15W3221-2", 8.3180704, 8.2648048, 20.7567520, 32.4440536,
3507,"15W3966-1", 8.3728552, 8.4340591, 18.5520954, 24.1179886,
3508,"15W2753-2", 8.4367342, 8.2094917, 20.7777920, 34.1337280,
3509,"15W2746-2", 8.2085266, 8.0054379, 20.8024426, 34.1394043,
3510,"15W3402-2", 7.8789172, 7.3104157, 23.3352051, 37.6158142,
3511,"15W2953-2", 8.3798018, 8.3261890, 19.5140133, 26.1352768,
3512,"15W3406-2", 8.3342247, 8.3831272, 18.9899712, 26.8148117,
3513,"15W3562-2", 8.1514606, 7.8757067, 21.1847630, 35.4342499,
3514,"15W3369", 8.5198317, 8.2339220, 21.2527962, 47.0534439,
3515,"15W3034-2", 8.3921547, 8.3601494, 19.4315872, 28.8126068,
3516,"15W2552-2", 8.3992081, 8.2543144, 20.2281551, 27.3359604,
3517,"15W2567-2", 8.4096193, 8.3624058, 19.7449608, 24.7848587,
3518,"15W3563-1", 8.3098803, 8.2465162, 19.5043793, 18.6266632,
3519,"15W2928-2", 8.6163692, 8.3434505, 20.5946827, 29.2344589,
3520,"15W2358-2", 8.3313084, 8.3146753, 19.2921410, 26.3149872,
3521,"15W2766-1", 8.3890009, 8.1504059, 20.7002983, 32.3178940,
3522,"15W3039-2", 8.5640745, 8.3872814, 19.9689655, 34.1278992,
3523,"15W2555-2", 8.0561581, 7.7631922, 21.2445374, 33.3514023,
3524,"15W3565-2", 8.3404341, 8.1185265, 20.5359497, 32.2673340,
3525,"15W3414-2", 8.3730984, 8.2418365, 19.7016640, 27.6133728,
3526,"15W2607-2", 8.3600292, 8.1717491, 19.9061050, 26.5136642,
3527,"15W2948-1", 8.4928322, 8.3205519, 19.9408722, 27.3278427,
3528,"15W2936-2", 7.9996443, 7.9973025, 20.2268143, 27.7321320,
3529,"15W3555-2", 8.5719795, 8.2883749, 20.7036037, 28.8048859,
3530,"15W3428-2", 8.0925407, 7.5438576, 23.0694237, 41.5156631,
3531,"15W2541-1", 8.0084066, 7.9951468, 20.7798119, 32.5170441,
3532,"15W3538-1", 8.1438408, 7.9989643, 20.9259701, 30.0986633,
3533,"15W3561-1", 8.2066116, 8.1378536, 19.9755383, 23.3207550,
3534,"<none>", 8.5866890, 8.5140839, 15.7474384, 126.1575851,
3535,"15NY0513", 8.4201260, 8.2615271, 20.0258789, 33.1346893,
3536,"15NY0270", 8.4759321, 8.2095623, 20.6929455, 32.9803543,
3537,"15NY0216", 8.4040880, 8.2324677, 20.3388100, 35.9356461,
3538,"15NY0487", 7.9330945, 7.4962773, 22.9081879, 42.7399750,
3539,"15NY0051", 8.3582535, 8.1193180, 20.6844864, 28.2841949,
3540,"15NY0078", 8.3619184, 8.0902500, 21.2715130, 38.4792709,
3541,"15NY0743", 8.2295046, 7.8366714, 22.0254097, 44.0000381,
3542,"15NY0153", 7.8277917, 7.2568231, 23.5613995, 34.0006256,
3543,"15NY0777", 8.3200274, 7.9831824, 21.6304550, 41.2148972,
3544,"15NY0520", 7.9650540, 7.6835728, 21.5496979, 35.5033646,
3545,"15NY0047", 7.7435670, 7.1909156, 23.3666153, 25.8774490,
3546,"15NY0490", 8.1755190, 7.8567381, 21.8000031, 40.3177948,
3547,"15NY0591", 8.2715693, 7.9478106, 21.1872425, 35.4180145,
3548,"15NY0455", 8.5535574, 8.2538471, 20.9850292, 36.5499649,
3549,"15NY0352", 8.3058567, 7.9979386, 21.4005451, 41.2919617,
3550,"15NY0719", 6.9510722, 6.2758780, 24.7007904, 29.1772385,
3551,"15NY0934", 7.6175966, 7.0895324, 23.8414478, 41.6920776,
3552,"15NY0523", 8.0519619, 7.7347732, 21.7085476, 35.0017624,
3553,"15NY0741", 7.8448191, 7.3346858, 22.9961777, 36.6193466,
3554,"15NY0733", 8.3880358, 8.0258598, 22.0241737, 41.2598724,
3555,"15NY0746", 8.4429846, 8.1300306, 21.0687122, 31.9591217,
3556,"15NY0567", 7.8032675, 7.1068449, 24.3058300, 37.0243835,
3557,"15NY0156", 8.2514496, 7.7452784, 22.8968334, 42.9738541,
3558,"15NY0041", 8.1996603, 7.7956920, 22.3907452, 38.6540146,
3559,"15NY0856", 8.1231279, 7.5866890, 22.8065414, 33.9991226,
3560,"15NY0405", 7.8166676, 7.6697564, 21.6495705, 38.8967743,
3561,"15NY0950", 8.0576410, 7.9446950, 21.2604980, 39.6517715,
3562,"15NY0541", 8.1583357, 7.9909415, 20.6057587, 31.9751358,
3563,"15NY0587", 8.5192728, 8.2668762, 21.0263329, 40.7560959,
3564,"15NY0037", 8.2792892, 8.2321787, 19.8209934, 31.5138702,
3565,"15NY0096", 8.0715075, 7.6127386, 22.5588512, 35.4676514,
3566,"15NY0106", 8.2071371, 7.7398529, 22.5944901, 38.9029388,
3567,"15NY0759", 8.3839712, 8.1290627, 21.2490559, 36.4472656,
3568,"15NY0239", 8.4438257, 8.1372128, 20.6110592, 25.0214767,
3569,"15NY0093", 8.2495203, 8.0008793, 21.1434174, 31.3344574,
3570,"15NY0263", 8.1450567, 7.8504281, 22.1965923, 42.2289047,
3571,"15NY0001", 8.1090851, 7.7981353, 21.7479820, 38.4311981,
3572,"15NY0818", 7.8456473, 7.5461283, 22.2105255, 32.9847641,
3573,"15NY0667", 7.8116488, 7.4018006, 23.0446453, 43.8485413,
3574,"15NY0079", 7.9774470, 7.4470878, 23.1156178, 39.5651474,
3575,"15NY0120", 8.3851376, 8.1691294, 20.0581474, 25.9630280,
3576,"15NY0048", 7.4462938, 6.7648644, 24.5058231, 37.0785217,
3577,"15NY0594", 7.5605164, 6.9254589, 24.0937691, 37.1815033,
3578,"15NY0528", 7.6538210, 7.1155248, 23.3993816, 35.4232788,
3579,"15NY0972", 7.9918118, 7.4629841, 22.9972248, 35.5380783,
3580,"15NY0256", 7.9287653, 7.4650903, 22.7137623, 38.0814972,
3581,"15NY0003", 8.3872204, 8.1208248, 20.6646118, 34.5465698,
3582,"15NY0315", 8.4347334, 8.0604687, 21.9457817, 36.5660553,
3583,"15NY0109", 7.4689765, 6.6907516, 25.0790195, 38.5544586,
3584,"15NY0738", 7.0619125, 6.3399835, 24.9338551, 24.2680664,
3585,"15NY0614", 7.9509258, 7.3851943, 22.8779755, 26.3455734,
3586,"15NY0619", 8.3239632, 8.0370550, 21.0753288, 33.2386475,
3587,"15NY0853", 6.6118956, 5.6832604, 26.9253464, 35.3939438,
3588,"15NY0377", 8.0441599, 7.5863547, 22.6691246, 41.3878174,
3589,"15NY0213", 6.5915489, 5.8819776, 25.8890991, 33.3746796,
3590,"15NY0753", 7.8431807, 7.1742949, 24.0131645, 38.9259262,
3591,"15NY0495", 8.3039007, 7.9664102, 21.6908741, 38.1540070,
3592,"15NY0336", 7.9243155, 7.5521173, 22.3097610, 33.7470169,
3593,"15NY0593", 7.0852237, 6.5872631, 23.2513447, 26.4756851,
3594,"15NY0530", 8.0357752, 7.4426823, 23.4386501, 38.2055283,
3595,"15NY0964", 8.1366444, 7.6341858, 22.7906780, 41.5387497,
3596,"15NY0519", 8.0314579, 7.5882063, 22.6420078, 37.4225922,
3597,"15NY0341", 8.1681690, 7.7486448, 22.2231655, 41.1412964,
3598,"15NY0237", 7.9644423, 7.6196241, 22.6184464, 40.5000229,
3599,"15NY0711", 6.8008590, 6.0760145, 26.1499119, 32.0519028,
3600,"15NY0647", 6.4172616, 5.4327192, 27.4192410, 36.5240173,
3601,"15NY0544", 8.2757006, 7.9102588, 21.8329773, 36.3319778,
3602,"15NY0311", 7.6604443, 7.1121674, 23.4203892, 35.3114548,
3603,"15NY0097", 6.8742838, 6.0029459, 26.2555866, 31.5680923,
3604,"15NY0946", 6.3164539, 5.3492785, 28.2546825, 44.1000900,
3605,"15NY0681", 6.6699944, 5.7976737, 26.3614082, 33.3707504,
3606,"15NY0694", 7.1373243, 6.3669529, 24.8180180, 25.0025558,
3607,"15NY0431", 7.8618031, 7.5245810, 22.0513153, 30.6713638,
3608,"15NY0068", 7.0036955, 6.3951020, 24.7005520, 29.1984100,
3609,"15NY0388", 6.6548052, 5.6614575, 27.1163635, 35.6316910,
3610,"15NY0792", 6.4060211, 5.3483920, 28.3428841, 39.3192749,
3611,"15NY0091", 6.5069985, 5.8970680, 25.6458836, 33.0929260,
3612,"15NY0630", 6.8452082, 6.0810037, 25.3772583, 30.6052170,
3613,"15NY0084", 6.5395718, 5.9119892, 25.5231247, 30.4440765,
3614,"15NY0618", 6.4431305, 5.5560751, 27.2609329, 38.0926590,
3615,"15NY0618", 7.2644205, 6.7861581, 23.1256580, 27.5435715,
3616,"15NY0176", 7.2159843, 6.5386758, 24.7871456, 33.8275375,
3617,"<none>", 8.5333500, 8.4762592, 15.7604580, 126.2204208,
3618,"<none>", 8.5722218, 8.5007792, 15.7570028, 125.8730240,
3619,"<none>", 8.5500059, 8.4812613, 15.7777128, 126.1258316,
3620,"15NY0351", 7.8662086, 7.3324337, 22.7791519, 25.1208038,
3621,"14NY0698", 7.7488785, 7.3383265, 22.0357742, 26.7868958,
3622,"15NY0802", 7.6722312, 7.1153126, 23.3873291, 32.3973694,
3623,"15NY0028", 7.8143549, 7.4075909, 22.1241608, 30.3593979,
3624,"14NY0256", 7.6800776, 7.1678348, 22.9484234, 29.9044113,
3625,"14W30874-1", 8.5712290, 8.3906593, 19.7776299, 26.3702240,
3626,"14W31424-1", 8.4765091, 8.3123903, 20.1750622, 35.5626984,
3627,"14W30859", 7.0149546, 7.2932143, 18.3343201, 8.6228104,
3628,"14W30452-1", 8.5054550, 8.4306660, 19.0221634, 22.6873093,
3629,"14W30731-1", 8.7802896, 8.3910093, 20.7854080, 34.0835724,
3630,"14W31475-1", 8.1433277, 7.8412418, 21.5242424, 31.5133438,
3631,"14W30859-1", 7.9017839, 7.6915722, 21.2096310, 32.7668610,
3632,"14W31301-1", 8.5085316, 8.2791576, 19.5975800, 23.1126328,
3633,"14W31756", 7.4211044, 7.5632100, 19.3094978, 27.7163391,
3634,"14W30455-1", 7.3656540, 6.6292057, 24.6771202, 26.7621384,
3635,"14NY0407", 8.0888901, 7.5576038, 22.7635193, 33.8287506,
3636,"14W31107-1", 8.1307487, 7.7406325, 21.7891026, 35.7004776,
3637,"14W30720-1", 7.9729919, 7.6549110, 21.0140324, 29.0291595,
3638,"15W3338-2", 8.4451170, 8.0078983, 21.0630684, 17.0326080,
3639,"14w32448", 8.7651367, 8.5749340, 19.9967613, 27.9057999,
3640,"14W32275", 6.8232136, 7.0777998, 19.2014732, 21.3310623,
3641,"14W32462-1", 6.8235722, 6.1197419, 25.4419327, 31.5900497,
3642,"14NY0656", 8.2974091, 7.8253489, 22.1582108, 26.6462173,
3643,"14W32126-1", 8.7889328, 8.1925459, 21.9078712, 27.0562515,
3644,"14W32143-2", 8.5563011, 8.3668690, 19.6634350, 24.8022003,
3645,"14W30311-1", 8.2501316, 8.2166805, 20.0342369, 22.2566223,
3646,"14W32275-1", 8.4310703, 8.2108030, 20.6511211, 30.5162354,
3647,"14W31927", 6.9737873, 7.2486815, 18.4068775, 9.6220703,
3648,"14W30321-1", 8.0871210, 7.7830696, 21.4819546, 28.5903931,
3649,"15NY0463", 8.3826904, 8.2040987, 20.2189941, 21.7528534,
3650,"15NY0056", 8.2874098, 8.2331791, 19.3289623, 25.9737244,
3651,"15NY0902", 7.8853168, 7.4181805, 22.8873329, 35.3675766,
