SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S3_217007830,3,217007830,2.0177586658099e-05,0.297297297297297,111,NA,NA,0.610457871197162,NA
S2_185691061,2,185691061,3.6748593708706e-05,0.324324324324324,111,NA,NA,0.610457871197162,NA
S2_198896643,2,198896643,5.085574085968e-05,0.265765765765766,111,NA,NA,0.610457871197162,NA
S3_10469610,3,10469610,6.2533377394287e-05,0.364864864864865,111,NA,NA,0.610457871197162,NA
S3_10522302,3,10522302,7.13110065062972e-05,0.234234234234234,111,NA,NA,0.610457871197162,NA
S3_10522315,3,10522315,7.13110065062978e-05,0.234234234234234,111,NA,NA,0.610457871197162,NA
S3_13484423,3,13484423,0.000123675204015361,0.121621621621622,111,NA,NA,0.625862650017068,NA
S3_10522278,3,10522278,0.000130207422787028,0.252252252252252,111,NA,NA,0.625862650017068,NA
S3_10522279,3,10522279,0.000130207422787028,0.252252252252252,111,NA,NA,0.625862650017068,NA
S3_10522280,3,10522280,0.000130207422787028,0.252252252252252,111,NA,NA,0.625862650017068,NA
S3_216345870,3,216345870,0.0001340359626616,0.301801801801802,111,NA,NA,0.625862650017068,NA
S6_87402831,6,87402831,0.000146518320289036,0.432432432432432,111,NA,NA,0.627135040417145,NA
S3_214643329,3,214643329,0.00017851005533284,0.283783783783784,111,NA,NA,0.647104801086648,NA
S2_188412375,2,188412375,0.000183507315225575,0.256756756756757,111,NA,NA,0.647104801086648,NA
S3_212692462,3,212692462,0.000188979849625211,0.238738738738739,111,NA,NA,0.647104801086648,NA
S6_160237733,6,160237733,0.00033592219365061,0.463963963963964,111,NA,NA,0.828552113763968,NA
S6_160237750,6,160237750,0.00033592219365061,0.463963963963964,111,NA,NA,0.828552113763968,NA
S3_217007778,3,217007778,0.000337798615146625,0.328828828828829,111,NA,NA,0.828552113763968,NA
S1_282745085,1,282745085,0.000347373747277561,0.207207207207207,111,NA,NA,0.828552113763968,NA
S1_282745088,1,282745088,0.000347373747277561,0.207207207207207,111,NA,NA,0.828552113763968,NA
S2_184001372,2,184001372,0.000353402596717418,0.418918918918919,111,NA,NA,0.828552113763968,NA
S6_162673816,6,162673816,0.000355017084961977,0.198198198198198,111,NA,NA,0.828552113763968,NA
S3_217007797,3,217007797,0.000371019968003646,0.337837837837838,111,NA,NA,0.828552113763968,NA
S6_162673808,6,162673808,0.000390100152498437,0.193693693693694,111,NA,NA,0.834863088865717,NA
S9_146761115,9,146761115,0.000418081093192424,0.135135135135135,111,NA,NA,0.858955967585698,NA
S6_164577110,6,164577110,0.000529057300211215,0.427927927927928,111,NA,NA,0.954490137001395,NA
S9_146761114,9,146761114,0.000534841276832935,0.13963963963964,111,NA,NA,0.954490137001395,NA
S2_201146790,2,201146790,0.000537437901245818,0.198198198198198,111,NA,NA,0.954490137001395,NA
S1_250188561,1,250188561,0.000538913497518456,0.216216216216216,111,NA,NA,0.954490137001395,NA
S2_1717402,2,1717402,0.000575173458752784,0.490990990990991,111,NA,NA,0.981837332090024,NA
S6_164566704,6,164566704,0.00061683600714199,0.445945945945946,111,NA,NA,0.981837332090024,NA
S6_156551634,6,156551634,0.000617623223834725,0.279279279279279,111,NA,NA,0.981837332090024,NA
S7_52307498,7,52307498,0.000630816579229616,0.112612612612613,111,NA,NA,0.981837332090024,NA
S3_5336226,3,5336226,0.000684191304340846,0.396396396396396,111,NA,NA,1,NA
S3_10683496,3,10683496,0.00084147365867303,0.243243243243243,111,NA,NA,1,NA
S3_10683505,3,10683505,0.00084147365867303,0.243243243243243,111,NA,NA,1,NA
S3_10683542,3,10683542,0.00084147365867303,0.243243243243243,111,NA,NA,1,NA
S2_203605205,2,203605205,0.000900640586325592,0.171171171171171,111,NA,NA,1,NA
S8_175365725,8,175365725,0.000900737676952378,0.477477477477477,111,NA,NA,1,NA
S3_13538757,3,13538757,0.000952371228714194,0.144144144144144,111,NA,NA,1,NA
S10_94001321,10,94001321,0.000991465319268887,0.306306306306306,111,NA,NA,1,NA
S3_11006805,3,11006805,0.000992177803986679,0.189189189189189,111,NA,NA,1,NA
S3_11006807,3,11006807,0.000992177803986679,0.189189189189189,111,NA,NA,1,NA
S3_216989160,3,216989160,0.00100125966224746,0.414414414414414,111,NA,NA,1,NA
S6_162673832,6,162673832,0.00102972335724252,0.220720720720721,111,NA,NA,1,NA
S2_117313281,2,117313281,0.00106578189137703,0.0945945945945946,111,NA,NA,1,NA
S8_175187517,8,175187517,0.00106643590168467,0.468468468468468,111,NA,NA,1,NA
S1_210096665,1,210096665,0.00108744527893142,0.130630630630631,111,NA,NA,1,NA
S7_85263467,7,85263467,0.00109150922169069,0.171171171171171,111,NA,NA,1,NA
S2_185019446,2,185019446,0.00109977442729461,0.283783783783784,111,NA,NA,1,NA
S2_184267157,2,184267157,0.00115502898309712,0.306306306306306,111,NA,NA,1,NA
S2_184267183,2,184267183,0.00115502898309712,0.306306306306306,111,NA,NA,1,NA
S2_205945170,2,205945170,0.00116235309914639,0.5,111,NA,NA,1,NA
S2_141341690,2,141341690,0.00118027887731204,0.481981981981982,111,NA,NA,1,NA
S3_18184709,3,18184709,0.00121392533638062,0.364864864864865,111,NA,NA,1,NA
S3_214202761,3,214202761,0.00122239660976372,0.274774774774775,111,NA,NA,1,NA
S2_141341692,2,141341692,0.00124506835364176,0.477477477477477,111,NA,NA,1,NA
S6_88739645,6,88739645,0.00127861173301215,0.117117117117117,111,NA,NA,1,NA
S8_169912119,8,169912119,0.00131846360470279,0.103603603603604,111,NA,NA,1,NA
S7_157459657,7,157459657,0.00134984634798817,0.274774774774775,111,NA,NA,1,NA
S1_199730706,1,199730706,0.00136512199355737,0.211711711711712,111,NA,NA,1,NA
S8_20516303,8,20516303,0.00137298235912477,0.283783783783784,111,NA,NA,1,NA
S3_202223762,3,202223762,0.001376249656128,0.247747747747748,111,NA,NA,1,NA
S6_39092514,6,39092514,0.00140975341413794,0.13963963963964,111,NA,NA,1,NA
S2_187124192,2,187124192,0.00144115028455161,0.400900900900901,111,NA,NA,1,NA
S2_223251402,2,223251402,0.00145538392405083,0.166666666666667,111,NA,NA,1,NA
S3_156284329,3,156284329,0.00159083703823277,0.207207207207207,111,NA,NA,1,NA
S1_180398080,1,180398080,0.00163629527132501,0.481981981981982,111,NA,NA,1,NA
S1_44960183,1,44960183,0.00164133070348792,0.13963963963964,111,NA,NA,1,NA
