SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
S9_151260239,9,151260239,2.04902404130037e-05,0.112244897959184,98,NA,NA,1,NA
S9_151276255,9,151276255,8.46639221252923e-05,0.0969387755102041,98,NA,NA,1,NA
S9_150810071,9,150810071,8.57058732509323e-05,0.13265306122449,98,NA,NA,1,NA
S5_171688317,5,171688317,0.000140487189552232,0.11734693877551,98,NA,NA,1,NA
S5_171688326,5,171688326,0.000142630946538123,0.127551020408163,98,NA,NA,1,NA
S9_151631628,9,151631628,0.000193801280030289,0.239795918367347,98,NA,NA,1,NA
S9_151276228,9,151276228,0.000200581253129173,0.11734693877551,98,NA,NA,1,NA
S9_151630902,9,151630902,0.000227853441314547,0.23469387755102,98,NA,NA,1,NA
S9_151631617,9,151631617,0.00024564966720044,0.25,98,NA,NA,1,NA
S9_151631618,9,151631618,0.00024564966720044,0.25,98,NA,NA,1,NA
S9_151631615,9,151631615,0.000305206686475249,0.239795918367347,98,NA,NA,1,NA
S2_212485713,2,212485713,0.000310928729341856,0.341836734693878,98,NA,NA,1,NA
S2_212485720,2,212485720,0.000310928729341856,0.341836734693878,98,NA,NA,1,NA
S9_139518316,9,139518316,0.000323029655593831,0.438775510204082,98,NA,NA,1,NA
S9_150921869,9,150921869,0.000323900865997645,0.239795918367347,98,NA,NA,1,NA
S9_151306354,9,151306354,0.000419588743650108,0.0663265306122449,98,NA,NA,1,NA
S9_151630931,9,151630931,0.000454248588560268,0.214285714285714,98,NA,NA,1,NA
S5_38475878,5,38475878,0.000473210844817541,0.193877551020408,98,NA,NA,1,NA
S9_151630940,9,151630940,0.000477037377672621,0.219387755102041,98,NA,NA,1,NA
S8_101770820,8,101770820,0.000516983990792089,0.147959183673469,98,NA,NA,1,NA
S2_234031180,2,234031180,0.000639463510852358,0.076530612244898,98,NA,NA,1,NA
S2_234031185,2,234031185,0.000639463510852358,0.076530612244898,98,NA,NA,1,NA
S3_48956751,3,48956751,0.000671575906221966,0.377551020408163,98,NA,NA,1,NA
